SUBJECT	VERB	OBJECT	typicality	LC_sim	AC_sim	computed_score
pen	sever	cloth	P	0.38588813982122844	0.4370218590343342	0.8229099988555626
cotton	sever	cloth	N	0.5513500758048081	0.4990523880930851	1.0504024638978933
nail	sever	dough	P	0.4202501517928517		0.4202501517928517
paper	sever	dough	N	0.39116178001049107		0.39116178001049107
pen	sever	shirt	P	0.42066433573062395	0.49522981805533944	0.9158941537859634
wool	sever	shirt	N	0.4664690426610417	0.5032265857997927	0.9696956284608345
clown	sew	blanket	P	0.3261494538635129	0.46631932215030475	0.7924687760138176
ant	sew	blanket	N	0.3024455265363759	0.44095431578822414	0.7433998423246
policeman	sew	curtain	P	0.2935102968584373	0.41112641817009177	0.7046367150285291
monkey	sew	curtain	N	0.38993475670409344	0.4548049995511801	0.8447397562552735
needle	sew	dress	P	0.40401736361984775	0.47204535303156936	0.8760627166514171
rope	sew	dress	N	0.42283423412202237	0.4996608727830998	0.9224951069051222
child	sew	rug	P	0.4025325478949746		0.4025325478949746
purse	sew	rug	N	0.4035877823031451		0.4035877823031451
boat	shake	canoe	P	0.6517634643072622	0.43628995996475195	1.0880534242720141
hair	shake	canoe	N	0.46844575310098713	0.3105070337012376	0.7789527868022248
policeman	shake	door	P	0.397084169549238	0.5203680458943588	0.9174522154435968
ant	shake	door	N	0.33305559396705336	0.48442263939680097	0.8174782333638544
elephant	shake	house	P	0.36048958141917786	0.5217571450762968	0.8822467264954746
child	shake	house	N	0.42944027673073193	0.6063636327155961	1.035803909446328
spatula	sharpen	glass	P	0.3745466165107157	0.41010657252480603	0.7846531890355217
cream	sharpen	glass	N	0.3708111332781464	0.529386229687996	0.9001973629661424
rock	sharpen	knife	P	0.36347459347690014	0.5455364388431418	0.909011032320042
paper	sharpen	knife	N	0.4134249677357048	0.5343793378672431	0.9478043056029479
sword	sharpen	pencil	P	0.4454269172255691	0.32685404086002345	0.7722809580855925
paper	sharpen	pencil	N	0.5395147996900848	0.3721713030294757	0.9116861027195604
man	shove	child	P	0.5285065673992314	0.6526741773991339	1.1811807447983653
fish	shove	child	N	0.36318325708523147	0.5460445150431703	0.9092277721284018
monkey	shove	horse	P	0.4750975023120167	0.5505983818790312	1.025695884191048
ant	shove	horse	N	0.465693009231881	0.5026573820348608	0.9683503912667417
monkey	slam	cup	P	0.38106630356795823	0.5504928717279839	0.9315591752959421
water	slam	cup	N	0.40491292328003253	0.5642995100290192	0.9692124333090517
chef	slam	door	P	0.3173479351524036	0.5415529759817596	0.8589009111341632
ant	slam	door	N	0.3081172653262238	0.48442263939680097	0.7925399047230248
spoon	slash	paper	P	0.326125057736548	0.4661246400186658	0.7922496977552138
cotton	slash	paper	N	0.42287669390558724	0.5060573721483473	0.9289340660539346
knife	slash	pillow	P	0.5663032237986946	0.48023371459537995	1.0465369383940746
rice	slash	pillow	N	0.4328452139845779	0.41820923524901243	0.8510544492335903
cleaver	slice	dog	P	0.43768657297334007	0.37246397384993946	0.8101505468232795
paper	slice	dog	N	0.4207628881343976	0.46625833407149375	0.8870212222058913
elephant	slide	car	P	0.4490802842627902	0.50958722103179	0.9586675052945801
man	slide	car	N	0.4843648549589679	0.6525275079885092	1.1368923629474772
monkey	slide	pebbles	P	0.42989514033765797		0.42989514033765797
butterfly	slide	pebbles	N	0.4081697310060183		0.4081697310060183
hammer	smash	bone	P	0.5552079124457654	0.47451004150428333	1.0297179539500487
knife	smash	bone	N	0.5156301419823288	0.580479616712305	1.0961097586946338
hand	smash	rock	P	0.4283985159954781	0.47745935743769946	0.9058578734331776
ant	smash	rock	N	0.40303732226125355	0.5130991021624745	0.916136424423728
car	smash	table	P	0.4717708468130391	0.6521315689713582	1.1239024157843973
shirt	smash	table	N	0.3850965741555426	0.569513801575965	0.9546103757315076
man	snatch	rabbit	P	0.504637606885448	0.6575650237836687	1.1622026306691167
ant	snatch	rabbit	N	0.38493063483371964	0.5666996936027895	0.9516303284365091
chef	spin	ball	P	0.38143601321954007	0.5041258176853748	0.8855618309049149
worm	spin	ball	N	0.43883384304205064	0.40415436655069154	0.8429882095927421
hand	spin	bottle	P	0.49283324945617246	0.6039362799332206	1.096769529389393
ant	spin	bottle	N	0.35905391797800273	0.5083481479194994	0.8674020658975021
elephant	spin	car	P	0.38454336294337554	0.50958722103179	0.8941305839751655
child	spin	car	N	0.47515956480333676	0.6134585439054551	1.0886181087087918
dog	squash	grape	P	0.35928286496782413	0.45823230251029223	0.8175151674781164
ant	squash	grape	N	0.39541035743827424	0.46377604071620104	0.8591863981544753
plane	squash	house	P	0.42142110136916144	0.5758503694763366	0.997271470845498
car	squash	house	N	0.5196593220701162	0.6743235449537446	1.1939828670238608
plane	squash	tree	P	0.4159077870082747	0.5681983219322091	0.9841061089404838
foot	squash	tree	N	0.4263085638248828	0.5343159977873263	0.9606245616122091
hose	squirt	milk	P	0.50378444429857	0.49551916099923543	0.9993036052978055
house	squirt	milk	N	0.39205781040104937	0.6320278661023229	1.0240856765033723
tube	squirt	oil	P	0.4578399208017413	0.565826042101258	1.0236659629029994
table	squirt	oil	N	0.34747111154162513	0.5458540789149445	0.8933251904565697
faucet	squirt	water	P	0.5555622809465726	0.5985686391946884	1.1541309201412608
table	squirt	water	N	0.36448783598621615	0.499891365063438	0.8643792010496542
child	stomp	grape	P	0.43260785629938414	0.5566424457341091	0.9892503020334933
worm	stomp	grape	N	0.39328449044768565	0.45103285563903656	0.8443173460867222
elephant	stomp	man	P	0.48596792718878845	0.5174334563154744	1.0034013835042628
dog	stomp	man	N	0.4720174392045576	0.5647799808310471	1.0367974200356047
man	stretch	pillow	P	0.43849530898795824	0.5047326413595572	0.9432279503475154
ant	stretch	pillow	N	0.32721846700083723	0.35691576774519557	0.6841342347460329
bat	strike	car	P	0.4535070667695673	0.46042810787640887	0.9139351746459762
wind	strike	car	N	0.47359988528625413	0.523315143416717	0.9969150287029711
elephant	swallow	man	P	0.4281222375518115	0.5174334563154744	0.945555693867286
cat	swallow	man	N	0.43053037632868885	0.48012157574138836	0.9106519520700772
monkey	swallow	pin	P	0.38749563204034543	0.5409160671281802	0.9284116991685256
ant	swallow	pin	N	0.37969666789525114	0.49956282134039065	0.8792594892356418
elephant	tackle	bus	P	0.4352390924226473	0.5072582372701627	0.9424973296928101
child	tackle	bus	N	0.4786598462413007	0.5994177304720276	1.0780775767133284
elephant	tackle	car	P	0.42948165560331125	0.50958722103179	0.9390688766351012
child	tackle	car	N	0.49313437239921465	0.6134585439054551	1.1065929163046697
dog	tackle	cat	P	0.6075088297315226	0.7616163192588986	1.3691251489904213
ant	tackle	cat	N	0.4249672825483113	0.5820552306149294	1.0070225131632407
dog	tackle	rabbit	P	0.5372960446711972	0.7017507280918057	1.239046772763003
butterfly	tackle	rabbit	N	0.36554958431286855	0.5442035233762831	0.9097531076891516
hand	tap	floor	P	0.5637924221336299	0.5685019030023111	1.132294325135941
vapor	tap	floor	N	0.3910714848321452	0.5671595961550292	0.9582310809871744
knife	tear	rug	P	0.4210806383748522		0.4210806383748522
pillow	tear	rug	N	0.47883218740840483		0.47883218740840483
pen	tear	shirt	P	0.4639405858406903	0.49522981805533944	0.9591704038960298
pillow	tear	shirt	N	0.4357994908211096	0.5341679636832501	0.9699674545043597
elephant	tear	tree	P	0.42998778950075695	0.5318820622264031	0.96186985172716
infant	tear	tree	N	0.3669084093481543	0.5027272910395314	0.8696357003876857
elephant	throw	bus	P	0.39859779884482643	0.5072582372701627	0.9058560361149892
man	throw	bus	N	0.4456478028264019	0.6271458949760703	1.0727936978024721
elephant	throw	car	P	0.3884808931296004	0.50958722103179	0.8980681141613904
man	throw	car	N	0.5034736209013694	0.6525275079885092	1.1560011288898786
dog	throw	cat	P	0.6438786997537571	0.7616163192588986	1.4054950190126556
ant	throw	cat	N	0.4244453514190941	0.5820552306149294	1.0065005820340236
feather	tick	horse	P	0.43526780042326135	0.4735703930860063	0.9088381935092676
water	tick	horse	N	0.42580540398559336	0.5404901139386418	0.9662955179242352
elephant	toss	cat	P	0.44191967994112835	0.6082137852214689	1.050133465162597
ant	toss	cat	N	0.4243641008370257	0.5820552306149294	1.006419331451955
horse	toss	student	P	0.4265677853117026	0.5360019610034008	0.9625697463151034
rabbit	toss	student	N	0.4170559904134511	0.4726320114501151	0.8896880018635662
scissors	trim	pillow	P	0.4722552302490326	0.3981241045037233	0.870379334752756
finger	trim	pillow	N	0.4179040430829144	0.49214954629589036	0.9100535893788048
scissors	trim	rabbit	P	0.44405263075622287	0.40619317379718717	0.85024580455341
cup	trim	rabbit	N	0.4087781158821953	0.4565550286913633	0.8653331445735586
chainsaw	trim	tree	P	0.5132570186725143	0.5380702716589771	1.0513272903314914
cotton	trim	tree	N	0.4142973768738462	0.5170808305701236	0.9313782074439698
elephant	tug	bus	P	0.43293563809166974	0.5072582372701627	0.9401938753618324
child	tug	bus	N	0.4766572763026261	0.5994177304720276	1.0760750067746536
horse	tug	car	P	0.5205375530746245	0.6069344399772125	1.127471993051837
child	tug	car	N	0.4879595509739878	0.6134585439054551	1.1014180948794428
butterfly	tug	leaf	P	0.46166501948854666	0.5936757480058081	1.055340767494355
woman	tug	leaf	N	0.4106942779222547	0.6487297246326114	1.059424002554866
pipe	vent	air	P	0.4903582325190659	0.682794054894781	1.173152287413847
table	vent	air	N	0.32605184401061715	0.4442367314399349	0.7702885754505521
house	vent	smoke	P	0.42303212783487604	0.6383899914721114	1.0614221193069875
tree	vent	smoke	N	0.31987039025206626	0.5663378682249126	0.8862082584769788
lion	vomit	cat	P	0.4710755962335564	0.5998683733077921	1.0709439695413485
student	vomit	cat	N	0.38719108823526915	0.5480308716950167	0.9352219599302859
elephant	vomit	man	P	0.4348526790743052	0.5174334563154744	0.9522861353897796
cat	vomit	man	N	0.4563567507309298	0.48012157574138836	0.9364783264723182
oven	warm	food	P	0.4699953816948976	0.5821873548028705	1.052182736497768
ice	warm	food	N	0.517946244227245	0.4957277336258932	1.0136739778531383
stove	warm	foot	P	0.47202398099736137	0.5852315160076438	1.0572554970050052
freezer	warm	foot	N	0.462340753704344	0.5000523951625704	0.9623931488669144
fire	warm	log	P	0.4146834711844656	0.4999348716603167	0.9146183428447823
air	warm	log	N	0.44964175850769583	0.499979665602898	0.9496214241105938
fire	warm	water	P	0.473558587422455	0.5433290440403445	1.0168876314627995
snow	warm	water	N	0.5356441447629804	0.5463107121836281	1.0819548569466084
lion	wear	carpet	P	0.3164880370170065	0.43002725706998934	0.7465152940869959
butterfly	wear	carpet	N	0.38057020998132235	0.4024171730248118	0.7829873830061341
clown	whisk	egg	P	0.3267123727999558	0.5215598931865197	0.8482722659864755
dog	whisk	egg	N	0.37167174567837213	0.5879836902974337	0.9596554359758058
dentist	whisk	sauce	P	0.26582463533614914	0.38337879182920853	0.6492034271653577
infant	whisk	sauce	N	0.3515247732581973	0.41376172194949246	0.7652864952076898
woman	wrestle	student	P	0.4867828846123057	0.5703232146017567	1.0571060992140624
ant	wrestle	student	N	0.4091504750975288	0.47295918658815433	0.8821096616856832
finger	yank	arm	P	0.5540953178945721	0.5143735877309825	1.0684689056255547
table	yank	arm	N	0.37783846020474343	0.46728830733680765	0.845126767541551
