SUBJECT	VERB	OBJECT	LOCATION	typicality	mean_rat	std_rat	LM	sentence	computed_score	best_completions	baseline_score
artist	assemble	art	museum	T	6.05	0.74	in	The artist assembled the art in the museum .	0.015759721398353577	studio_(0.2000714);workshop_(0.035018966);house_(0.02710514);gallery_(0.025143431);basement_(0.017246122);	4.128263299207902e-06
painter	decorate	wall	mansion	T	5.45	1.4	in	The painter decorated the wall in the mansion .	0.0013769110664725304	church_(0.049709115);chapel_(0.042238582);courtyard_(0.03452842);hall_(0.03305069);attic_(0.031303078);	2.8227197617525235e-05
biologist	use	microscope	laboratory	T	6.65	0.48	in	The biologist used the microscope in the laboratory .	0.3450556993484497	laboratory_(0.3450557);lab_(0.10809277);experiment_(0.09975852);study_(0.070013456);field_(0.016183427);	3.3063920454878826e-06
fisherman	check	net	boat	T	6.75	0.7	on	The fisherman checked the net on the boat .	0.07578538358211517	boat_(0.07578538);shore_(0.07396412);bank_(0.06163953);water_(0.058146693);ground_(0.057117876);	2.8337512048892677e-05
student	celebrate	graduation	restaurant	T	5.2	1.6	at	The student celebrated the graduation at the restaurant .	0.010045219212770462	temple_(0.18880953);school_(0.05697507);church_(0.055233933);hotel_(0.021957219);mosque_(0.020341802);	1.989476913877297e-06
comedian	entertain	audience	theater	T	6.4	1.36	in	The comedian entertained the audience in the theater .	0.05581948161125183	theatre_(0.096364304);studio_(0.09122083);show_(0.07017396);theater_(0.05581948);stage_(0.04106226);	4.870238626608625e-06
truck	plow	snow	street	T	5.7	1.42	in	The truck plowed the snow in the street .	0.08092343062162399	driveway_(0.18294488);street_(0.08092343);road_(0.069253005);yard_(0.048306935);drive_(0.048249245);	8.011081808945164e-05
truck	hit	car	highway	T	5.45	1.24	on	The truck hit the car on the highway .	0.009141197428107262	shoulder_(0.14918412);left_(0.10174657);side_(0.09849942);right_(0.07463465);windshield_(0.0734038);	6.5122972046083305e-06
jockey	ride	horse	racetrack	T	6.35	0.85	on	The jockey rode the horse on the racetrack .			
housemaid	clean	dish	kitchen	T	6.9	0.3	in	The housemaid cleaned the dish in the kitchen .	0.46312642097473145	kitchen_(0.46312642);morning_(0.101422474);bathroom_(0.080432504);sink_(0.060608465);afternoon_(0.020445926);	1.9467902347969357e-06
driver	hear	horn	crossroad	T	5.85	1.11	at	The driver heard the horn at the crossroad .			
child	pick	flower	park	T	6.3	0.84	at	The child picked the flower at the park .	0.00202107522636652	end_(0.119733274);door_(0.047428668);window_(0.04287353);bottom_(0.0405783);top_(0.036671888);	4.0063059714157134e-05
student	use	computer	library	T	6.55	1.32	in	The student used the computer in the library .	0.014379387721419334	classroom_(0.33490342);study_(0.11424372);school_(0.02899159);morning_(0.026572304);class_(0.026302805);	0.0001510238362243399
student	hear	lecture	university	T	6.65	0.48	at	The student heard the lecture at the university .	0.0871659368276596	university_(0.08716594);library_(0.07742465);time_(0.058985047);school_(0.03592565);University_(0.029466476);	0.00022432550031226128
thief	grab	money	supermarket	T	5.55	1.24	in	The thief grabbed the money in the supermarket .	0.0011888856533914804	bag_(0.09461947);air_(0.06601322);pocket_(0.054813903);hand_(0.053663865);back_(0.036310058);	8.305934215968591e-07
animal	find	food	dump	T	5.6	1.5	in	The animal found the food in the dump .	0.0006003208109177649	water_(0.09658032);mud_(0.0582907);soil_(0.029836383);grass_(0.026318114);forest_(0.023702381);	4.74571279482916e-05
policeman	examine	car	parking	T	5.9	0.7	in	The policeman examined the car in the parking .	1.0980447768815793e-05	mirror_(0.610048);moonlight_(0.054152586);window_(0.04915367);daylight_(0.0286983);light_(0.024401734);	8.936502126744017e-06
traveller	check	watch	platform	T	5.5	1.83	at	The traveller checked the watch at the platform .	0.0006353968055918813	door_(0.18673472);desk_(0.05899277);gate_(0.05491677);table_(0.046789985);window_(0.038064774);	0.0001558367075631395
waiter	open	bottle	restaurant	T	6.8	0.4	at	The waiter opened the bottle at the restaurant .	0.009396065957844257	table_(0.29349297);bar_(0.2333256);door_(0.07415649);counter_(0.04584562);entrance_(0.04222457);	1.989476913877297e-06
guide	describe	monument	bar	AT	2.85	2.06	in	The guide described the monument in the bar .	0.00022083456860855222	book_(0.08049014);background_(0.0538488);text_(0.041526683);park_(0.038185608);article_(0.027995704);	0.00022853545669931918
philologist	examine	book	pub	AT	3.05	1.72	in	The philologist examined the book in the pub .	0.00030087484628893435	library_(0.2047491);morning_(0.090031415);laboratory_(0.026477572);evening_(0.025237838);museum_(0.025088286);	1.2834909739467548e-06
burglar	climb	wall	mountain	AT	2.3	2.05	on	The burglar climbed the wall on the mountain .	0.00019086047541350126	left_(0.2577493);right_(0.23735966);roof_(0.11523304);inside_(0.03678597);floor_(0.028643426);	2.52208519668784e-05
professor	deliver	lecture	gym	AT	3.15	1.93	at	The professor delivered the lecture at the gym .	0.0001265595346922055	ceremony_(0.114849836);inauguration_(0.079336785);event_(0.05271469);university_(0.039147153);end_(0.031691965);	2.028417839028407e-05
priest	celebrate	marriage	discotheque	AT	2.15	1.39	at	The priest celebrated the marriage at the discotheque .			
musician	entertain	crowd	mountain	AT	3.05	1.94	on	The musician entertained the crowd on the mountain .	0.0011383203091099858	stage_(0.37518495);piano_(0.056932304);street_(0.04844743);radio_(0.019671619);road_(0.019551434);	2.6851086659007706e-05
demonstrator	carry	flag	bar	AT	3.35	2.5	in	The demonstrator carried the flag in the bar .	0.0008998515550047159	parade_(0.14697087);background_(0.08277478);procession_(0.075922556);street_(0.04101805);square_(0.031430677);	0.00019992257875856012
singer	begin	performance	supermarket	AT	2.35	1.56	in	The singer began the performance in the supermarket .	0.0005077722598798573	studio_(0.039445154);stadium_(0.032053396);car_(0.026616745);morning_(0.02018833);park_(0.019952653);	8.305934215968591e-07
soldier	carry	rifle	cinema	AT	1.4	0.58	at	The soldier carried the rifle at the cinema .	4.633218964045227e-07	ready_(0.53866315);hip_(0.20410533);shoulder_(0.10877897);back_(0.025715562);front_(0.024558164);	3.0218204756238265e-06
fisherman	catch	fish	swimming-pool	AT	3.5	2.56	in	The fisherman caught the fish in the swimming-pool .			
engineer	complete	project	restaurant	AT	2.95	1.83	at	The engineer completed the project at the restaurant .	0.0010597880464047194	site_(0.23657887);time_(0.07018815);station_(0.048243426);airport_(0.036596287);cemetery_(0.020136395);	1.989476913877297e-06
mechanic	assemble	bicycle	theater	AT	3.05	2.46	in	The mechanic assembled the bicycle in the theater .	0.00014048740558791906	garage_(0.22400895);workshop_(0.15701184);shed_(0.042324904);basement_(0.031379435);morning_(0.031222776);	4.870238626608625e-06
president	deliver	speech	mountain	AT	2.45	1.8	in	The president delivered the speech in the mountain .	2.157898597943131e-05	auditorium_(0.080593504);Capitol_(0.06602103);courtroom_(0.0422776);morning_(0.034501594);hall_(0.034127977);	2.6851086659007706e-05
gardener	cut	grass	beach	AT	4.2	2.48	at	The gardener cut the grass at the beach .	0.003596222959458828	back_(0.13666011);front_(0.056176253);gate_(0.05550166);bottom_(0.036645513);garden_(0.035621308);	3.349413236719556e-05
soldier	celebrate	victory	university	AT	2.1	1.48	at	The soldier celebrated the victory at the university .	0.0003626531979534775	temple_(0.07914445);festival_(0.06774802);feast_(0.05783499);church_(0.032299157);castle_(0.028606597);	0.00022432550031226128
librarian	climb	ladder	bar	AT	4.25	2.55	in	The librarian climbed the ladder in the bar .	0.0006459649885073304	back_(0.12653835);library_(0.0748851);corner_(0.06641625);attic_(0.048903476);darkness_(0.033849806);	0.00022853545669931918
veterinarian	examine	dog	cinema	AT	1.7	1.52	at	The veterinarian examined the dog at the cinema .	4.149250889895484e-05	hospital_(0.2073274);scene_(0.06593876);door_(0.06555222);table_(0.043887924);lab_(0.03512263);	1.377915623379522e-06
surfer	grab	board	shipyard	AT	2.5	1.32	at	The surfer grabbed the board at the shipyard .	1.5543475456070155e-05	waist_(0.14120089);bottom_(0.06527024);back_(0.062451933);end_(0.051177382);beach_(0.03182768);	2.287932829858619e-06
guest	hang	coat	supermarket	AT	1.75	1.3	in	The guest hung the coat in the supermarket .	6.452098659792682e-06	closet_(0.7984459);wardrobe_(0.02314369);room_(0.014565296);window_(0.012144879);bathroom_(0.011488215);	8.305934215968591e-07
mechanic	check	tire	hospital	AT	1.6	1.32	at	The mechanic checked the tire at the hospital .	0.0051147108897566795	back_(0.13999614);garage_(0.09648533);pump_(0.05191603);front_(0.041112732);wheel_(0.039870713);	2.6729803721536882e-06
cyclist	complete	race	garden	AT	2.6	1.53	in	The cyclist completed the race in the garden .	8.113973308354616e-06	final_(0.48193634);heats_(0.11072153);lead_(0.047404602);event_(0.043446057);sprint_(0.036496382);	9.991141996579245e-05
porter	carry	bag	forest	AT	1.75	1.26	in	The porter carried the bag in the forest .	0.00013619054516311735	back_(0.16828334);carriage_(0.057693522);car_(0.056179434);cart_(0.04812679);backseat_(0.028929783);	8.13297156128101e-05
student	drink	beer	classroom	AT	1.8	1.25	in	The student drank the beer in the classroom .	0.004762310069054365	kitchen_(0.061246622);car_(0.04197757);bathroom_(0.032171417);bar_(0.031581555);dark_(0.031302933);	5.449614945973735e-06
hound	fetch	bird	hospital	AT	3.05	2.5	at	The hound fetched the bird at the hospital .	0.0007923246012069285	door_(0.15190548);gate_(0.15142874);inn_(0.049129378);end_(0.028137876);window_(0.025533527);	2.129896529368125e-06
cook	clean	fish	battlefield	AT	2.2	1.81	in	The cook cleaned the fish in the battlefield .	1.3519148751583998e-06	kitchen_(0.10515866);oven_(0.102561735);sun_(0.07316613);morning_(0.058397077);pot_(0.03641791);	4.51781170340837e-06
policeman	check	bag	kitchen	AT	3.55	1.96	in	The policeman checked the bag in the kitchen .	0.012654154561460018	car_(0.11918701);bag_(0.07465201);mirror_(0.06423246);back_(0.04641481);trunk_(0.034634758);	3.947937784687383e-06
athlete	celebrate	victory	church	AT	1.65	0.79	in	The athlete celebrated the victory in the church .	0.007197501603513956	stadium_(0.25935593);evening_(0.062036105);morning_(0.037359882);park_(0.029755147);streets_(0.022593819);	7.089143036864698e-05
player	begin	match	restaurant	AT	2.2	1.86	at	The player began the match at the restaurant .	1.5194599654932972e-05	beginning_(0.49311423);start_(0.26480022);bottom_(0.036916967);right_(0.032695238);left_(0.0324685);	1.989476913877297e-06
lumberjack	cut	tree	parliament	AT	1.95	1.75	in	The lumberjack cut the tree in the parliament .	1.7230124740308383e-06	morning_(0.19834809);afternoon_(0.0721414);yard_(0.06872426);woods_(0.04528957);middle_(0.040322386);	2.2931088096811436e-05
soldier	gather	ammunition	nursery	AT	1.35	0.57	in	The soldier gathered the ammunition in the nursery .	0.0002515278465580195	truck_(0.0570913);back_(0.04226423);room_(0.032518197);corner_(0.03156524);kitchen_(0.030105235);	5.220207185629988e-06
surfer	catch	wave	lake	AT	3.6	2.48	on	The surfer caught the wave on the lake .	0.00043251714669167995	beach_(0.08855316);shore_(0.06250299);shoulder_(0.061619237);head_(0.039246354);chin_(0.03771126);	8.302144124172628e-05
mother	hang	laundry	office	AT	2.95	1.86	in	The mother hung the laundry in the office .	0.0011148961493745446	closet_(0.20946813);bathroom_(0.118665494);shed_(0.10834476);laundry_(0.092744336);sink_(0.068500005);	3.3747837733244523e-05
carver	build	sculpture	boat	AT	3.65	2.33	on	The carver built the sculpture on the boat .	0.0018747029826045036	spot_(0.13869774);site_(0.13617954);beach_(0.07243651);ground_(0.047814317);island_(0.022025999);	2.8337512048892677e-05
scoutmaster	assemble	tent	office	AT	1.85	1.49	in	The scoutmaster assembled the tent in the office .	0.0026272996328771114	morning_(0.18058906);afternoon_(0.11935388);woods_(0.07927795);clearing_(0.03927381);camp_(0.035637468);	4.390607136883773e-05
refugee	find	shelter	bakery	AT	2.4	1.28	in	The refugee found the shelter in the bakery .	0.0001992398756556213	forest_(0.06659774);village_(0.055431627);woods_(0.04205188);morning_(0.041506592);night_(0.03539885);	4.442021690920228e-06
singer	hold	microphone	battlefield	AT	2.15	1.74	in	The singer held the microphone in the battlefield .	4.085043656232301e-06	air_(0.6225911);middle_(0.049025856);center_(0.03838089);background_(0.036690004);hand_(0.022591555);	4.51781170340837e-06
soldier	dig	trench	library	AT	3.3	2.61	in	The soldier dug the trench in the library .	4.1941337258322164e-05	ground_(0.11365791);dirt_(0.07715684);mud_(0.04015308);sand_(0.036747504);snow_(0.033562083);	0.0001510238362243399
waiter	clear	table	barracks	AT	4.1	2.26	in	The waiter cleared the table in the barracks .	4.2917203245451674e-05	kitchen_(0.19068167);middle_(0.08834803);corner_(0.0834184);background_(0.045314584);hall_(0.042143524);	6.647165719186887e-06
child	climb	tree	savannah	AT	3.5	2.36	in	The child climbed the tree in the savannah .			
chemist	mix	substance	airport	AT	1.95	1.16	at	The chemist mixed the substance at the airport .	0.0031876189168542624	laboratory_(0.11940708);lab_(0.047965296);table_(0.040840372);pharmacy_(0.029488204);bar_(0.027149);	1.559012343932409e-05
coach	check	team	auditorium	AT	3.2	2.14	in	The coach checked the team in the auditorium .	0.002095615491271019	mirror_(0.15152833);stands_(0.071344726);room_(0.034986284);morning_(0.028386496);gym_(0.028134262);	3.5335569918970577e-06
policeman	capture	thief	nursery	AT	2.55	1.6	in	The policeman captured the thief in the nursery .	6.832425424363464e-05	street_(0.0570017);process_(0.045156866);car_(0.031145565);forest_(0.030841623);act_(0.027358688);	5.220207185629988e-06
monkey	grab	banana	university	AT	3.7	2.35	at	The monkey grabbed the banana at the university .	0.00035772359115071595	end_(0.100440614);bottom_(0.058650162);back_(0.03518193);corner_(0.032816876);mouth_(0.027865242);	0.00022432550031226128
passenger	buy	ticket	bakery	AT	1.25	0.54	at	The passenger bought the ticket at the bakery .	0.0004111699527129531	station_(0.4861463);gate_(0.07024304);terminal_(0.033812728);airport_(0.033056308);counter_(0.026357273);	4.442021690920228e-06
surgeon	examine	patient	library	AT	1.65	1.35	in	The surgeon examined the patient in the library .	0.00043314616777934134	hospital_(0.11116919);laboratory_(0.082767546);morning_(0.05951695);room_(0.035347473);field_(0.031165222);	0.0001510238362243399
soldier	fight	enemy	kitchen	AT	2.2	2.06	in	The soldier fought the enemy in the kitchen .	0.0007866375963203609	field_(0.15807863);forest_(0.05608258);battle_(0.051672492);trenches_(0.042459786);woods_(0.037252676);	3.947937784687383e-06
spectator	buy	ticket	clinic	AT	2.85	2.2	at	The spectator bought the ticket at the clinic .	5.495556615642272e-05	gate_(0.1806765);station_(0.1476837);end_(0.048872367);start_(0.029583676);time_(0.024663646);	3.0943833735364024e-06
boxer	deliver	punch	church	AT	1.7	1.1	in	The boxer delivered the punch in the church .	1.837722038544598e-06	face_(0.23239817);jaw_(0.15101323);stomach_(0.073162);gut_(0.06770458);nose_(0.050243862);	7.089143036864698e-05
child	draw	flower	armory	AT	2.35	1.96	in	The child drew the flower in the armory .			
botanist	examine	plant	stadium	AT	2.25	1.84	in	The botanist examined the plant in the stadium .	0.0001292024680878967	laboratory_(0.18850742);field_(0.060399942);morning_(0.041626245);garden_(0.040622946);dark_(0.037984643);	1.9115712348138914e-05
programmer	use	computer	savannah	AT	2.95	1.77	in	The programmer used the computer in the savannah .			
sailor	mop	deck	theater	AT	1.7	0.9	in	The sailor mopped the deck in the theater .	5.513598443940282e-05	morning_(0.2566518);rain_(0.08189554);dark_(0.074932925);darkness_(0.06881159);meantime_(0.06263001);	5.175656951905694e-06
student	pass	exam	supermarket	AT	1.4	0.8	at	The student passed the exam at the supermarket .	6.164952992548933e-06	school_(0.27498314);university_(0.18135436);college_(0.09425226);Gymnasium_(0.08922935);College_(0.06237547);	8.305934215968591e-07
sailor	tie	rope	bar	AT	2.45	1.16	in	The sailor tied the rope in the bar .	0.0009297545766457915	boat_(0.108554915);back_(0.042729188);basket_(0.04173797);corner_(0.029308582);bow_(0.028652458);	0.00022853545669931918
politician	sign	agreement	station	AT	2.2	1.36	at	The politician signed the agreement at the station .	0.007180789019912481	airport_(0.20001307);meeting_(0.11014823);ceremony_(0.08957704);hotel_(0.033193517);palace_(0.017494174);	0.00024611596018075943
waiter	prepare	drink	forest	AT	2.35	1.28	in	The waiter prepared the drink in the forest .	8.923464338295162e-05	kitchen_(0.42669734);restaurant_(0.03257059);lounge_(0.031260937);microwave_(0.022833962);parlor_(0.021894049);	8.579422137700021e-05
dog	pull	sled	clinic	AT	1.2	0.6	in	The dog pulled the sled in the clinic .	1.922135561471805e-05	snow_(0.10743211);water_(0.072256215);back_(0.06683225);dark_(0.041820843);rain_(0.041061576);	3.0943833735364024e-06
climber	use	rope	elevator	AT	2.5	1.94	in	The climber used the rope in the elevator .	0.0016997192287817597	fall_(0.07049358);morning_(0.050549325);climb_(0.042049907);middle_(0.035951074);ascent_(0.03036657);	2.9723636544076726e-05
surgeon	perform	surgery	beach	AT	1.65	0.79	at	The surgeon performed the surgery at the beach .	0.003629290731623769	hospital_(0.4105936);hotel_(0.06928675);house_(0.032986253);clinic_(0.02535297);airport_(0.018890422);	4.073721720487811e-05
spectator	watch	game	church	AT	2.2	1.81	in	The spectator watched the game in the church .	0.0006572979618795216	stands_(0.26531345);background_(0.0944988);stadium_(0.05317591);park_(0.02669488);dark_(0.017698606);	9.143906208919361e-05
doctor	visit	patient	mountain	AT	2.35	1.42	on	The doctor visited the patient on the mountain .	0.0009330492466688156	phone_(0.05418758);way_(0.04898555);street_(0.04272306);spot_(0.038438458);couch_(0.029172381);	2.6851086659007706e-05
smuggler	sell	weapon	hospital	AT	1.9	1.48	at	The smuggler sold the weapon at the hospital .	0.0014633000828325748	auction_(0.23591729);market_(0.18684499);airport_(0.05460181);fair_(0.035505284);bank_(0.018887075);	3.1062991183716804e-06
actor	win	award	armory	AT	2.05	1.2	in	The actor won the award in the armory .			
farmer	pick	vegetables	boat	AT	1.95	1.02	on	The farmer picked the vegetables on the boat .	0.00025683135027065873	ground_(0.15408729);field_(0.107088156);farm_(0.07332696);table_(0.033690583);fields_(0.033338495);	2.1915679099038243e-05
customer	read	menu	stadium	AT	3.75	2.09	in	The customer read the menu in the stadium .	6.199216295499355e-05	window_(0.14465037);background_(0.12512287);back_(0.07460769);mirror_(0.037889943);box_(0.027126845);	1.9115712348138914e-05
child	visit	grandmother	barracks	AT	2.7	1.68	in	The child visited the grandmother in the barracks .	5.564328603213653e-05	hospital_(0.23917507);morning_(0.077034004);house_(0.071845435);garden_(0.036270037);evening_(0.032916617);	6.647165719186887e-06
pyromaniac	start	fire	beach	AT	2.5	1.96	at	The pyromaniac started the fire at the beach .	0.005757980514317751	house_(0.1199565);hotel_(0.111361496);hospital_(0.04872323);restaurant_(0.04654948);school_(0.028802905);	2.4007633328437805e-05
violinist	wear	tuxedo	workshop	AT	3.3	2.53	in	The violinist wore the tuxedo in the workshop .	0.0002354138996452093	picture_(0.14893687);photo_(0.09841826);photograph_(0.076734886);film_(0.04968254);portrait_(0.049293607);	1.4655662198492792e-05
nurse	push	wheelchair	discotheque	AT	1.95	0.92	in	The nurse pushed the wheelchair in the discotheque .			
guard	tie	prisoner	tobacconist	AT	3.05	2.04	at	The guard tied the prisoner at the tobacconist .			
author	sign	book	battlefield	AT	2.1	0.94	in	The author signed the book in the battlefield .	2.636474846440251e-06	margin_(0.06505902);book_(0.060778257);preface_(0.055091217);title_(0.04306935);Netherlands_(0.042281173);	4.51781170340837e-06
hairstylist	wash	hair	bar	AT	1.75	1.09	in	The hairstylist washed the hair in the bar .	0.0002058545796899125	bathroom_(0.3355272);sink_(0.2032678);shower_(0.13176477);salon_(0.065257356);mirror_(0.049858827);	0.00019992257875856012
gardener	push	mower	supermarket	AT	2.9	2.14	in	The gardener pushed the mower in the supermarket .	1.2742636499751825e-05	garden_(0.123226345);driveway_(0.09373591);yard_(0.091863215);distance_(0.039854825);grass_(0.03134276);	5.196671395424346e-07
librarian	stack	books	oven	AT	2.35	1.8	in	The librarian stacked the books in the oven .	0.00011523153079906479	corner_(0.22723027);back_(0.15376313);middle_(0.1053923);stacks_(0.0428651);library_(0.031148111);	1.8570455040389788e-06
passenger	pass	check	nursery	AT	1.5	0.59	at	The passenger passed the check at the nursery .	2.174838073187857e-06	counter_(0.25477836);desk_(0.20185135);gate_(0.081745476);door_(0.0621448);table_(0.05312866);	5.220207185629988e-06
soldier	wear	helmet	auditorium	AT	1.95	1.4	in	The soldier wore the helmet in the auditorium .	0.00010173012560699135	field_(0.13077807);photo_(0.05425397);parade_(0.04145219);photograph_(0.033836585);picture_(0.029021315);	3.5335569918970577e-06
cameraman	record	video	greenhouse	AT	2.35	1.39	in	The cameraman recorded the video in the greenhouse .	0.00040281115798279643	studio_(0.2607108);bathroom_(0.049063675);kitchen_(0.047721375);car_(0.040681735);background_(0.03614059);	2.363244493608363e-05
doctor	sew	wound	restaurant	AT	2.5	1.36	at	The doctor sewed the wound at the restaurant .	2.3586560928379185e-05	neck_(0.11982581);wrist_(0.08511221);shoulder_(0.080855355);back_(0.06865515);hip_(0.059135694);	2.6611146495270077e-06
policeman	hit	demonstrator	greenhouse	AT	3.0	1.73	in	The policeman hit the demonstrator in the greenhouse .	2.3660663828195538e-07	head_(0.43675584);face_(0.27159628);stomach_(0.029234879);back_(0.029203778);forehead_(0.027730918);	1.729431824060157e-05
deejay	mix	music	shipyard	AT	2.2	1.75	at	The deejay mixed the music at the shipyard .	4.345706656749826e-06	station_(0.12213749);club_(0.107279144);studio_(0.092184536);time_(0.08549418);end_(0.029243581);	2.3520560716860928e-06
singer	perform	music	battlefield	AT	2.2	1.44	in	The singer performed the music in the battlefield .	9.280859558202792e-06	video_(0.15557109);show_(0.10936726);film_(0.1007548);studio_(0.057601176);song_(0.042331796);	4.51781170340837e-06
surfer	wear	swimsuit	clinic	AT	2.0	0.89	at	The surfer wore the swimsuit at the clinic .	0.00016670719196554273	beach_(0.32164714);time_(0.14312835);end_(0.07757117);moment_(0.029107254);wedding_(0.01919748);	1.8133530375052942e-06
champion	hold	cup	hospital	AT	2.85	1.98	at	The champion held the cup at the hospital .	2.5853842089418322e-05	end_(0.63488376);final_(0.063833125);tournament_(0.040795345);finals_(0.03801351);time_(0.019146577);	2.6729803721536882e-06
student	read	book	grocery	AT	3.95	2.06	at	The student read the book at the grocery .	2.855446291505359e-05	library_(0.17299335);time_(0.092273764);school_(0.06908166);end_(0.06796039);table_(0.040893435);	3.82608050131239e-07
tourist	read	map	classroom	AT	1.8	0.93	in	The tourist read the map in the classroom .	0.00012208204134367406	book_(0.19734167);paper_(0.0419294);box_(0.037243914);bag_(0.035581697);notebook_(0.032487724);	5.449614945973735e-06
illusionist	perform	trick	office	AT	3.2	1.36	in	The illusionist performed the trick in the office .	0.0021173576824367046	audience_(0.06749734);dark_(0.039031547);air_(0.03184104);theater_(0.028683797);theatre_(0.026645852);	4.390607136883773e-05
farmer	use	shovel	parliament	AT	1.9	1.79	in	The farmer used the shovel in the parliament .	1.1375254871381912e-06	field_(0.113388374);yard_(0.06952385);backyard_(0.066662356);morning_(0.051701125);garden_(0.035698637);	2.2931088096811436e-05
nurse	wash	infant	airport	AT	2.8	2.06	at	The nurse washed the infant at the airport .	0.0001698684791335836	sink_(0.59855014);basin_(0.07523294);bath_(0.028592616);table_(0.023212956);stream_(0.020110091);	1.559012343932409e-05
athlete	win	cup	bank	AT	2.85	2.37	at	The athlete won the cup at the bank .	6.558408585988218e-06	event_(0.1516346);competition_(0.1458392);end_(0.11916076);final_(0.081261665);championships_(0.06136913);	6.0532597672136035e-06
singer	record	song	bakery	AT	1.55	0.97	in	The singer recorded the song in the bakery .	5.1749011618085206e-06	studio_(0.36402744);UK_(0.067246534);1980s_(0.0534211);1990s_(0.05129805);Netherlands_(0.047539182);	4.442021690920228e-06
guest	hold	drink	forest	AT	2.7	1.68	in	The guest held the drink in the forest .	1.2733215044136159e-05	air_(0.42917556);hand_(0.13817057);glass_(0.1045726);light_(0.03160728);cup_(0.019267395);	8.579422137700021e-05
horse	move	cart	school	AT	2.7	2.03	at	The horse moved the cart at the school .	0.0005136911058798432	back_(0.14844391);front_(0.070283026);gate_(0.06941731);rear_(0.058216076);end_(0.030043643);	2.908741771534551e-05
professor	open	congress	circus	AT	2.9	2.36	in	The professor opened the congress in the circus .	6.175362068461254e-05	auditorium_(0.09024875);hall_(0.06927766);library_(0.05420027);room_(0.023877144);building_(0.023208939);	0.0001535652409074828
businessman	read	report	beach	AT	2.95	1.47	at	The businessman read the report at the beach .	0.00012751403846777976	table_(0.3055814);desk_(0.15541148);door_(0.052471213);counter_(0.049286455);bar_(0.025581721);	4.073721720487811e-05
chemist	sell	drug	museum	AT	2.25	1.37	in	The chemist sold the drug in the museum .	0.000557537714485079	US_(0.09351138);market_(0.0876719);city_(0.031015156);UK_(0.030876774);USA_(0.029786617);	4.128263299207902e-06
passenger	pull	suitcase	library	AT	2.25	1.51	in	The passenger pulled the suitcase in the library .	8.664738743391354e-06	back_(0.36300805);trunk_(0.11115024);backseat_(0.09044555);door_(0.08329167);air_(0.033073746);	0.0001510238362243399
skater	ride	skateboard	savannah	AT	1.95	1.12	in	The skater rode the skateboard in the savannah .			
binman	pick	trash	lake	AT	2.95	1.66	at	The binman picked the trash at the lake .	0.0005958889960311353	curb_(0.06456118);supermarket_(0.055415034);back_(0.05443102);station_(0.045317113);door_(0.038986146);	8.302144124172628e-05
violinist	play	violin	swimming-pool	AT	1.8	1.25	at	The violinist played the violin at the swimming-pool .			
demonstrator	throw	stone	lake	AT	3.1	1.79	in	The demonstrator threw the stone in the lake .	0.0037178529892116785	air_(0.47431228);river_(0.044362538);water_(0.039217025);street_(0.03789549);face_(0.026980856);	7.989215373527259e-05
lumberjack	stack	wood	university	AT	2.7	1.71	at	The lumberjack stacked the wood at the university .	1.285591224586824e-05	table_(0.076628365);back_(0.060625196);window_(0.055625163);tree_(0.050871614);door_(0.037827436);	0.00020957604283466935
businessman	wear	tie	zoo	AT	3.05	1.69	at	The businessman wore the tie at the zoo .	5.446720024337992e-05	moment_(0.09697008);front_(0.08797791);top_(0.061145026);back_(0.04556262);bar_(0.039510023);	0.00019542714289855212
teacher	use	blackboard	pharmacy	AT	1.35	0.73	at	The teacher used the blackboard at the pharmacy .	0.00010795122216222808	school_(0.13380603);front_(0.12979493);back_(0.08398143);end_(0.055996858);library_(0.035016954);	4.719986534951204e-08
guard	open	jail	restaurant	AT	2.8	2.34	at	The guard opened the jail at the restaurant .	0.0010757815325632691	door_(0.1618866);entrance_(0.12162999);gate_(0.110406436);top_(0.03902025);end_(0.034328423);	1.989476913877297e-06
tourist	ride	camel	beach	AT	2.7	1.58	at	The tourist rode the camel at the beach .	0.0387551449239254	gate_(0.100256756);beach_(0.038755145);entrance_(0.030232145);wheel_(0.028665315);temple_(0.028209062);	3.349413236719556e-05
soldier	throw	bomb	circus	AT	1.5	0.92	in	The soldier threw the bomb in the circus .	1.566673927300144e-05	air_(0.10119743);street_(0.06540692);water_(0.04309377);river_(0.043042224);car_(0.033945385);	0.0001535652409074828
terrorist	release	hostage	lake	AT	3.3	1.82	at	The terrorist released the hostage at the lake .	0.0006449055508710444	airport_(0.314139);scene_(0.08271699);hospital_(0.06443276);hotel_(0.062654994);station_(0.03342081);	7.12815162842162e-05
porter	stack	suitcases	playground	AT	2.1	1.22	on	The porter stacked the suitcases on the playground .	1.970672565221321e-05	bed_(0.18713589);floor_(0.16462101);table_(0.10876345);ground_(0.05365579);counter_(0.046664953);	1.460059934288438e-06
cook	mix	ingredients	cinema	AT	1.95	1.75	at	The cook mixed the ingredients at the cinema .	9.915177361108363e-05	table_(0.24344452);counter_(0.043783106);kitchen_(0.03744939);bar_(0.028713908);pot_(0.026398057);	3.0218204756238265e-06
bodybuilder	lift	weight	classroom	AT	2.85	1.46	in	The bodybuilder lifted the weight in the classroom .	0.00011413900210754946	air_(0.38446847);ring_(0.023728637);middle_(0.0189546);harness_(0.017186811);cage_(0.015188368);	3.3738995171006536e-06
