SUBJECT	VERB	OBJECT	TIME	typicality	LM	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
coach	check	team	wedding	AT	before	2.15	1.39	The coach checked the team before the wedding .	0.0002282719360664487	game_(0.37661535);match_(0.0767985);break_(0.020276196);start_(0.020221874);games_(0.019170534);	4.108090649879159e-07
climber	face	wall	conference	AT	during	2.0	1.84	The climber faced the wall during the conference .	5.758099359809421e-05	ascent_(0.3485726);climb_(0.24201284);descent_(0.21227638);fall_(0.011161101);ceremony_(0.008514223);	5.063750529998856e-10
speaker	entertain	audience	hunting	AT	during	3.1	2.21	The speaker entertained the audience during the hunting .	3.2001630643208046e-06	performance_(0.13093932);speech_(0.08408278);ceremony_(0.07562448);show_(0.068405904);concert_(0.023731753);	1.0826607166336544e-08
soldier	fight	enemy	earthquake	AT	during	2.7	1.79	The soldier fought the enemy during the earthquake .	5.3926607506582513e-05	battle_(0.35579807);war_(0.12680624);fight_(0.052582618);night_(0.04535456);day_(0.02914878);	2.411585739992006e-07
footballer	chase	ball	festival	AT	during	3.7	1.95	The footballer chased the ball during the festival .	8.334875019500032e-06	match_(0.3746535);game_(0.30849266);play_(0.035685595);interval_(0.0102425385);break_(0.008035552);	5.9233111748824285e-09
cyclist	fix	bike	funeral	AT	after	2.55	1.56	The cyclist fixed the bike after the funeral .	0.0008416383643634617	race_(0.16831283);accident_(0.07184854);incident_(0.04560095);event_(0.036316916);crash_(0.027458897);	5.518563828132983e-09
passenger	buy	ticket	meeting	AT	before	4.4	2.22	The passenger bought the ticket before the meeting .	0.007512764539569616	train_(0.15707788);departure_(0.10688994);trip_(0.051572934);service_(0.035465576);stop_(0.026623052);	1.3327614567515411e-08
speleologist	examine	cave	breakfast	AT	during	2.65	1.42	The speleologist examined the cave during the breakfast .	2.0833307644352317e-05	night_(0.12850119);excavation_(0.067224875);winter_(0.041835442);1970s_(0.040199652);excavations_(0.039426748);	1.8228050180368882e-08
refugee	find	shelter	party	AT	during	2.2	1.44	The refugee found the shelter during the party .	0.00046769616892561316	night_(0.28726363);day_(0.0748385);storm_(0.059085313);winter_(0.045203663);war_(0.042069245);	3.588933736864419e-07
truck	hit	car	festival	AT	during	3.7	1.87	The truck hit the car during the festival .	3.970807301811874e-05	collision_(0.09662858);crash_(0.06969759);chase_(0.049344625);shootout_(0.048458375);attack_(0.044681855);	5.9233111748824285e-09
player	gather	balls	accident	AT	after	1.35	0.79	The player gathered the balls after the accident .	0.00013333553215488791	game_(0.20175612);match_(0.06924225);turn_(0.035443507);draw_(0.032176077);toss_(0.029519362);	1.1174314096251692e-07
student	hear	lecture	holidays	AT	during	2.25	1.18	The student heard the lecture during the holidays .	0.0001484722160967067	lecture_(0.14683592);night_(0.059776764);day_(0.053554785);interview_(0.050601706);evening_(0.046866953);	1.4487202406598954e-06
hiker	face	mountain	festival	AT	during	2.5	2.04	The hiker faced the mountain during the festival .	0.003232524497434497	night_(0.18963529);day_(0.12252419);winter_(0.07202358);ascent_(0.058559116);morning_(0.043578736);	7.146459424234308e-09
hound	fetch	bird	diving	AT	during	2.55	1.28	The hound fetched the bird during the diving .	6.280562502070097e-06	night_(0.20506944);day_(0.10653269);hunt_(0.058971856);meal_(0.04172262);battle_(0.025592094);	6.476470915117716e-09
musician	entertain	crowd	flight	AT	during	3.05	1.72	The musician entertained the crowd during the flight .	0.0010795934358611703	performance_(0.11675533);concert_(0.091625534);show_(0.06777939);ceremony_(0.06756371);night_(0.044300538);	2.534159992961804e-09
professor	deliver	lecture	walk	AT	during	3.6	1.93	The professor delivered the lecture during the walk .	0.00028929495601914823	evening_(0.07937897);day_(0.04903005);lecture_(0.04783899);night_(0.046265103);ceremony_(0.038084667);	3.586146846146221e-08
priest	celebrate	marriage	race	AT	during	2.0	1.52	The priest celebrated the marriage during the race .	0.00017281173495575786	night_(0.18957037);day_(0.13372138);evening_(0.09070867);ceremony_(0.08712028);week_(0.04114529);	1.1626680063159256e-08
soldier	carry	rifle	mass	AT	during	1.9	1.41	The soldier carried the rifle during the mass .	0.0001655136002227664	battle_(0.1802709);fight_(0.076530635);attack_(0.06438831);shootout_(0.034115426);war_(0.032882504);	8.679097049935081e-07
burglar	climb	wall	competition	AT	during	1.85	0.85	The burglar climbed the wall during the competition .	0.00014343662769533694	night_(0.4280747);day_(0.03730646);attack_(0.035157416);storm_(0.032504473);raid_(0.016749335);	8.929475114882734e-08
dealer	check	car	bombardment	AT	before	2.65	1.88	The dealer checked the car before the bombardment .	9.423206392966677e-06	door_(0.041682407);attack_(0.026498336);collision_(0.025062555);crash_(0.020596266);bar_(0.016852478);	1.7003561225692465e-08
skier	gain	speed	storm	AT	during	2.0	1.45	The skier gained the speed during the storm .	8.448155131191015e-05	descent_(0.44683436);ascent_(0.061966766);race_(0.04499021);climb_(0.03926205);turn_(0.02718682);	8.384561311913785e-08
candidate	celebrate	victory	surgery	AT	after	2.65	1.49	The candidate celebrated the victory after the surgery .	0.0002927528985310346	election_(0.2149427);vote_(0.07802547);ceremony_(0.044406597);elections_(0.032649636);victory_(0.030537965);	2.3204151489153446e-08
photographer	capture	image	surgery	AT	during	3.35	1.65	The photographer captured the image during the surgery .	0.0013380690943449736	shoot_(0.08944518);interview_(0.051761616);performance_(0.048198245);shooting_(0.03873451);filming_(0.037724774);	2.3204151489153446e-08
dog	fetch	ball	mass	AT	during	2.3	1.45	The dog fetched the ball during the mass .	0.0003505327913444489	game_(0.33636776);play_(0.07353259);match_(0.055954356);night_(0.02830903);fight_(0.019843075);	1.963717068065307e-06
student	complete	project	execution	AT	before	2.3	2.03	The student completed the project before the execution .	0.001306935679167509	exam_(0.14686652);deadline_(0.08000116);class_(0.058749154);competition_(0.054959144);test_(0.05040921);	1.4750257832929492e-06
soldier	cross	river	visit	AT	during	2.1	1.51	The soldier crossed the river during the visit .	0.00032985577126964927	battle_(0.19950768);night_(0.18171792);attack_(0.046534672);fighting_(0.03847282);war_(0.029044438);	1.6662680124568396e-08
scoutmaster	assemble	tent	robbery	AT	during	2.75	1.84	The scoutmaster assembled the tent during the robbery .	5.788745329482481e-05	night_(0.45413214);day_(0.14252189);afternoon_(0.071541525);morning_(0.068989776);evening_(0.055737745);	1.5730768154753605e-06
singer	begin	performance	battle	AT	during	2.6	1.69	The singer began the performance during the battle .	0.00038566181319765747	show_(0.08815617);evening_(0.063831285);night_(0.061150942);song_(0.05216196);bridge_(0.038290717);	1.0681637263587618e-07
mechanic	check	tire	shooting	AT	before	2.0	1.14	The mechanic checked the tire before the shooting .	0.00034803501330316067	wheel_(0.059434723);collision_(0.051027227);door_(0.038996276);engine_(0.03026962);turn_(0.028805623);	1.653212109431479e-07
waiter	cut	cake	race	AT	during	1.85	0.91	The waiter cut the cake during the race .	0.0002515674277674407	meal_(0.4521853);dinner_(0.056928925);ceremony_(0.0247165);dessert_(0.023574214);night_(0.018329473);	1.1626680063159256e-08
child	build	snowman	summer	AT	during	1.55	1.32	The child built the snowman during the summer .	0.08165856450796127	winter_(0.6906517);summer_(0.081658565);day_(0.026226247);snow_(0.018568572);night_(0.018283378);	8.022886532899065e-08
waiter	deliver	drink	battle	AT	during	2.35	2.01	The waiter delivered the drink during the battle .	0.0016729352064430714	meal_(0.20541741);night_(0.06862273);evening_(0.037950955);conversation_(0.03021435);dinner_(0.023945758);	1.0681637263587618e-07
soldier	dig	trench	holidays	AT	before	2.85	2.03	The soldier dug the trench before the holidays .	8.603069545642938e-07	fire_(0.04048417);man_(0.022117652);door_(0.019163953);wall_(0.01625394);bridge_(0.016008709);	1.4487202406598954e-06
mason	fix	roof	run	AT	after	3.7	2.35	The mason fixed the roof after the run .	0.0001952120364876464	fire_(0.3009755);war_(0.09640465);storm_(0.047591366);earthquake_(0.045127705);battle_(0.020459326);	1.4082510801927128e-07
soldier	check	rifle	party	AT	during	3.0	2.32	The soldier checked the rifle during the party .	0.0004268565389793366	exchange_(0.05904006);conversation_(0.052039254);meal_(0.04970107);silence_(0.0421015);night_(0.027143057);	3.588933736864419e-07
policeman	examine	car	dinner	AT	during	1.95	1.07	The policeman examined the car during the dinner .	0.0004875246377196163	investigation_(0.103238605);incident_(0.079931356);search_(0.055184174);attack_(0.037637327);night_(0.031107688);	6.565842980421621e-09
student	drink	beer	morning	AT	during	2.85	1.77	The student drank the beer during the morning .	0.011492704972624779	day_(0.17815611);meal_(0.051906098);game_(0.045039807);lesson_(0.044729598);night_(0.03958494);	2.4186304017348448e-06
veterinarian	examine	dog	concert	AT	before	3.55	1.53	The veterinarian examined the dog before the concert .	0.0003520680184010416	door_(0.028825449);meal_(0.027014699);surgery_(0.025280444);show_(0.013999532);incident_(0.013972629);	1.2767758050813427e-07
footballer	deliver	kick	ceremony	AT	during	3.4	1.96	The footballer delivered the kick during the ceremony .	0.0008159851422533393	match_(0.234092);game_(0.124682);kick_(0.05308003);play_(0.05001662);tackle_(0.03861691);	6.350192371940011e-09
undertaker	dig	grave	wedding	AT	before	2.3	1.95	The undertaker dug the grave before the wedding .	0.017946874722838402	fire_(0.10073772);burial_(0.05019496);attack_(0.030046588);storm_(0.02899371);murder_(0.02883224);	3.131348478291329e-07
goalkeeper	catch	ball	demonstration	AT	during	4.95	1.99	The goalkeeper caught the ball during the demonstration .	0.00016382470494136214	match_(0.20047536);game_(0.10870361);play_(0.06338613);interval_(0.04663066);break_(0.03766303);	8.22423551483098e-09
child	cut	paper	rescue	AT	during	1.75	1.13	The child cut the paper during the rescue .	0.0004742599558085203	process_(0.040675953);day_(0.03933285);play_(0.030909417);night_(0.029113099);game_(0.021432167);	2.9222476882750925e-08
surfer	flip	board	conference	AT	during	1.65	0.79	The surfer flipped the board during the conference .	0.00016947991389315575	game_(0.1357972);play_(0.055290554);break_(0.046696763);match_(0.04569859);fight_(0.035433162);	5.063750529998856e-10
waiter	carry	tray	lesson	AT	during	1.9	0.99	The waiter carried the tray during the lesson .	0.0012293120380491018	meal_(0.7295154);dinner_(0.029523488);evening_(0.015088919);night_(0.014033468);day_(0.013207209);	2.8949105512765527e-07
traveller	check	watch	exam	AT	before	2.65	1.71	The traveller checked the watch before the exam .	0.00011293880379525945	door_(0.07156202);departure_(0.023512209);meeting_(0.020150527);flight_(0.019802777);journey_(0.019389221);	2.6547178677560623e-08
demonstrator	carry	flag	lunch	AT	during	3.75	1.41	The demonstrator carried the flag during the lunch .	0.00021394676878117025	ceremony_(0.11276995);rally_(0.087900065);parade_(0.06327022);event_(0.05832495);game_(0.05097853);	8.083665403724183e-10
president	deliver	speech	diving	AT	after	3.0	1.84	The president delivered the speech after the diving .	1.1220441820114502e-06	ceremony_(0.17815329);election_(0.05031038);funeral_(0.035513584);event_(0.034183387);inauguration_(0.03015002);	2.379333619018098e-09
artist	hang	picture	storm	AT	during	1.5	0.87	The artist hung the picture during the storm .	0.0033132152166217566	night_(0.31568706);day_(0.11132629);evening_(0.05732292);summer_(0.041102715);afternoon_(0.027635904);	8.384561311913785e-08
roofer	climb	ladder	siege	AT	during	4.45	1.86	The roofer climbed the ladder during the siege .	0.0008592101512476802	night_(0.07512856);climb_(0.047779903);descent_(0.044046722);storm_(0.036136396);ascent_(0.035558175);	7.296001580670008e-10
horse	draw	carriage	conference	AT	during	1.9	1.79	The horse drew the carriage during the conference .	0.0002936120727099478	ceremony_(0.062003218);night_(0.05915548);ride_(0.034782246);battle_(0.025002517);game_(0.024467653);	2.6125079877203916e-10
photographer	examine	camera	workout	AT	before	3.8	2.46	The photographer examined the camera before the workout .			
librarian	climb	ladder	dinner	AT	during	2.0	1.82	The librarian climbed the ladder during the dinner .	0.0021687110420316458	night_(0.24794224);day_(0.11518581);afternoon_(0.02563367);evening_(0.024063617);morning_(0.022672953);	6.565842980421621e-09
mason	fix	wall	conference	AT	after	3.0	1.79	The mason fixed the wall after the conference .	0.0002837113570421934	fire_(0.13495614);fireplace_(0.023988882);storm_(0.023695694);door_(0.023337318);bell_(0.012513785);	5.063750529998856e-10
cameraman	record	video	breakfast	AT	during	2.7	1.19	The cameraman recorded the video during the breakfast .	2.960608253488317e-05	shoot_(0.090940826);interview_(0.08507132);filming_(0.05029376);performance_(0.04878359);recording_(0.04275534);	2.27661764995446e-08
fighter	kick	opponent	marriage	AT	during	1.5	1.16	The fighter kicked the opponent during the marriage .	5.020560638513416e-05	match_(0.33964145);fight_(0.25194436);bout_(0.05265476);round_(0.037486743);attack_(0.02024564);	3.089076372475574e-08
soldier	gather	ammunition	surgery	AT	before	1.65	0.65	The soldier gathered the ammunition before the surgery .	5.4514617659151554e-05	fire_(0.13183936);door_(0.036183804);soldier_(0.027741577);man_(0.023657477);rifle_(0.022239514);	2.3204151489153446e-08
traveller	check	bag	execution	AT	before	2.15	2.01	The traveller checked the bag before the execution .	0.00018761375395115465	door_(0.070526436);trip_(0.032942913);meal_(0.022967724);flight_(0.021509185);journey_(0.02035402);	1.2181488955320674e-06
patient	report	symptom	inventory	AT	during	1.9	1.18	The patient reported the symptom during the inventory .	3.0393262932193466e-05	procedure_(0.10220861);examination_(0.04594863);operation_(0.039876);morning_(0.034564443);day_(0.030766275);	4.508905249167583e-08
mother	push	stroller	bombardment	AT	during	1.5	0.59	The mother pushed the stroller during the bombardment .	6.385081360349432e-05	night_(0.05176007);meal_(0.048301257);day_(0.035037916);argument_(0.03431454);conversation_(0.0325587);	2.0626119479061344e-08
child	open	present	demonstration	AT	during	2.2	1.33	The child opened the present during the demonstration .	0.001330779166892171	night_(0.04538621);ceremony_(0.039324705);day_(0.033732124);dream_(0.029445149);process_(0.026852947);	8.22423551483098e-09
soldier	hear	command	mass	AT	during	1.65	0.65	The soldier heard the command during the mass .	0.00021374407515395433	battle_(0.060965013);fight_(0.051218756);silence_(0.050343573);exchange_(0.035532337);struggle_(0.033565138);	8.679097049935081e-07
teacher	use	blackboard	assault	AT	during	1.4	0.58	The teacher used the blackboard during the assault .	0.00011519943655002862	lesson_(0.122111134);game_(0.051822003);day_(0.05128116);lessons_(0.03216474);lecture_(0.024609782);	1.113917846851109e-08
businessman	read	report	funeral	AT	before	1.8	0.75	The businessman read the report before the funeral .	0.0012733138864859939	meeting_(0.050080247);door_(0.04468555);crowd_(0.035943776);table_(0.035532877);courtroom_(0.029463299);	5.518563828132983e-09
businessman	tie	necktie	workout	AT	before	1.7	0.95	The businessman tied the necktie before the workout .			
refugee	find	shelter	party	AT	during	1.7	0.71	The refugee found the shelter during the party .	0.0004676964017562568	night_(0.28726363);day_(0.0748385);storm_(0.059085086);winter_(0.045203622);war_(0.042069364);	3.588933736864419e-07
waiter	clear	table	race	AT	after	1.9	0.89	The waiter cleared the table after the race .	9.663208766141906e-05	meal_(0.098732576);wine_(0.03250965);food_(0.030417822);dessert_(0.023442904);dinner_(0.02046771);	1.1626680063159256e-08
doctor	sew	wound	dinner	AT	after	2.3	1.27	The doctor sewed the wound after the dinner .	0.0005514735239557922	surgery_(0.22592223);procedure_(0.071095824);operation_(0.034791715);accident_(0.033860408);battle_(0.033674337);	5.822732518367957e-09
surgeon	examine	patient	parade	AT	before	2.0	1.67	The surgeon examined the patient before the parade .	0.0004397144657559693	surgery_(0.22485274);procedure_(0.108370386);examination_(0.04353473);ceremony_(0.028077189);attack_(0.02147915);	1.393197912591404e-08
violinist	wear	tuxedo	run	AT	during	1.4	0.58	The violinist wore the tuxedo during the run .	0.0020350210834294558	performance_(0.34161216);concert_(0.16672029);show_(0.07254466);performances_(0.022638122);concerts_(0.021010287);	2.9999279149706126e-07
chemist	mix	substance	storm	AT	during	2.85	1.53	The chemist mixed the substance during the storm .	0.0016428622184321284	night_(0.07407665);day_(0.04399079);process_(0.039646856);operation_(0.03944238);procedure_(0.032798793);	8.384561311913785e-08
swimmer	wear	goggles	dinner	AT	during	1.4	0.49	The swimmer wore the goggles during the dinner .	1.8990584067068994e-05	race_(0.2881894);competition_(0.2003863);swim_(0.039575685);event_(0.034266267);contest_(0.025156485);	5.822732518367957e-09
witness	explain	circumstances	massage	AT	during	1.9	1.37	The witness explained the circumstances during the massage .	0.00015217688633129	interview_(0.111398675);trial_(0.107175);interrogation_(0.06560817);attack_(0.032428972);incident_(0.028615057);	3.0402436124177257e-09
