SUBJECT	VERB	OBJECT	INSTRUMENT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
cyclist	fix	bike	spoon	AT	2.7	2.26	The cyclist fixed the bike with the spoon .	7.708279736107215e-05	help_(0.057836704);handle_(0.037047062);bike_(0.025618518);same_(0.014761283);wheel_(0.013601844);	2.7340917085894034e-07
pyromaniac	start	fire	stone	AT	3.2	2.11	The pyromaniac started the fire with the stone .	0.0006909130606800318	intention_(0.06898866);help_(0.05464785);intent_(0.05120547);fire_(0.015330629);aid_(0.013201922);	5.22925211043912e-06
hairstylist	fix	hair	screwdriver	AT	1.5	1.32	The hairstylist fixed the hair with the screwdriver .			
guard	tie	prisoner	necklace	AT	1.4	0.92	The guard tied the prisoner with the necklace .	0.00040115031879395247	rope_(0.2594089);chains_(0.028418513);chain_(0.028227277);ropes_(0.018090662);strap_(0.015955577);	2.3338030175068525e-08
journalist	write	article	chisel	AT	1.35	0.73	The journalist wrote the article with the chisel .			
child	draw	flower	scalpel	AT	1.05	0.22	The child drew the flower with the scalpel .			
teacher	explain	exercise	foot	AT	2.05	1.56	The teacher explained the exercise with the foot .	3.850848224828951e-05	students_(0.16022901);help_(0.07828325);student_(0.03709566);class_(0.018744882);following_(0.017014107);	1.5889263238477724e-07
painter	decorate	wall	scalpel	AT	1.75	1.37	The painter decorated the wall with the scalpel .			
confectioner	spread	icing	hose	AT	1.3	0.71	The confectioner spread the icing with the hose .	3.211686998838559e-05	help_(0.15960045);same_(0.021261133);icing_(0.015885387);intention_(0.014568246);aid_(0.013375103);	1.576016984472517e-05
mother	decorate	house	garbage	AT	1.15	0.36	The mother decorated the house with the garbage .	4.650540722650476e-05	"words_(0.02449031);same_(0.013810856);names_(0.011241347);""_(0.011087264);most_(0.009953508);"	1.562940443733396e-09
mechanic	fix	tire	pencil	AT	1.5	0.87	The mechanic fixed the tire with the pencil .	3.8213351217564195e-05	tire_(0.039861213);help_(0.037054807);same_(0.031450406);wheel_(0.01344188);car_(0.011378596);	8.759563741023157e-08
musician	touch	instrument	club	AT	1.65	1.35	The musician touched the instrument with the club .	0.0011584380408748984	tip_(0.06686959);hand_(0.03375548);same_(0.033686537);left_(0.020685857);right_(0.0183022);	3.166017222611117e-06
carpenter	fix	chair	trowel	AT	2.3	1.71	The carpenter fixed the chair with the trowel .			
astronaut	reach	moon	dirigible	AT	1.7	1.52	The astronaut reached the moon with the dirigible .			
policeman	examine	car	telescope	AT	1.8	0.81	The policeman examined the car with the telescope .	4.0509494283469394e-05	gun_(0.023079624);license_(0.01952893);driver_(0.0174908);blood_(0.017121773);bullet_(0.015480512);	2.0855525235674577e-06
mother	prepare	food	bonfire	AT	2.5	1.6	The mother prepared the food with the bonfire .			
cook	flip	pancake	shovel	AT	1.15	0.48	The cook flipped the pancake with the shovel .	9.134816355071962e-05	panc_(0.019449843);help_(0.017057639);knife_(0.016401919);pan_(0.01500092);spat_(0.014575374);	8.286134445256721e-09
dog	carry	ball	basket	AT	1.5	0.59	The dog carried the ball with the basket .	0.0007225489243865013	ball_(0.12552828);goal_(0.012568586);help_(0.011225138);same_(0.008412501);rest_(0.007535109);	3.226518785481858e-08
waiter	bring	glass	backpack	AT	1.2	0.4	The waiter brought the glass with the backpack .	1.12158622869174e-05	wine_(0.015192143);ice_(0.011764145);red_(0.010345608);glass_(0.0091990465);white_(0.008654241);	6.573980613211461e-07
mother	prepare	food	kiln	AT	2.65	1.88	The mother prepared the food with the kiln .			
guard	tie	prisoner	headphones	AT	1.5	1.32	The guard tied the prisoner with the headphones .	0.00011745430674636737	rope_(0.2594089);chains_(0.028418513);chain_(0.028227277);ropes_(0.018090662);strap_(0.015955577);	2.2769681606860104e-07
singer	perform	music	megaphone	AT	3.35	1.77	The singer performed the music with the megaphone .			
waiter	mix	drink	drill	AT	1.2	0.51	The waiter mixed the drink with the drill .	1.08659264697053e-06	chicken_(0.027832404);rest_(0.021244327);meat_(0.018791586);sauce_(0.018686077);other_(0.017785816);	0.00010069580457638949
firefighter	fight	fire	bottle	AT	1.65	0.73	The firefighter fought the fire with the bottle .	0.00025824434123933315	help_(0.4265588);aid_(0.14118454);assistance_(0.056585543);fire_(0.012221341);hose_(0.007043874);	4.3058605569967767e-07
skier	gain	speed	oar	AT	1.85	1.8	The skier gained the speed with the oar .			
goalkeeper	grab	ball	mouth	AT	1.3	0.46	The goalkeeper grabbed the ball with the mouth .	0.000763865071348846	ball_(0.07349109);back_(0.055944487);outside_(0.039824937);help_(0.026799692);goalkeeper_(0.023957197);	4.378174708108418e-06
tailor	sew	dress	scalpel	AT	1.5	0.92	The tailor sewed the dress with the scalpel .			
student	send	email	television	AT	1.6	0.8	The student sent the email with the television .	1.4746447050129063e-05	link_(0.06960749);photo_(0.045164365);question_(0.025459893);following_(0.021214513);photos_(0.014560276);	1.0430777592773666e-06
spectator	watch	game	magnifier	AT	3.25	2.07	The spectator watched the game with the magnifier .			
butcher	cut	meat	razor	AT	1.65	1.24	The butcher cut the meat with the razor .	0.0013140511000528932	knife_(0.17989218);meat_(0.05578543);blade_(0.03879208);sharp_(0.02974065);same_(0.018102588);	1.6455999229947338e-07
sweeper	clean	street	sponge	AT	1.65	0.85	The sweeper cleaned the street with the sponge .	8.130208152579144e-05	help_(0.0901882);same_(0.022043638);speed_(0.011775458);aid_(0.010991436);power_(0.009670352);	2.2518559461559562e-08
footballer	hit	ball	bat	AT	1.75	1.51	The footballer hit the ball with the bat .	0.00664099445566535	force_(0.0620056);same_(0.04864574);ball_(0.03612508);intent_(0.028647143);intention_(0.027573029);	2.348230373172555e-05
porter	carry	bag	sled	AT	1.85	1.06	The porter carried the bag with the sled .	2.1766245481558144e-05	two_(0.012864402);money_(0.010104551);contents_(0.00967654);bag_(0.0086875055);three_(0.00790373);	1.5263909025620137e-09
surfer	catch	wave	lifesaver	AT	2.15	1.42	The surfer caught the wave with the lifesaver .			
chauffeur	carry	passenger	barrow	AT	1.35	0.65	The chauffeur carried the passenger with the barrow .			
dog	dig	hole	tail	AT	1.5	0.81	The dog dug the hole with the tail .	0.002106371568515897	help_(0.042955168);shovel_(0.03573901);hole_(0.028354833);rope_(0.011272665);stick_(0.011206723);	1.1372836006273701e-08
volunteer	bring	food	raft	AT	2.95	1.53	The volunteer brought the food with the raft .	1.1108109902124852e-05	help_(0.024887158);sign_(0.012859283);message_(0.011553312);same_(0.007392131);aid_(0.007060458);	2.083052397239271e-09
waiter	clear	table	vacuum	AT	1.8	1.17	The waiter cleared the table with the vacuum .	9.278287325287238e-05	help_(0.07508726);knife_(0.02457052);tip_(0.020932266);fork_(0.017457835);table_(0.0165823);	2.1324772205844056e-06
demonstrator	throw	stone	catapult	AT	2.7	1.79	The demonstrator threw the stone with the catapult .	2.80001295323018e-05	intention_(0.23090035);intent_(0.111995675);aim_(0.039645504);help_(0.032884587);force_(0.0151399765);	1.0672986405779739e-07
musician	entertain	crowd	flag	AT	2.45	1.16	The musician entertained the crowd with the flag .	5.778735066996887e-05	"song_(0.036804166);lyrics_(0.016260756);following_(0.015528913);""_(0.014635107);first_(0.012341308);"	1.733015551508288e-06
deejay	mix	music	phone	AT	3.1	1.7	The deejay mixed the music with the phone .	0.0005220115999691188	lyrics_(0.035307635);sound_(0.017172026);video_(0.014498739);words_(0.012311681);dance_(0.011338938);	3.664904579636641e-05
mover	move	furniture	bicycle	AT	1.85	1.24	The mover moved the furniture with the bicycle .	0.00042448873864486814	help_(0.13328698);power_(0.02998687);force_(0.028871993);aid_(0.01977208);same_(0.017296905);	7.184987538266796e-08
farmer	plow	field	helicopter	AT	1.15	0.36	The farmer plowed the field with the helicopter .	0.00017601590661797673	tractor_(0.11652925);help_(0.030395225);pl_(0.013912126);same_(0.013680356);shovel_(0.013251971);	3.8325429159158375e-06
policeman	capture	thief	saber	AT	1.9	1.09	The policeman captured the thief with the saber .			
crew	load	container	catapult	AT	1.7	0.95	The crew loaded the container with the catapult .	3.343076605233364e-05	cargo_(0.028613986);goods_(0.014180196);first_(0.014159224);contents_(0.009561113);food_(0.008768418);	1.1919484421696325e-07
sailor	face	ocean	inflatable	AT	2.75	1.44	The sailor faced the ocean with the inflatable .			
barber	cut	hair	laser	AT	1.35	0.91	The barber cut the hair with the laser .	0.0005445053102448583	same_(0.054513354);scissors_(0.05080273);blade_(0.024605986);best_(0.023371607);most_(0.020491421);	6.071311509003863e-05
businessman	read	report	telescope	AT	1.0	0.0	The businessman read the report with the telescope .	1.1724694559234194e-05	same_(0.023169037);help_(0.01737957);understanding_(0.014033446);intention_(0.012180661);words_(0.008413386);	2.0855525235674577e-06
receiver	catch	baseball	pincers	AT	1.15	0.48	The receiver caught the baseball with the pincers .			
guest	hang	coat	glue	AT	1.2	0.4	The guest hung the coat with the glue .	4.148724110564217e-05	same_(0.022763973);words_(0.017618572);other_(0.016672913);help_(0.013483504);rest_(0.0132961515);	6.00311693688127e-08
soldier	dig	trench	spoon	AT	1.4	0.73	The soldier dug the trench with the spoon .	0.0005680572940036654	help_(0.06095813);shovel_(0.032499593);aid_(0.028792383);other_(0.013895178);intention_(0.0114296);	2.7340917085894034e-07
pyromaniac	start	fire	magnifier	AT	4.6	1.69	The pyromaniac started the fire with the magnifier .			
