SUBJECT	VERB	OBJECT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
artist	hang	picture	T	5.5	1.63	The artist hung the picture .	0.12107069790363312	painting_(0.23591708);picture_(0.1210707);portrait_(0.07436059);paintings_(0.055880457);piece_(0.038228113);	8.923787504500069e-07
roofer	climb	ladder	T	6.6	1.02	The roofer climbed the ladder .	0.23074612021446228	ladder_(0.23074612);stairs_(0.20315246);steps_(0.13035613);wall_(0.10973351);roof_(0.020069024);	4.446289040060947e-06
child	cut	paper	T	5.35	1.53	The child cut the paper .	0.0039550550282001495	cord_(0.096035145);rope_(0.06297568);tape_(0.051130794);line_(0.043293614);power_(0.03606962);	6.435484465328045e-06
mason	build	house	T	6.45	0.74	The mason built the house .	0.06607452780008316	church_(0.39626992);chapel_(0.07664114);house_(0.06607453);tower_(0.025941301);building_(0.024638994);	2.938027319032699e-05
guide	describe	monument	T	5.9	1.58	The guide described the monument .	0.0004697535769082606	route_(0.033732433);area_(0.029636456);site_(0.02289084);terrain_(0.017162556);situation_(0.014539726);	1.0764224498416297e-06
child	grab	frisbee	T	4.95	1.47	The child grabbed the frisbee .			
tourist	visit	museum	T	5.95	1.32	The tourist visited the museum .	0.037156373262405396	temple_(0.057397123);village_(0.057244282);museum_(0.037156373);place_(0.031899564);house_(0.025132775);	1.5215150597214233e-06
mechanic	assemble	bicycle	T	4.5	2.09	The mechanic assembled the bicycle .	0.0010030698031187057	equipment_(0.05598429);car_(0.045404352);vehicle_(0.042932257);tools_(0.03707828);machine_(0.033240557);	1.3608902918349486e-05
cyclist	complete	race	T	6.25	1.22	The cyclist completed the race .	0.08976829797029495	course_(0.45825183);race_(0.0897683);climb_(0.084500335);stage_(0.062546924);circuit_(0.048037365);	0.002184060402214527
child	eat	candy	T	6.35	0.73	The child ate the candy .	0.0072286478243768215	apple_(0.06742337);bread_(0.03968574);meat_(0.03900238);fruit_(0.029947773);fish_(0.021288935);	9.307321420237713e-07
chemist	mix	substance	T	6.85	0.36	The chemist mixed the substance .	0.002861982909962535	two_(0.24087813);drinks_(0.17215607);drink_(0.04649067);ingredients_(0.043786876);mixture_(0.023212602);	3.3261923817917705e-05
assistant	help	cook	T	5.25	1.34	The assistant helped the cook .	0.013456996530294418	man_(0.06482831);boy_(0.031502664);patient_(0.024691697);girl_(0.021233438);photographer_(0.018952718);	9.327260386271519e-07
singer	record	song	T	6.8	0.51	The singer recorded the song .	0.6752963066101074	song_(0.6752963);album_(0.035151027);songs_(0.02274936);single_(0.020590845);track_(0.017315798);	1.353922561975196e-05
butcher	use	knife	T	6.35	1.42	The butcher used the knife .	0.24541474878787994	knife_(0.24541475);axe_(0.021440156);knives_(0.018110309);gun_(0.015866835);shotgun_(0.01215958);	0.0002024059504037723
doctor	help	woman	T	6.1	1.22	The doctor helped the woman .	0.07204544544219971	boy_(0.09652724);man_(0.09134188);girl_(0.08554857);woman_(0.072045445);nurse_(0.05193987);	0.00011302412167424336
sailor	mop	deck	T	4.6	2.37	The sailor mopped the deck .	0.07979761064052582	floor_(0.21569327);deck_(0.07979761);mess_(0.07460895);table_(0.046767075);dishes_(0.019176994);	5.5121752666309476e-05
soldier	fight	enemy	T	5.95	1.43	The soldier fought the enemy .	0.00941053219139576	man_(0.060224533);beast_(0.040557966);creature_(0.030775087);other_(0.022006279);woman_(0.021152113);	3.2082205052574864e-06
veterinarian	examine	dog	T	6.85	0.36	The veterinarian examined the dog .	0.0634671300649643	animal_(0.092599176);dog_(0.06346713);horse_(0.041214142);body_(0.03394725);bird_(0.026467461);	3.052463216590695e-05
horse	draw	carriage	T	4.05	2.65	The horse drew the carriage .	0.0039972043596208096	attention_(0.105288215);sword_(0.05949051);line_(0.042649884);blade_(0.036930855);gun_(0.03034774);	2.8204958653077483e-05
swimmer	wear	goggles	T	6.2	1.4	The swimmer wore the goggles .			
archer	release	arrow	T	6.6	0.92	The archer released the arrow .	0.47534823417663574	arrow_(0.47534823);bolt_(0.0677396);bow_(0.050738152);trigger_(0.023750803);reins_(0.023583665);	1.8900151189882308e-05
mechanic	check	tire	T	6.7	0.56	The mechanic checked the tire .	0.008458077907562256	engine_(0.028074143);controls_(0.024046041);gauge_(0.02262817);car_(0.015297748);meter_(0.011513417);	7.026968660284183e-07
scoutmaster	assemble	tent	T	4.7	2.24	The scoutmaster assembled the tent .	0.00209761131554842	party_(0.06538911);men_(0.056814406);troops_(0.05428346);group_(0.05281875);troop_(0.041259516);	5.746251190430485e-05
policeman	fight	crime	T	6.4	0.86	The policeman fought the crime .	0.00030668487306684256	man_(0.07614645);creature_(0.019059539);woman_(0.019007806);other_(0.018555215);crowd_(0.015758745);	5.789420811197488e-06
painter	sign	paint	T	5.9	1.87	The painter signed the paint .	0.00042155213304795325	painting_(0.2698254);work_(0.25807565);picture_(0.035980903);canvas_(0.026364993);paintings_(0.02331745);	2.813539140333887e-06
actor	win	award	T	5.8	1.03	The actor won the award .	0.5731717944145203	award_(0.5731718);competition_(0.08048146);prize_(0.057455666);contest_(0.030120337);title_(0.022986202);	2.364001193200238e-05
housemaid	wash	floor	T	6.8	0.51	The housemaid washed the floor .	0.0030573196709156036	dishes_(0.772278);clothes_(0.013733642);dish_(0.012123526);windows_(0.00891004);plates_(0.006960462);	8.248584890679922e-06
carver	build	sculpture	T	6.05	1.77	The carver built the sculpture .	0.008821900002658367	altar_(0.06771234);house_(0.037994955);statue_(0.02806348);monument_(0.025701953);door_(0.013939197);	4.5217420847620815e-06
guard	open	jail	T	6.5	0.81	The guard opened the jail .	2.7573954866966233e-05	door_(0.80493474);gate_(0.08202601);doors_(0.016127175);window_(0.010277389);cage_(0.0074754693);	4.281485871615587e-06
secretary	write	note	T	6.45	0.86	The secretary wrote the note .	0.010895992629230022	letter_(0.11214398);reply_(0.04152063);contract_(0.032978352);check_(0.032954175);letters_(0.03274453);	4.097518285561819e-06
cook	buy	food	T	5.1	2.17	The cook bought the food .	0.060877133160829544	food_(0.060877133);bread_(0.04888015);chicken_(0.031272702);fish_(0.027261535);meat_(0.019498907);	9.602364343663794e-07
student	begin	trip	T	3.5	1.8	The student began the trip .	0.0017477941000834107	process_(0.06185018);lesson_(0.02750116);ritual_(0.021031788);search_(0.017898794);ceremony_(0.017668433);	6.355724963214016e-06
cook	check	grocery	T	6.2	1.21	The cook checked the grocery .	2.6397770852781832e-05	oven_(0.03340712);food_(0.03229781);table_(0.021224733);clock_(0.020684635);room_(0.019114625);	7.47991606431242e-08
cook	mix	ingredient	T	6.15	1.59	The cook mixed the ingredient .	5.061113915871829e-05	drinks_(0.27365905);two_(0.053500928);ingredients_(0.048331846);food_(0.032832462);dishes_(0.030494638);	2.449970395446144e-07
surfer	ride	wave	T	6.2	1.44	The surfer rode the wave .	0.3333202600479126	waves_(0.36614108);wave_(0.33332026);water_(0.041710414);wind_(0.021706996);bike_(0.019466544);	1.0667456081137061e-05
spectator	hear	speech	T	4.4	1.83	The spectator heard the speech .	0.0013389933155849576	shot_(0.04925494);scream_(0.031121217);commotion_(0.02629908);noise_(0.025357315);words_(0.02326612);	3.175535312038846e-05
tourist	ride	camel	T	4.55	1.47	The tourist rode the camel .			
illustrator	draw	picture	T	6.3	1.65	The illustrator drew the picture .	0.022753402590751648	illustrations_(0.10610443);book_(0.04652055);cartoon_(0.030879917);pictures_(0.028858779);cartoons_(0.026660677);	8.923787504500069e-07
student	pass	exam	T	6.35	0.91	The student passed the exam .	0.1232263445854187	test_(0.7321757);exam_(0.123226345);tests_(0.029387971);examination_(0.024171235);exams_(0.012642238);	1.9585806512623094e-05
cook	clean	fish	T	6.1	0.77	The cook cleaned the fish .	0.00914120115339756	dishes_(0.40243098);house_(0.090493664);kitchen_(0.08094536);table_(0.039550688);food_(0.027992649);	8.957355817074131e-07
gardener	cut	grass	T	6.5	0.74	The gardener cut the grass .	0.38686254620552063	grass_(0.38686255);tree_(0.079283066);bushes_(0.05755081);weeds_(0.053977434);flowers_(0.036661252);	4.205664936307585e-06
carpenter	fix	chair	T	5.55	1.43	The carpenter fixed the chair .	0.002831005025655031	roof_(0.050015453);door_(0.04990363);floor_(0.030958546);window_(0.028664514);damage_(0.02071979);	3.678041321109049e-05
businessman	tie	necktie	T	6.5	0.67	The businessman tied the necktie .			
lumberjack	stack	wood	T	6.75	0.54	The lumberjack stacked the wood .	0.19468246400356293	logs_(0.21862786);wood_(0.19468246);lumber_(0.15542874);boards_(0.035131633);barrels_(0.021457523);	8.196560520445928e-05
truck	plow	snow	T	4.65	1.85	The truck plowed the snow .	0.03581252321600914	ground_(0.09195948);road_(0.079743996);dirt_(0.0492011);pavement_(0.03920664);snow_(0.035812523);	3.9260353332792874e-06
soldier	gather	ammunition	T	6.25	1.34	The soldier gathered the ammunition .	0.0022042589262127876	weapons_(0.04576024);others_(0.044892836);papers_(0.044216316);food_(0.021536984);money_(0.018764855);	1.2841757779824547e-05
nurse	push	wheelchair	T	5.9	1.37	The nurse pushed the wheelchair .	0.007203471381217241	button_(0.84724224);buttons_(0.037954614);door_(0.0107056005);wheelchair_(0.0072034714);lever_(0.0058035012);	2.2677622837363742e-05
teenager	hear	music	T	6.4	1.16	The teenager heard the music .	0.005050367675721645	commotion_(0.04890815);noise_(0.03387032);scream_(0.02803298);gunshot_(0.026287701);question_(0.024831982);	8.157710544764996e-05
footballer	hit	ball	T	6.05	1.77	The footballer hit the ball .	0.01879805140197277	ground_(0.36295632);floor_(0.13779566);wall_(0.12950076);pavement_(0.025163112);ball_(0.018798051);	3.963416747865267e-05
soldier	use	knife	T	5.05	1.6	The soldier used the knife .	0.10203554481267929	knife_(0.102035545);gun_(0.05203857);pistol_(0.03236209);key_(0.026857557);phone_(0.025892042);	0.0002024059504037723
sailor	face	ocean	T	6.75	0.43	The sailor faced the ocean .	0.0034278561361134052	man_(0.04208688);captain_(0.039225433);boy_(0.03754547);door_(0.034274068);crowd_(0.02953074);	2.1891342839808203e-05
horse	move	cart	T	4.3	2.05	The horse moved the cart .	0.016784362494945526	reins_(0.04119303);stone_(0.020347891);ball_(0.017104512);cart_(0.016784362);boy_(0.015715523);	1.0568132893240545e-05
illusionist	perform	trick	T	5.05	2.58	The illusionist performed the trick .	0.1423652321100235	act_(0.3046666);trick_(0.14236523);illusion_(0.058442738);dance_(0.039830428);task_(0.034525078);	1.2688326023635454e-05
monkey	grab	banana	T	6.15	1.42	The monkey grabbed the banana .	0.0008126655593514442	gun_(0.03564981);rope_(0.024968099);knife_(0.022558603);ball_(0.021706712);bag_(0.021000717);	1.4097349776420742e-05
pilot	start	race	T	2.95	1.99	The pilot started the race .	0.00011044082202715799	engine_(0.6362827);engines_(0.2211213);descent_(0.02364999);ignition_(0.015798735);motor_(0.010016539);	0.002184060402214527
singer	begin	performance	T	6.5	1.02	The singer began the performance .	0.008135171607136726	song_(0.37714952);chorus_(0.10419228);melody_(0.050106604);music_(0.038660347);chant_(0.019866982);	4.033396180602722e-06
fisherman	check	net	T	6.15	1.77	The fisherman checked the net .	0.0037792043294757605	water_(0.06443583);fish_(0.027211634);boat_(0.02436959);sky_(0.013428883);bag_(0.013018711);	0.00015147934027481824
cobbler	fix	shoe	T	6.25	1.18	The cobbler fixed the shoe .	0.0009397719404660165	table_(0.0155661935);price_(0.014117393);bread_(0.01378028);knot_(0.010440173);dough_(0.009607525);	1.6477328244945966e-05
policeman	hit	demonstrator	T	4.75	1.79	The policeman hit the demonstrator .			
speleologist	examine	cave	T	6.0	1.76	The speleologist examined the cave .	0.02886524796485901	rock_(0.06991712);rocks_(0.035989974);cave_(0.028865248);site_(0.028235603);scene_(0.022793388);	1.5947956853779033e-05
burglar	climb	wall	T	6.05	1.43	The burglar climbed the wall .	0.08361808955669403	stairs_(0.55766845);steps_(0.102494895);wall_(0.08361809);ladder_(0.06910137);staircase_(0.056577206);	8.284716386697255e-06
fisherman	catch	fish	T	6.45	1.12	The fisherman caught the fish .	0.4654369354248047	fish_(0.46543694);bird_(0.051268395);trout_(0.02858176);whale_(0.018844157);salmon_(0.011655831);	6.680729711661115e-07
student	wear	jeans	T	5.6	1.24	The student wore the jeans .	0.004512168932706118	uniform_(0.14669861);suit_(0.051571496);hat_(0.04463196);dress_(0.032938745);tie_(0.02877479);	3.172528522554785e-06
librarian	stack	book	T	6.5	0.67	The librarian stacked the book .	0.0015325532294809818	books_(0.48367473);boxes_(0.083612666);papers_(0.05365422);plates_(0.048712876);stacks_(0.04816432);	2.873794801416807e-05
cyclist	fix	bike	T	6.1	0.89	The cyclist fixed the bike .	0.031872957944869995	bicycle_(0.07508236);bike_(0.031872958);car_(0.026130214);clock_(0.02366073);problem_(0.022664165);	2.8816202757298015e-05
nurse	wash	infant	T	6.45	0.8	The nurse washed the infant .	0.007696586661040783	baby_(0.108558275);hands_(0.053556364);dishes_(0.049446445);boy_(0.033322632);sheets_(0.027360646);	1.962429450941272e-06
child	enjoy	ride	T	6.7	0.56	The child enjoyed the ride .	0.010190681554377079	attention_(0.12323466);moment_(0.034687113);game_(0.025114454);view_(0.025045427);feeling_(0.022817804);	4.699970304500312e-06
mason	fix	roof	T	4.15	2.2	The mason fixed the roof .	0.023581525310873985	stone_(0.05494746);floor_(0.02536405);roof_(0.023581525);stones_(0.022856783);door_(0.019525845);	1.9245309886173345e-05
dog	eat	bone	T	6.25	1.34	The dog ate the bone .	0.004478043876588345	dog_(0.048436474);cat_(0.043563176);rabbit_(0.03281194);chicken_(0.019925587);fish_(0.019805683);	7.962431482155807e-06
binman	pick	trash	T	5.35	2.17	The binman picked the trash .	0.00026695700944401324	lock_(0.42185318);locks_(0.029801581);ticket_(0.010711833);bottle_(0.010657878);door_(0.009123654);	1.4715816405441728e-06
businessman	wear	tie	T	6.55	1.12	The businessman wore the tie .	0.030475370585918427	suit_(0.1574051);hat_(0.04960369);shirt_(0.04137715);uniform_(0.039964486);black_(0.035641145);	3.8067184505052865e-05
farmer	pick	vegetable	T	5.8	1.57	The farmer picked the vegetable .	0.0030050005298107862	apples_(0.03944232);flowers_(0.038710658);fruit_(0.03156418);sheep_(0.030633077);meat_(0.027421968);	2.3754103040118935e-07
child	climb	tree	T	5.2	1.21	The child climbed the tree .	0.06534094363451004	stairs_(0.2183595);ladder_(0.15607087);steps_(0.14562964);wall_(0.077444665);tree_(0.06534094);	2.5937142709153704e-05
mother	hang	laundry	T	5.8	1.96	The mother hung the laundry .	0.004237012006342411	baby_(0.044209097);coat_(0.03292103);body_(0.027081236);house_(0.023360454);man_(0.022442251);	8.175295988621656e-06
woman	open	bag	T	6.45	0.8	The woman opened the bag .	0.0042870789766311646	door_(0.8335342);gate_(0.020694248);window_(0.015392172);doors_(0.012682224);trunk_(0.009140614);	0.0001857242314144969
cat	drink	milk	T	5.6	1.53	The cat drank the milk .	0.09950697422027588	water_(0.20747957);tea_(0.11169906);milk_(0.099506974);wine_(0.06485171);blood_(0.05017253);	1.8678321112020058e-07
coach	check	team	T	6.95	0.22	The coach checked the team .	0.0011759139597415924	clock_(0.06157404);time_(0.05516304);watch_(0.020043062);window_(0.0123664625);door_(0.011885295);	9.178212349070236e-05
footballer	deliver	kick	T	5.9	1.81	The footballer delivered the kick .	0.0023215431720018387	signal_(0.06750064);message_(0.06728681);ball_(0.053220738);shot_(0.028761817);speech_(0.027721342);	1.0974367796734441e-05
surfer	wear	swimsuit	T	6.25	1.18	The surfer wore the swimsuit .			
hairstylist	wash	hair	T	6.15	0.96	The hairstylist washed the hair .	0.37616515159606934	hair_(0.37616515);brushes_(0.045633707);nails_(0.03155891);cuts_(0.026872968);clothes_(0.018732645);	0.00039349490543827415
student	read	book	T	6.6	0.8	The student read the book .	0.03675311431288719	note_(0.13021712);letter_(0.09388772);paper_(0.045070678);text_(0.038836535);book_(0.036753114);	2.873794801416807e-05
child	cross	park	T	5.55	1.86	The child crossed the park .	0.0005305840750224888	room_(0.3469367);threshold_(0.17666389);street_(0.12259261);road_(0.045130927);floor_(0.041094918);	2.767423893601517e-06
student	hear	lecture	T	6.75	0.54	The student heard the lecture .	0.006763343699276447	voice_(0.07891202);words_(0.03138101);conversation_(0.02753902);music_(0.027317181);song_(0.025628513);	8.065268843893136e-07
doctor	sew	wound	T	5.65	1.42	The doctor sewed the wound .	0.6652609705924988	wound_(0.665261);wounds_(0.10007997);bandage_(0.03443377);cut_(0.019059509);hole_(0.011909269);	0.000141247728606686
author	sign	book	T	6.15	1.35	The author signed the book .	0.28770995140075684	book_(0.28770995);document_(0.055727955);work_(0.047279827);letter_(0.04180735);manuscript_(0.027474623);	2.873794801416807e-05
passenger	pull	suitcase	T	5.6	1.59	The passenger pulled the suitcase .	1.579494528414216e-05	trigger_(0.6956541);lever_(0.08895426);wheel_(0.044313807);handle_(0.016429465);chain_(0.010679922);	2.879329440474976e-05
waiter	clear	table	T	6.25	1.41	The waiter cleared the table .	0.8519204258918762	table_(0.8519204);dishes_(0.061087187);plates_(0.038691908);plate_(0.010825195);glass_(0.009593912);	6.616516657231841e-06
nanny	watch	child	T	6.35	1.39	The nanny watched the child .	0.017275042831897736	kids_(0.103567265);children_(0.07746835);baby_(0.05521781);boy_(0.034986053);boys_(0.026065141);	3.4283533750567585e-05
boxer	deliver	punch	T	6.15	1.65	The boxer delivered the punch .	0.1983971744775772	blow_(0.38406602);punch_(0.19839717);blows_(0.023723654);shot_(0.02358501);ball_(0.017203355);	0.00012674101162701845
speaker	entertain	audience	T	5.9	1.45	The speaker entertained the audience .	0.34835028648376465	audience_(0.3483503);guests_(0.12480752);crowd_(0.11730889);public_(0.0323012);people_(0.030656008);	5.4993412049952894e-05
baker	gather	bread	T	6.3	1.14	The baker gathered the bread .	0.10730786621570587	ingredients_(0.11812661);dough_(0.11241501);bread_(0.107307866);food_(0.08008556);flour_(0.02994489);	1.1882533726748079e-05
soldier	celebrate	victory	T	5.2	1.75	The soldier celebrated the victory .	0.389215350151062	victory_(0.38921535);event_(0.06169615);occasion_(0.0367773);day_(0.0149113005);success_(0.014448848);	3.21501693179016e-06
soldier	wear	helmet	T	6.5	0.81	The soldier wore the helmet .	0.0826190635561943	uniform_(0.31211227);helmet_(0.08261906);hat_(0.05150793);suit_(0.0210264);cap_(0.017117802);	0.0002889412280637771
photographer	examine	camera	T	6.7	0.56	The photographer examined the camera .	0.007609136868268251	picture_(0.080711916);photograph_(0.06664245);photo_(0.053277053);image_(0.027072594);photos_(0.019718284);	2.97808728646487e-05
dog	catch	ball	T	5.65	1.71	The dog caught the ball .	0.04338173568248749	ball_(0.043381736);scent_(0.040618263);dog_(0.02966047);tail_(0.025940709);reins_(0.025056018);	3.963416747865267e-05
housewife	clean	table	T	6.3	1.35	The housewife cleaned the table .	0.009238301776349545	house_(0.38353297);dishes_(0.10971304);kitchen_(0.089068994);floor_(0.03121789);room_(0.029067513);	1.0479580851097126e-05
ant	stack	supply	T	4.4	2.42	The ant stacked the supply .	7.001378253335133e-05	stones_(0.055955425);rocks_(0.053047553);bones_(0.05134905);dirt_(0.04847057);dust_(0.026440194);	2.281286697325413e-06
soldier	gather	flag	T	4.7	1.85	The soldier gathered the flag .	0.0006523330812342465	weapons_(0.04576024);others_(0.044892836);papers_(0.044216316);food_(0.021536984);money_(0.018764855);	0.00020499955280683935
snowboarder	flip	board	T	6.6	0.58	The snowboarder flipped the board .	0.027508018538355827	wheel_(0.07463441);ball_(0.060338907);handle_(0.035426047);lever_(0.030359006);switch_(0.029170923);	1.785037966328673e-05
policeman	push	demonstrator	T	4.6	2.2	The policeman pushed the demonstrator .			
waiter	deliver	drink	T	6.35	1.53	The waiter delivered the drink .	0.029125938192009926	food_(0.13560802);check_(0.116899185);drinks_(0.08935822);wine_(0.05620059);meal_(0.04317498);	1.8075625121127814e-06
goalkeeper	catch	ball	T	6.0	1.34	The goalkeeper caught the ball .	0.9277165532112122	ball_(0.92771655);shot_(0.013844281);pass_(0.0059688203);goalkeeper_(0.0026937702);throw_(0.0023571632);	3.963416747865267e-05
gardener	decorate	garden	T	6.3	1.05	The gardener decorated the garden .	0.1598949283361435	house_(0.24948323);garden_(0.15989493);gardens_(0.10830253);grounds_(0.09225248);interior_(0.025757272);	0.00012674443132709712
undertaker	dig	grave	T	4.15	1.98	The undertaker dug the grave .	0.7675744891166687	grave_(0.7675745);graves_(0.08436981);hole_(0.043887682);coffin_(0.019919394);body_(0.015465527);	7.975881999300327e-06
singer	start	concert	T	5.4	2.35	The singer started the concert .	0.0020244489423930645	song_(0.439883);music_(0.12771584);chorus_(0.041197952);singing_(0.017197529);melody_(0.013923609);	1.6147931091836654e-05
student	throw	frisbee	T	4.7	1.73	The student threw the frisbee .			
milkman	carry	bottle	T	6.7	0.46	The milkman carried the bottle .	0.01627432182431221	milk_(0.10039068);baby_(0.032729536);cake_(0.024029076);food_(0.022174295);tray_(0.017558098);	1.5960042674123542e-06
child	visit	zoo	T	6.3	1.0	The child visited the zoo .	0.002131984569132328	hospital_(0.04714165);school_(0.04069321);house_(0.034037728);mother_(0.020456875);doctor_(0.01946649);	3.0267814508988522e-05
doctor	visit	patient	T	6.05	1.53	The doctor visited the patient .	0.019284360110759735	house_(0.074835084);room_(0.04915022);hospital_(0.038598474);boy_(0.02283359);patient_(0.01928436);	1.5007222827989608e-05
soldier	hang	rifle	T	5.8	1.75	The soldier hung the rifle .	0.030191704630851746	gun_(0.048569776);knife_(0.041682035);pistol_(0.03958128);rope_(0.037735023);rifle_(0.030191705);	0.0016055075684562325
surfer	wear	sunglasses	T	5.95	1.28	The surfer wore the sunglasses .	0.021914055570960045	hat_(0.062110227);shorts_(0.053492807);suit_(0.05298675);shirt_(0.04275492);jeans_(0.03293375);	2.821418092935346e-06
goalkeeper	grab	ball	T	5.6	1.88	The goalkeeper grabbed the ball .	0.9237692356109619	ball_(0.92376924);goalkeeper_(0.0052738185);stick_(0.0029587306);balls_(0.0027878964);goal_(0.00199753);	3.963416747865267e-05
waiter	cut	cake	T	4.85	1.53	The waiter cut the cake .	0.17694106698036194	cake_(0.17694107);tape_(0.10181862);steak_(0.039786592);line_(0.026841307);connection_(0.02616757);	4.74578973808093e-06
student	use	computer	T	6.35	1.53	The student used the computer .	0.1048407331109047	Internet_(0.10824737);internet_(0.10648808);computer_(0.10484073);phone_(0.08632991);telephone_(0.025706125);	9.156297892332077e-06
priest	celebrate	marriage	T	6.5	1.32	The priest celebrated the marriage .	0.03527723252773285	Mass_(0.3023847);mass_(0.16112334);feast_(0.058318395);event_(0.049252674);wedding_(0.04484041);	2.5978981284424663e-05
child	build	snowman	T	6.15	1.11	The child built the snowman .			
fisherman	sell	fish	T	6.45	1.12	The fisherman sold the fish .	0.2893425226211548	fish_(0.28934252);boat_(0.04872891);pearl_(0.016224708);salmon_(0.015722483);goods_(0.0136150215);	6.680729711661115e-07
policeman	examine	car	T	5.95	1.36	The policeman examined the car .	0.013272932730615139	body_(0.03101316);paper_(0.020828778);picture_(0.01850685);bag_(0.01665029);photograph_(0.013538267);	8.955553494160995e-05
surgeon	perform	surgery	T	6.85	0.48	The surgeon performed the surgery .	0.3823044002056122	surgery_(0.3823044);operation_(0.38128853);procedure_(0.09551979);operations_(0.013078518);extraction_(0.010351744);	4.955795157002285e-05
athlete	celebrate	victory	T	6.65	0.73	The athlete celebrated the victory .	0.21928641200065613	victory_(0.21928641);event_(0.16284579);occasion_(0.072895646);day_(0.04752602);holiday_(0.02414345);	3.21501693179016e-06
butcher	cut	meat	T	6.75	0.7	The butcher cut the meat .	0.2955408990383148	meat_(0.2955409);steak_(0.060078118);bread_(0.04659527);turkey_(0.044116404);cake_(0.041141283);	1.7447833670303226e-05
professor	deliver	lecture	T	6.6	0.73	The professor delivered the lecture .	0.10824297368526459	lecture_(0.10824297);speech_(0.08955883);message_(0.057111997);verdict_(0.030810758);words_(0.029153103);	8.065268843893136e-07
professor	wear	tie	T	5.95	1.12	The professor wore the tie .	0.0339348167181015	suit_(0.12610021);hat_(0.05557033);uniform_(0.04512552);mask_(0.04048723);tie_(0.033934817);	3.8067184505052865e-05
spectator	watch	game	T	6.6	0.58	The spectator watched the game .	0.0736839771270752	game_(0.07368398);fight_(0.04327995);action_(0.03437057);match_(0.033781957);show_(0.026592327);	1.9049613911192864e-05
soldier	hear	command	T	6.1	1.64	The soldier heard the command .	0.002807499375194311	noise_(0.04444124);gunshot_(0.040696297);scream_(0.04005172);commotion_(0.039379068);cry_(0.038643416);	4.901354986941442e-05
soldier	cross	river	T	4.5	1.6	The soldier crossed the river .	0.002037040190771222	room_(0.27168038);street_(0.18966511);threshold_(0.12829186);road_(0.07090255);floor_(0.04283724);	1.0867672244785354e-05
farmer	use	shovel	T	5.95	1.5	The farmer used the shovel .			
surfer	grab	board	T	5.3	2.12	The surfer grabbed the board .	0.004419684410095215	ball_(0.035800368);rope_(0.031122385);towel_(0.028685752);phone_(0.022610512);stick_(0.021324923);	9.00818849913776e-06
painter	paint	picture	T	6.7	0.56	The painter painted the picture .	0.018005510792136192	panel_(0.17523327);portrait_(0.093284994);interior_(0.07761208);reverse_(0.03499358);background_(0.02813058);	8.923787504500069e-07
student	wear	glass	T	5.55	1.36	The student wore the glass .	6.28937195870094e-05	uniform_(0.14669861);suit_(0.051571496);hat_(0.04463196);dress_(0.032938745);tie_(0.02877479);	4.7316766540461686e-06
student	complete	project	T	5.9	1.97	The student completed the project .	0.028435679152607918	course_(0.64176655);exam_(0.04503825);program_(0.04448693);project_(0.02843568);examination_(0.026527321);	4.7757486754562706e-05
smuggler	sell	weapon	T	6.5	0.5	The smuggler sold the weapon .	0.0034160572104156017	goods_(0.026109172);painting_(0.023888737);book_(0.01854441);money_(0.016849425);ship_(0.016578315);	9.040216536959633e-05
carpenter	grab	board	T	5.85	1.74	The carpenter grabbed the board .	0.0028574641328305006	knife_(0.054009);axe_(0.043662515);rope_(0.037375674);hammer_(0.030246478);handle_(0.02873615);	6.229739028640324e-06
player	reach	goal	T	6.45	0.67	The player reached the goal .	0.007703208364546299	final_(0.67952836);finals_(0.051272776);end_(0.040625956);Final_(0.03340879);finish_(0.029314207);	4.570527835312532e-06
breeder	sell	dog	T	6.25	0.94	The breeder sold the dog .	0.05430445820093155	horse_(0.078618504);dog_(0.05430446);herd_(0.032041248);sheep_(0.031625554);bull_(0.029937645);	1.3868546375306323e-05
postman	deliver	mail	T	6.55	1.2	The postman delivered the mail .	0.096894271671772	letter_(0.22694072);package_(0.110837124);parcel_(0.10648707);mail_(0.09689427);message_(0.08167046);	1.1792948498623446e-05
hound	fetch	bird	T	5.05	1.56	The hound fetched the bird .	0.011308198794722557	boy_(0.025204249);key_(0.018171139);sword_(0.015798971);knife_(0.015165045);dog_(0.015129827);	1.2380804037093185e-05
teacher	use	blackboard	T	5.95	1.99	The teacher used the blackboard .			
photographer	capture	image	T	6.95	0.22	The photographer captured the image .	0.05062602832913399	scene_(0.18495199);moment_(0.18285687);image_(0.05062603);picture_(0.024118548);action_(0.018284092);	5.7884382840711623e-05
surfer	flip	board	T	5.0	1.79	The surfer flipped the board .	0.0065812659449875355	switch_(0.1640253);coin_(0.08340492);page_(0.0689051);dice_(0.023197692);lid_(0.022747448);	9.00818849913776e-06
child	celebrate	birthday	T	6.45	0.8	The child celebrated the birthday .	0.0514308400452137	holiday_(0.10286271);event_(0.08687489);festival_(0.07690121);occasion_(0.06874597);day_(0.059584282);	1.4350691344588995e-05
waiter	prepare	drink	T	6.4	1.36	The waiter prepared the drink .	0.016097133979201317	meal_(0.2277249);food_(0.11566043);drinks_(0.07534937);salad_(0.055909514);tea_(0.055876736);	1.8075625121127814e-06
goalkeeper	hold	ball	T	6.7	0.71	The goalkeeper held the ball .	0.8631706833839417	ball_(0.8631707);position_(0.013805324);goal_(0.007725378);line_(0.006829108);advantage_(0.0054218303);	3.963416747865267e-05
