SUBJECT	VERB	OBJECT	TIME	typicality	LM	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
climber	face	wall	conference	AT	during	2.0	1.84	The climber faced the wall during the conference .	3.7939091726002516e-06	climb_(0.6384182);ascent_(0.1892849);descent_(0.05436904);fall_(0.034696277);climbing_(0.009087053);	0.0003341598203405738
speaker	entertain	audience	hunting	AT	during	3.1	2.21	The speaker entertained the audience during the hunting .	1.0503963494556956e-06	lecture_(0.09883455);speech_(0.073631495);presentation_(0.05805553);program_(0.05478668);show_(0.045936834);	2.229798337793909e-05
soldier	fight	enemy	earthquake	AT	during	2.7	1.79	The soldier fought the enemy during the earthquake .	7.248225301736966e-06	war_(0.2640753);attack_(0.14957182);day_(0.14337876);battle_(0.10493036);night_(0.07919782);	3.2322311653842917e-06
footballer	chase	ball	festival	AT	during	3.7	1.95	The footballer chased the ball during the festival .	3.960871254093945e-05	match_(0.38701555);game_(0.24604405);play_(0.03434981);goal_(0.023994833);break_(0.011155453);	0.0002738806651905179
cyclist	fix	bike	funeral	AT	after	2.55	1.56	The cyclist fixed the bike after the funeral .	0.0008070506155490875	race_(0.2948397);accident_(0.22468439);crash_(0.098628104);incident_(0.05427208);break_(0.02186021);	9.946079444489442e-06
passenger	buy	ticket	meeting	AT	before	4.4	2.22	The passenger bought the ticket before the meeting .	0.0011834059841930866	conductor_(0.19933635);driver_(0.11241868);train_(0.082793504);fare_(0.051516514);departure_(0.05014946);	0.00013080179633107036
speleologist	examine	cave	breakfast	AT	during	2.65	1.42	The speleologist examined the cave during the breakfast .	4.481041833059862e-05	night_(0.14863676);day_(0.074231856);1990s_(0.043806486);1980s_(0.043161523);summer_(0.03706448);	7.445351002388634e-06
refugee	find	shelter	party	AT	during	2.2	1.44	The refugee found the shelter during the party .	0.00021341086539905518	night_(0.76626915);day_(0.03989908);evening_(0.024620572);storm_(0.021988584);morning_(0.0139502);	0.00023396449978463352
truck	hit	car	festival	AT	during	3.7	1.87	The truck hit the car during the festival .	0.0002441888500470668	chase_(0.1322437);accident_(0.067193);crash_(0.05218678);drive_(0.050563123);impact_(0.04713311);	0.0002738806651905179
player	gather	balls	accident	AT	after	1.35	0.79	The player gathered the balls after the accident .	0.00014054964412935078	game_(0.16281866);match_(0.15779856);break_(0.0481297);shot_(0.039523866);toss_(0.034683123);	3.361520839462173e-06
student	hear	lecture	holidays	AT	during	2.25	1.18	The student heard the lecture during the holidays .	0.0002706227242015302	night_(0.17709197);lecture_(0.051040925);evening_(0.041351903);day_(0.038556162);morning_(0.025720537);	5.488955707733112e-07
hiker	face	mountain	festival	AT	during	2.5	2.04	The hiker faced the mountain during the festival .	0.0004695360839832574	ascent_(0.15247814);hike_(0.14666784);climb_(0.12544663);day_(0.11205215);night_(0.10592043);	0.0003768671303987503
hound	fetch	bird	diving	AT	during	2.55	1.28	The hound fetched the bird during the diving .	4.0245540731120855e-06	night_(0.5515373);day_(0.08141275);evening_(0.039038617);hunt_(0.017210089);battle_(0.012796479);	3.626627949415706e-05
musician	entertain	crowd	flight	AT	during	3.05	1.72	The musician entertained the crowd during the flight .	0.0017644627951085567	concert_(0.20011286);show_(0.10854732);performance_(0.09642704);night_(0.061254304);festival_(0.04334597);	0.00014807120896875858
professor	deliver	lecture	walk	AT	during	3.6	1.93	The professor delivered the lecture during the walk .	0.00023097805387806147	ceremony_(0.12516798);evening_(0.07462761);night_(0.04550853);day_(0.032257244);interval_(0.029475328);	5.993307786411606e-05
priest	celebrate	marriage	race	AT	during	2.0	1.52	The priest celebrated the marriage during the race .	5.03378760186024e-05	night_(0.18470174);ceremony_(0.1789315);wedding_(0.13095054);evening_(0.07042182);marriage_(0.051912773);	0.003819828387349844
soldier	carry	rifle	mass	AT	during	1.9	1.41	The soldier carried the rifle during the mass .	3.5158765967935324e-05	battle_(0.07092631);attack_(0.059613552);assault_(0.05372416);operation_(0.047697935);fight_(0.04768052);	0.0010830897372215986
burglar	climb	wall	competition	AT	during	1.85	0.85	The burglar climbed the wall during the competition .	8.028278534766287e-05	night_(0.60029685);robbery_(0.040478848);escape_(0.023708599);evening_(0.02068662);day_(0.020431757);	3.089604797423817e-05
dealer	check	car	bombardment	AT	before	2.65	1.88	The dealer checked the car before the bombardment .	4.7600947254977655e-06	sale_(0.1893391);auction_(0.067326024);show_(0.047944564);event_(0.027035514);transaction_(0.020982396);	2.6668450914257846e-07
skier	gain	speed	storm	AT	during	2.0	1.45	The skier gained the speed during the storm .	6.634004239458591e-05	descent_(0.29698038);run_(0.09795176);ascent_(0.07229036);race_(0.058456935);slalom_(0.047807533);	1.4386248039954808e-05
candidate	celebrate	victory	surgery	AT	after	2.65	1.49	The candidate celebrated the victory after the surgery .	0.00011902036203537136	election_(0.412925);elections_(0.048779316);vote_(0.0461419);debate_(0.03324675);campaign_(0.028375523);	2.9097351216478273e-05
photographer	capture	image	surgery	AT	during	3.35	1.65	The photographer captured the image during the surgery .	0.0013112962478771806	ceremony_(0.058499288);shoot_(0.042207886);night_(0.037797257);filming_(0.035789136);event_(0.028591063);	2.9097351216478273e-05
dog	fetch	ball	mass	AT	during	2.3	1.45	The dog fetched the ball during the mass .	1.8151644326280802e-05	game_(0.30057147);match_(0.12598568);play_(0.08058532);break_(0.021798547);contest_(0.017360086);	0.0012172255665063858
student	complete	project	execution	AT	before	2.3	2.03	The student completed the project before the execution .	3.761240066069149e-07	exam_(0.895529);deadline_(0.029185591);class_(0.020905217);competition_(0.013474826);exams_(0.0091415625);	4.558572186397214e-08
soldier	cross	river	visit	AT	during	2.1	1.51	The soldier crossed the river during the visit .	9.149087418336421e-05	night_(0.7579763);day_(0.035881568);battle_(0.025346434);evening_(0.015446532);war_(0.011445166);	1.0825636991285137e-06
scoutmaster	assemble	tent	robbery	AT	during	2.75	1.84	The scoutmaster assembled the tent during the robbery .	4.8004501877585426e-05	night_(0.21914105);day_(0.17239499);summer_(0.090909995);afternoon_(0.056211203);winter_(0.038953483);	2.1323785404092632e-06
singer	begin	performance	battle	AT	during	2.6	1.69	The singer began the performance during the battle .	0.0004221473354846239	bridge_(0.12440754);morning_(0.04925449);afternoon_(0.04614256);evening_(0.041730165);rain_(0.038877096);	4.540659210761078e-05
mechanic	check	tire	shooting	AT	before	2.0	1.14	The mechanic checked the tire before the shooting .	0.0005293843569234014	race_(0.0751608);accident_(0.07104981);trip_(0.059299607);ride_(0.038229566);crash_(0.021563277);	5.5256976338569075e-05
waiter	cut	cake	race	AT	during	1.85	0.91	The waiter cut the cake during the race .	0.00035357262822799385	meal_(0.2410956);break_(0.06889366);service_(0.05477084);ceremony_(0.049327545);dinner_(0.04318465);	0.003819828387349844
child	build	snowman	summer	AT	during	1.55	1.32	The child built the snowman during the summer .	0.09631885588169098	winter_(0.2099484);night_(0.14129063);summer_(0.096318856);day_(0.06819076);game_(0.02865428);	2.8323987862677313e-05
waiter	deliver	drink	battle	AT	during	2.35	2.01	The waiter delivered the drink during the battle .	0.00041567394509911537	meal_(0.21536365);break_(0.09611929);conversation_(0.03969098);interview_(0.034698546);ceremony_(0.0315043);	4.540659210761078e-05
soldier	dig	trench	holidays	AT	before	2.85	2.03	The soldier dug the trench before the holidays .	1.8324276425119024e-06	fire_(0.054219205);house_(0.04218756);battle_(0.030010642);bridge_(0.028223917);camp_(0.023665957);	5.488955707733112e-07
mason	fix	roof	run	AT	after	3.7	2.35	The mason fixed the roof after the run .	8.505014557158574e-05	fire_(0.34072676);war_(0.24832526);earthquake_(0.05870386);storm_(0.02652478);battle_(0.020536482);	0.0003628105914685875
soldier	check	rifle	party	AT	during	3.0	2.32	The soldier checked the rifle during the party .	0.0004893942968919873	exchange_(0.040470485);wait_(0.031121016);conversation_(0.02790149);flight_(0.025558738);night_(0.023985494);	0.00023396449978463352
policeman	examine	car	dinner	AT	during	1.95	1.07	The policeman examined the car during the dinner .	0.00047776277642697096	night_(0.115994714);investigation_(0.08416058);drive_(0.063209325);interview_(0.04629307);search_(0.0386751);	1.1131864994240459e-05
student	drink	beer	morning	AT	during	2.85	1.77	The student drank the beer during the morning .	0.00426038121804595	night_(0.050527774);interview_(0.05030506);exam_(0.03690002);lesson_(0.035321906);meal_(0.028074412);	0.00023555451480206102
veterinarian	examine	dog	concert	AT	before	3.55	1.53	The veterinarian examined the dog before the concert .	0.0023227743804454803	surgery_(0.08839789);flight_(0.0480959);show_(0.047328122);hospital_(0.03590449);accident_(0.035816498);	2.2581516532227397e-05
footballer	deliver	kick	ceremony	AT	during	3.4	1.96	The footballer delivered the kick during the ceremony .	0.003891449188813567	match_(0.37912467);game_(0.104358464);kick_(0.04942693);play_(0.025372073);break_(0.01973973);	5.993958984618075e-05
undertaker	dig	grave	wedding	AT	before	2.3	1.95	The undertaker dug the grave before the wedding .	0.013067607767879963	funeral_(0.38540238);burial_(0.19397573);execution_(0.049329527);fire_(0.030211786);coffin_(0.025006568);	2.3604674424859695e-05
goalkeeper	catch	ball	demonstration	AT	during	4.95	1.99	The goalkeeper caught the ball during the demonstration .	0.0004329555085860193	match_(0.14200702);game_(0.11264942);play_(0.08605928);exchange_(0.047813855);break_(0.029230226);	8.015010735107353e-07
child	cut	paper	rescue	AT	during	1.75	1.13	The child cut the paper during the rescue .	0.00018349691526964307	night_(0.12522441);day_(0.1165777);play_(0.0497727);game_(0.034962337);reading_(0.029811107);	1.8553656673248042e-06
surfer	flip	board	conference	AT	during	1.65	0.79	The surfer flipped the board during the conference .	4.451657150639221e-05	race_(0.049391612);attempt_(0.048549686);stunt_(0.03660465);challenge_(0.033449914);turn_(0.031014219);	0.0003341598203405738
waiter	carry	tray	lesson	AT	during	1.9	0.99	The waiter carried the tray during the lesson .	0.0010339688742533326	meal_(0.44101763);service_(0.07149495);break_(0.042951193);dinner_(0.033033166);ceremony_(0.022439437);	2.7545625016500708e-06
traveller	check	watch	exam	AT	before	2.65	1.71	The traveller checked the watch before the exam .	0.0005973375518806279	journey_(0.11685604);trip_(0.09734475);departure_(0.06421271);ride_(0.03784448);flight_(0.025530655);	2.2538777557201684e-05
demonstrator	carry	flag	lunch	AT	during	3.75	1.41	The demonstrator carried the flag during the lunch .	0.00013938616029918194	ceremony_(0.14832975);protest_(0.09248414);march_(0.08146913);parade_(0.07879372);demonstration_(0.07483347);	3.750545874936506e-05
president	deliver	speech	diving	AT	after	3.0	1.84	The president delivered the speech after the diving .	2.0184523236821406e-05	ceremony_(0.08634729);parade_(0.049372267);meeting_(0.030549092);election_(0.023773374);debate_(0.02271931);	2.6249714210280217e-05
artist	hang	picture	storm	AT	during	1.5	0.87	The artist hung the picture during the storm .	0.004854575265198946	night_(0.07365465);ceremony_(0.060422562);day_(0.043455873);summer_(0.03807737);war_(0.034195475);	1.4386248039954808e-05
roofer	climb	ladder	siege	AT	during	4.45	1.86	The roofer climbed the ladder during the siege .	0.0016882391646504402	night_(0.20198527);storm_(0.056101106);fire_(0.035519145);climb_(0.031291682);fall_(0.0190456);	2.458149720041547e-05
horse	draw	carriage	conference	AT	during	1.9	1.79	The horse drew the carriage during the conference .	0.00011929024185519665	journey_(0.16731991);procession_(0.08575958);ride_(0.07856678);night_(0.06458414);day_(0.056617927);	0.00035498899524100125
photographer	examine	camera	workout	AT	before	3.8	2.46	The photographer examined the camera before the workout .			
librarian	climb	ladder	dinner	AT	during	2.0	1.82	The librarian climbed the ladder during the dinner .	0.0027196286246180534	night_(0.15491796);storm_(0.042777173);service_(0.031892084);ceremony_(0.026443476);search_(0.024376908);	1.1131864994240459e-05
mason	fix	wall	conference	AT	after	3.0	1.79	The mason fixed the wall after the conference .	0.00011082996206823736	war_(0.14766975);battle_(0.096776694);fire_(0.08973722);earthquake_(0.08245627);flood_(0.021180036);	0.0003341598203405738
cameraman	record	video	breakfast	AT	during	2.7	1.19	The cameraman recorded the video during the breakfast .	4.0751841879682615e-05	performance_(0.05980227);show_(0.05829652);interview_(0.044510666);fight_(0.02906414);game_(0.027481051);	5.397951099439524e-06
fighter	kick	opponent	marriage	AT	during	1.5	1.16	The fighter kicked the opponent during the marriage .	1.2824906434616423e-06	fight_(0.34925625);round_(0.21679072);bout_(0.12635478);match_(0.11630827);contest_(0.019529799);	2.1286565242917277e-05
soldier	gather	ammunition	surgery	AT	before	1.65	0.65	The soldier gathered the ammunition before the surgery .	0.0003410319332033396	others_(0.057891034);fire_(0.048585903);attack_(0.035132248);men_(0.024748227);battle_(0.024250465);	2.9097351216478273e-05
traveller	check	bag	execution	AT	before	2.15	2.01	The traveller checked the bag before the execution .	0.0003846967010758817	journey_(0.11148115);trip_(0.09988494);departure_(0.04300745);flight_(0.027119284);stop_(0.021458521);	6.847339051319068e-08
patient	report	symptom	inventory	AT	during	1.9	1.18	The patient reported the symptom during the inventory .	7.00177697581239e-05	treatment_(0.104476385);procedure_(0.07698127);test_(0.07483978);trial_(0.060201038);examination_(0.059170004);	5.422887738859572e-07
mother	push	stroller	bombardment	AT	during	1.5	0.59	The mother pushed the stroller during the bombardment .	0.00010830201063072309	day_(0.10229641);night_(0.07718065);play_(0.036441706);service_(0.02846904);ride_(0.020688312);	3.6641463907471916e-07
child	open	present	demonstration	AT	during	2.2	1.33	The child opened the present during the demonstration .	0.006599623244255781	night_(0.07311875);play_(0.05523953);day_(0.03692475);show_(0.033155777);lesson_(0.03231864);	8.015010735107353e-07
soldier	hear	command	mass	AT	during	1.65	0.65	The soldier heard the command during the mass .	0.00011376665497664362	conversation_(0.057799123);silence_(0.05751419);attack_(0.028841646);battle_(0.027062327);interrogation_(0.025131838);	0.0010830897372215986
teacher	use	blackboard	assault	AT	during	1.4	0.58	The teacher used the blackboard during the assault .	0.00021316876518540084	lesson_(0.26659507);test_(0.046399612);lecture_(0.04564328);day_(0.03207158);exam_(0.028022805);	0.00017821074288804084
businessman	read	report	funeral	AT	before	1.8	0.75	The businessman read the report before the funeral .	6.333766941679642e-05	judge_(0.0711908);magistrate_(0.06340651);court_(0.06173572);jury_(0.029391363);others_(0.024162963);	9.946079444489442e-06
businessman	tie	necktie	workout	AT	before	1.7	0.95	The businessman tied the necktie before the workout .			
refugee	find	shelter	party	AT	during	1.7	0.71	The refugee found the shelter during the party .	0.00021341086539905518	night_(0.76626915);day_(0.03989908);evening_(0.024620572);storm_(0.021988584);morning_(0.0139502);	0.00023396449978463352
waiter	clear	table	race	AT	after	1.9	0.89	The waiter cleared the table after the race .	7.673595973756164e-05	meal_(0.46375766);toast_(0.08379011);tea_(0.026577966);exchange_(0.016368276);announcement_(0.013922664);	0.003819828387349844
doctor	sew	wound	dinner	AT	after	2.3	1.27	The doctor sewed the wound after the dinner .	0.0010630630422383547	surgery_(0.4869521);operation_(0.11299307);procedure_(0.033008);meal_(0.01368597);ceremony_(0.011874712);	1.6889598555280827e-05
surgeon	examine	patient	parade	AT	before	2.0	1.67	The surgeon examined the patient before the parade .	0.0002957096148747951	surgery_(0.4752929);operation_(0.19032459);procedure_(0.07865699);delivery_(0.022264285);execution_(0.017007424);	5.589449210674502e-05
violinist	wear	tuxedo	run	AT	during	1.4	0.58	The violinist wore the tuxedo during the run .	0.0007375162676908076	performance_(0.45315507);concert_(0.100413956);show_(0.034864973);premiere_(0.019094942);recording_(0.015564859);	0.00030625908402726054
chemist	mix	substance	storm	AT	during	2.85	1.53	The chemist mixed the substance during the storm .	0.0004299227148294449	night_(0.122430846);test_(0.07996802);experiment_(0.07659999);day_(0.043315705);procedure_(0.032516956);	1.4386248039954808e-05
swimmer	wear	goggles	dinner	AT	during	1.4	0.49	The swimmer wore the goggles during the dinner .	3.1707445486972574e-06	swim_(0.3008801);race_(0.21288604);dive_(0.056398638);test_(0.024116049);run_(0.021396345);	1.6889598555280827e-05
witness	explain	circumstances	massage	AT	during	1.9	1.37	The witness explained the circumstances during the massage .	2.6499899831833318e-05	trial_(0.20537032);interrogation_(0.15744741);interview_(0.06939314);questioning_(0.042579193);hearing_(0.03492942);	3.5697834732673073e-07
