SUBJECT	VERB	OBJECT	RECIPIENT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
librarian	put	book	fridge	AT	2.2	1.94	The librarian put the book to the fridge .	0.00028743522125296295	side_(0.29194987);shelf_(0.09570363);test_(0.07637846);back_(0.06654482);front_(0.026231471);	6.204634583895086e-09
sculptor	teach	art	skater	AT	1.85	0.85	The sculptor taught the art to the skater .			
investor	rent	land	milkman	AT	2.35	1.49	The investor rented the land to the milkman .			
vandal	spray	paint	pot	AT	3.5	2.11	The vandal sprayed the paint to the pot .	8.83938919287175e-05	ceiling_(0.049015667);roof_(0.03470008);windows_(0.0295049);floor_(0.026962874);face_(0.023676764);	3.6874236684525385e-05
blacksmith	pour	metal	glass	AT	2.8	2.09	The blacksmith poured the metal to the glass .	0.0007701276335865259	forge_(0.03724467);furnace_(0.025620528);surface_(0.025533691);edge_(0.024053205);top_(0.018093945);	1.859905340850787e-09
scientist	report	finding	lumberjack	AT	2.1	1.64	The scientist reported the finding to the lumberjack .			
salesperson	send	questionnaire	astronaut	AT	1.75	1.51	The salesperson sent the questionnaire to the astronaut .	6.21231583863846e-06	company_(0.033617225);school_(0.017313248);students_(0.016890654);university_(0.014407385);student_(0.013295001);	7.931100043379047e-08
employee	pass	report	fisherman	AT	1.6	0.97	The employee passed the report to the fisherman .	6.859179961793416e-07	police_(0.04509006);company_(0.03619607);FBI_(0.02886639);manager_(0.014018747);city_(0.012744656);	1.2322983744539329e-09
child	lend	pen	surgeon	AT	1.75	1.73	The child lent the pen to the surgeon .	0.00040352559881284833	teacher_(0.044084623);man_(0.026906071);boy_(0.02352705);mother_(0.023509467);child_(0.016985506);	3.482598231130396e-06
reporter	bring	news	tailor	AT	2.5	1.53	The reporter brought the news to the tailor .	1.3564953405875713e-05	attention_(0.2643361);president_(0.01864133);White_(0.015427112);press_(0.014716835);office_(0.010884514);	1.1607574457173087e-08
boss	promise	promotion	runner	AT	3.85	2.06	The boss promised the promotion to the runner .	1.4365419701789506e-05	Premier_(0.31768695);top_(0.078207344);Championship_(0.040717013);next_(0.021166297);Premiership_(0.020549385);	5.325157417246373e-07
child	throw	ball	politician	AT	2.1	1.45	The child threw the ball to the politician .	4.6178651246009395e-05	other_(0.046665527);ground_(0.0409216);left_(0.037297368);right_(0.026543815);back_(0.018865945);	7.88425964515227e-08
parent	give	present	goalkeeper	AT	2.2	1.6	The parent gave the present to the goalkeeper .	7.022576028248295e-06	child_(0.33525664);children_(0.043775257);daughter_(0.027430244);boy_(0.027395528);student_(0.025692947);	1.489977279334198e-07
scientist	report	finding	swimmer	AT	2.0	1.7	The scientist reported the finding to the swimmer .			
sergeant	assign	mission	nun	AT	1.2	0.4	The sergeant assigned the mission to the nun .	3.553131318767555e-05	village_(0.013878925);USS_(0.012796599);area_(0.012138152);mission_(0.008724592);site_(0.008511701);	1.4222577249256574e-07
nurse	hand	lancet	chef	AT	2.0	1.9	The nurse handed the lancet to the chef .	0.0001636128145037219	doctor_(0.17202649);patient_(0.073211655);man_(0.042553075);boy_(0.02471592);nurse_(0.023991525);	1.8363599565418554e-06
diplomat	carry	message	grandfather	AT	2.35	1.31	The diplomat carried the message to the grandfather .	9.385679732076824e-06	president_(0.034097426);UN_(0.026500659);Russian_(0.024367029);United_(0.021766938);US_(0.018910868);	3.345145271893557e-10
priest	teach	bible	binman	AT	2.8	1.5	The priest taught the bible to the binman .			
policeman	put	criminal	tub	AT	1.6	1.43	The policeman put the criminal to the tub .	8.972872933554754e-07	ground_(0.37948456);test_(0.2094594);floor_(0.047994934);sword_(0.025056468);witness_(0.01635988);	1.5859527580097676e-10
hairstylist	spray	foam	car	AT	1.85	1.46	The hairstylist sprayed the foam to the car .	0.003215536242350936	floor_(0.071530305);face_(0.05375264);ceiling_(0.053138968);side_(0.052737907);top_(0.038799666);	4.4683592932415195e-06
witness	report	crime	chemist	AT	1.8	1.17	The witness reported the crime to the chemist .	4.464028734219028e-06	police_(0.34116572);authorities_(0.016879966);sheriff_(0.016177667);officer_(0.015122794);local_(0.012744973);	0.0005068986210972071
soldier	throw	bomb	handmaid	AT	1.65	0.85	The soldier threw the bomb to the handmaid .			
billionaire	donate	money	goalkeeper	AT	1.9	1.67	The billionaire donated the money to the goalkeeper .	1.5049783996801125e-06	Clinton_(0.049164936);charity_(0.03754337);Democratic_(0.032783907);Republican_(0.021806492);foundation_(0.018136237);	1.489977279334198e-07
bartender	hand	drink	surgeon	AT	2.9	1.48	The bartender handed the drink to the surgeon .	1.73851840372663e-05	man_(0.07059023);woman_(0.06558633);waitress_(0.05397866);customer_(0.044730764);girl_(0.03279396);	3.482598231130396e-06
billionaire	donate	money	supermarket	AT	2.75	1.18	The billionaire donated the money to the supermarket .	1.2192854228487704e-05	Clinton_(0.049164936);charity_(0.03754337);Democratic_(0.032783907);Republican_(0.021806492);foundation_(0.018136237);	6.542356345562439e-07
boss	assign	job	queen	AT	1.3	0.56	The boss assigned the job to the queen .	0.00013141706585884094	man_(0.034669288);former_(0.022304563);head_(0.018749967);company_(0.016621947);president_(0.014806216);	4.425881343195215e-06
professor	teach	language	beautician	AT	2.2	1.44	The professor taught the language to the beautician .			
president	promise	reform	grocer	AT	2.55	1.36	The president promised the reform to the grocer .	1.5923833416309208e-06	tax_(0.042417906);nation_(0.02777529);U_(0.025365824);law_(0.022047125);system_(0.017058548);	3.835815221009398e-09
priest	teach	bible	climber	AT	2.5	1.47	The priest taught the bible to the climber .			
farmer	spray	pesticide	hair	AT	1.05	0.22	The farmer sprayed the pesticide to the hair .	0.00027037228574045	ground_(0.12079136);roof_(0.03320543);point_(0.026400462);surface_(0.022553276);ceiling_(0.021556634);	1.9344224710948765e-06
traveller	hand	bag	footballer	AT	1.5	0.81	The traveller handed the bag to the footballer .	1.4096569429966621e-05	police_(0.063260704);driver_(0.046615634);woman_(0.039080683);officer_(0.03603524);man_(0.023664603);	4.624575833389599e-09
beautician	spread	cream	cake	AT	1.7	0.78	The beautician spread the cream to the cake .	0.0004952236777171493	skin_(0.029487606);face_(0.0202208);area_(0.016651459);top_(0.012707257);floor_(0.011951213);	5.119217272309129e-10
farmer	sell	corn	hospital	AT	2.1	0.99	The farmer sold the corn to the hospital .	0.00531651871278882	company_(0.03279102);farmer_(0.024256552);city_(0.020603709);local_(0.018531574);store_(0.016850935);	0.00021439882402773947
manager	rent	room	surfer	AT	2.45	1.53	The manager rented the room to the surfer .			
student	send	email	farmer	AT	2.5	1.43	The student sent the email to the farmer .	7.415986601699842e-06	school_(0.12457615);university_(0.079910666);college_(0.020876024);dean_(0.020764196);student_(0.020733802);	1.5512237951043062e-05
student	send	email	postman	AT	2.35	1.53	The student sent the email to the postman .			
general	send	soldier	park	AT	2.2	1.21	The general sent the soldier to the park .	0.0004663587315008044	hospital_(0.17748134);front_(0.03447517);rear_(0.009942701);police_(0.009024315);barracks_(0.0089343665);	1.7534926882945e-05
confectioner	spread	icing	steak	AT	1.45	0.59	The confectioner spread the icing to the steak .	6.127022788859904e-05	top_(0.028482584);outside_(0.016066024);floor_(0.01588188);ground_(0.013844708);front_(0.01366578);	1.1723240156413794e-08
waiter	bring	glass	thief	AT	2.1	1.22	The waiter brought the glass to the thief .	2.070470827675308e-06	table_(0.6828699);bar_(0.01874876);front_(0.01381066);edge_(0.013252632);side_(0.011485134);	1.0804434396050056e-06
chemist	pour	compound	puddle	AT	2.3	1.71	The chemist poured the compound to the puddle .			
teacher	explain	exercise	sergeant	AT	2.05	1.12	The teacher explained the exercise to the sergeant .	3.906326674041338e-05	students_(0.2581713);class_(0.116961494);student_(0.06624775);group_(0.036592457);children_(0.01966289);	2.4967580429802183e-06
anchorman	tell	news	patient	AT	2.4	1.83	The anchorman told the news to the patient .	0.0003886644553858787	audience_(0.08730477);crowd_(0.061754093);crew_(0.019893965);assembled_(0.01739225);camera_(0.015437037);	0.00012470957881305367
mechanic	spread	coating	toenail	AT	1.1	0.3	The mechanic spread the coating to the toenail .			
footballer	pass	ball	cat	AT	1.45	0.92	The footballer passed the ball to the cat .	0.00026449660072103143	goalkeeper_(0.04465967);midfielder_(0.029060159);referee_(0.024760509);striker_(0.020042649);other_(0.018482191);	3.0375308597285766e-06
child	throw	ball	electrician	AT	1.95	1.28	The child threw the ball to the electrician .			
porter	load	luggage	catamaran	AT	4.3	1.93	The porter loaded the luggage to the catamaran .			
waiter	pour	wine	lake	AT	1.15	0.36	The waiter poured the wine to the lake .	5.343633165466599e-05	table_(0.254415);bar_(0.019651935);customer_(0.018967548);two_(0.016856194);guests_(0.016203888);	6.975038559176028e-06
chauffeur	carry	passenger	battlefield	AT	1.75	1.18	The chauffeur carried the passenger to the battlefield .	9.31593676796183e-05	hospital_(0.06356587);car_(0.055119228);back_(0.036122985);bus_(0.02927628);front_(0.023448715);	3.6989874274695467e-07
employer	offer	job	child	AT	2.0	1.1	The employer offered the job to the child .	0.004553188569843769	employee_(0.09400347);applicant_(0.06647815);candidate_(0.05143072);student_(0.04300707);person_(0.037305087);	1.7666588973952457e-05
footballer	pass	ball	nurse	AT	1.75	0.89	The footballer passed the ball to the nurse .	0.00019448965031187981	goalkeeper_(0.04465967);midfielder_(0.029060159);referee_(0.024760509);striker_(0.020042649);other_(0.018482191);	1.7676513380138204e-05
bank	assign	code	plumber	AT	2.65	1.31	The bank assigned the code to the plumber .			
professor	teach	language	firefighter	AT	2.45	1.56	The professor taught the language to the firefighter .	1.797436425476917e-06	students_(0.22150014);children_(0.043459848);class_(0.033203054);first_(0.01905135);student_(0.016230468);	2.1597775230475236e-06
teacher	lend	book	burglar	AT	1.4	0.73	The teacher lent the book to the burglar .			
doctor	offer	support	lawyer	AT	3.2	1.54	The doctor offered the support to the lawyer .	0.0007059244671836495	woman_(0.048972305);patient_(0.046443228);family_(0.044638123);young_(0.032774266);mother_(0.022072537);	0.00010958248458337039
salesperson	send	questionnaire	monarch	AT	1.8	1.08	The salesperson sent the questionnaire to the monarch .	5.5721689022902865e-06	company_(0.033617225);school_(0.017313248);students_(0.016890654);university_(0.014407385);student_(0.013295001);	3.422039753786521e-07
government	offer	protection	gardener	AT	2.15	1.62	The government offered the protection to the gardener .			
president	promise	reform	actor	AT	2.35	1.68	The president promised the reform to the actor .	1.821177102101501e-05	tax_(0.042417906);nation_(0.02777529);U_(0.025365824);law_(0.022047125);system_(0.017058548);	1.4034118976269383e-05
scientist	report	finding	butcher	AT	1.15	0.36	The scientist reported the finding to the butcher .	1.0583034963929094e-06	journal_(0.047969293);American_(0.04727895);National_(0.045727592);US_(0.032914996);World_(0.0298722);	2.7889177545148414e-06
teacher	give	homework	gambler	AT	2.4	1.5	The teacher gave the homework to the gambler .			
chauffeur	carry	passenger	dump	AT	2.05	1.28	The chauffeur carried the passenger to the dump .	6.562435737578198e-05	hospital_(0.06356587);car_(0.055119228);back_(0.036122985);bus_(0.02927628);front_(0.023448715);	1.2595229463840951e-06
witness	explain	circumstances	cook	AT	1.35	0.91	The witness explained the circumstances to the cook .	8.800147043075413e-06	court_(0.19750546);police_(0.100708276);judge_(0.09262475);jury_(0.058563624);prosecutor_(0.015819773);	8.015039156816783e-07
witness	report	crime	baker	AT	1.2	0.4	The witness reported the crime to the baker .	2.5715269202919444e-06	police_(0.34116572);authorities_(0.016879966);sheriff_(0.016177667);officer_(0.015122794);local_(0.012744973);	5.686574544583323e-10
child	tell	lie	politician	AT	2.0	1.05	The child told the lie to the politician .	2.9626326067955233e-05	police_(0.29745972);authorities_(0.032301866);doctor_(0.025332756);parents_(0.025189754);teacher_(0.024208121);	7.88425964515227e-08
doctor	offer	support	hairstylist	AT	2.65	1.59	The doctor offered the support to the hairstylist .			
crew	load	container	helicopter	AT	4.5	1.57	The crew loaded the container to the helicopter .	0.011828307062387466	ship_(0.1313502);port_(0.03507892);back_(0.02890603);plane_(0.022323731);boat_(0.015870405);	4.720027845905861e-06
professor	donate	book	slave	AT	1.8	1.21	The professor donated the book to the slave .	4.065197572344914e-06	university_(0.090146504);University_(0.08572489);library_(0.052455377);school_(0.035859443);museum_(0.01928695);	0.00034721908741630614
policeman	put	criminal	shuttle	AT	2.35	1.53	The policeman put the criminal to the shuttle .	4.764350251207361e-06	ground_(0.37948456);test_(0.2094594);floor_(0.047994934);sword_(0.025056468);witness_(0.01635988);	5.779691605312109e-07
president	give	speech	clown	AT	1.9	1.51	The president gave the speech to the clown .	3.5267183307041705e-07	National_(0.072574675);nation_(0.0599443);American_(0.059688278);United_(0.024829628);U_(0.023187766);	9.09077968458405e-08
government	offer	protection	penguin	AT	1.5	1.02	The government offered the protection to the penguin .			
jeweller	put	necklace	fridge	AT	1.55	0.74	The jeweller put the necklace to the fridge .	0.0001281046716030687	test_(0.4337271);side_(0.18987422);auction_(0.010846057);back_(0.007418097);fire_(0.0067551304);	6.204634583895086e-09
diplomat	carry	message	confectioner	AT	1.85	1.06	The diplomat carried the message to the confectioner .			
dealer	sell	car	referee	AT	3.1	1.3	The dealer sold the car to the referee .	1.9294124285806902e-05	buyer_(0.18287706);owner_(0.04967946);seller_(0.040705264);victim_(0.03506444);man_(0.029249197);	5.409965888247825e-05
vandal	spray	paint	hair	AT	2.2	1.03	The vandal sprayed the paint to the hair .	8.836557390168309e-05	ceiling_(0.049015667);roof_(0.03470008);windows_(0.0295049);floor_(0.026962874);face_(0.023676764);	1.9344224710948765e-06
