SUBJECT	VERB	OBJECT	RECIPIENT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
vandal	spray	paint	pot	AT	3.5	2.11	The vandal sprayed the paint to the pot .	3.3479991543572396e-05	ground_(0.243108);floor_(0.14391068);sidewalk_(0.060702335);ceiling_(0.05613652);wall_(0.056027144);	1.6474723452120088e-05
blacksmith	pour	metal	glass	AT	2.8	2.09	The blacksmith poured the metal to the glass .	0.0026247731875628233	ground_(0.24738276);floor_(0.20150666);surface_(0.03930162);fire_(0.029294183);bottom_(0.024785824);	1.928272467921488e-06
scientist	report	finding	lumberjack	AT	2.1	1.64	The scientist reported the finding to the lumberjack .			
salesperson	send	questionnaire	astronaut	AT	1.75	1.51	The salesperson sent the questionnaire to the astronaut .	3.897431452060118e-05	police_(0.119312435);office_(0.03435307);manager_(0.029820684);customer_(0.024808683);bank_(0.021580359);	1.567340768815484e-05
employee	pass	report	fisherman	AT	1.6	0.97	The employee passed the report to the fisherman .			
child	lend	pen	surgeon	AT	1.75	1.73	The child lent the pen to the surgeon .	0.00019941371283493936	child_(0.09423937);man_(0.0703206);boy_(0.05609961);woman_(0.05126927);teacher_(0.026846053);	2.6304232960683294e-05
reporter	bring	news	tailor	AT	2.5	1.53	The reporter brought the news to the tailor .			
boss	promise	promotion	runner	AT	3.85	2.06	The boss promised the promotion to the runner .	0.00011989678023383021	top_(0.060133487);boss_(0.048663273);club_(0.034612056);team_(0.032104455);captain_(0.024003211);	0.00012888049241155386
child	throw	ball	politician	AT	2.1	1.45	The child threw the ball to the politician .	8.483132842229679e-05	ball_(0.12546864);ground_(0.0754746);field_(0.025943799);pitcher_(0.019292254);coach_(0.017723696);	4.502151568885893e-06
parent	give	present	goalkeeper	AT	2.2	1.6	The parent gave the present to the goalkeeper .	1.2027131788272527e-06	child_(0.84231275);student_(0.01592036);baby_(0.014018805);infant_(0.012336866);parent_(0.011933616);	5.893680736335227e-06
scientist	report	finding	swimmer	AT	2.0	1.7	The scientist reported the finding to the swimmer .	6.6172283368359786e-06	police_(0.11839924);authorities_(0.1062371);government_(0.07301806);court_(0.051278632);media_(0.039091915);	8.189634172595106e-06
sergeant	assign	mission	nun	AT	1.2	0.4	The sergeant assigned the mission to the nun .	2.3576341845910065e-05	sergeant_(0.0584973);lieutenant_(0.04335524);pilot_(0.04289241);officer_(0.034532078);captain_(0.025201328);	3.6281667235016357e-06
nurse	hand	lancet	chef	AT	2.0	1.9	The nurse handed the lancet to the chef .	0.001298912218771875	doctor_(0.5320375);boy_(0.05107124);patient_(0.03929051);nurse_(0.039041184);man_(0.026323842);	2.657357617863454e-05
diplomat	carry	message	grandfather	AT	2.35	1.31	The diplomat carried the message to the grandfather .	2.163627686968539e-05	king_(0.07740993);Emperor_(0.06224798);emperor_(0.05047576);president_(0.03300207);King_(0.029707855);	2.0160941858193837e-05
priest	teach	bible	binman	AT	2.8	1.5	The priest taught the bible to the binman .			
policeman	put	criminal	tub	AT	1.6	1.43	The policeman put the criminal to the tub .	1.2374429388728458e-05	ground_(0.32467872);hospital_(0.059572987);bed_(0.036381453);jail_(0.030841107);death_(0.030712519);	2.8296517484704964e-05
hairstylist	spray	foam	car	AT	1.85	1.46	The hairstylist sprayed the foam to the car .	0.003586909733712673	floor_(0.23885871);hair_(0.05482424);ground_(0.040315945);table_(0.032615297);ceiling_(0.0301415);	0.00013398392184171826
witness	report	crime	chemist	AT	1.8	1.17	The witness reported the crime to the chemist .	2.226354581580381e-06	police_(0.8206479);authorities_(0.06757444);sheriff_(0.017211404);magistrate_(0.009564134);court_(0.008964106);	2.5820455107350426e-07
soldier	throw	bomb	handmaid	AT	1.65	0.85	The soldier threw the bomb to the handmaid .			
billionaire	donate	money	goalkeeper	AT	1.9	1.67	The billionaire donated the money to the goalkeeper .	3.226083208573982e-06	charity_(0.12330112);orphanage_(0.08736815);foundation_(0.08339089);hospital_(0.08008725);school_(0.055628084);	5.893680736335227e-06
bartender	hand	drink	surgeon	AT	2.9	1.48	The bartender handed the drink to the surgeon .	0.00015984830679371953	man_(0.15461059);boy_(0.09344709);woman_(0.07243226);girl_(0.053769004);kid_(0.018727276);	2.6304232960683294e-05
billionaire	donate	money	supermarket	AT	2.75	1.18	The billionaire donated the money to the supermarket .	0.00012320624955464154	charity_(0.12330112);orphanage_(0.08736815);foundation_(0.08339089);hospital_(0.08008725);school_(0.055628084);	8.305934215968591e-07
boss	assign	job	queen	AT	1.3	0.56	The boss assigned the job to the queen .	0.0003362992429174483	boy_(0.0751522);girl_(0.07312343);student_(0.03648385);kid_(0.035367295);child_(0.026410053);	4.165704012848437e-05
professor	teach	language	beautician	AT	2.2	1.44	The professor taught the language to the beautician .			
president	promise	reform	grocer	AT	2.55	1.36	The president promised the reform to the grocer .			
priest	teach	bible	climber	AT	2.5	1.47	The priest taught the bible to the climber .			
farmer	spray	pesticide	hair	AT	1.05	0.22	The farmer sprayed the pesticide to the hair .	0.0001923634554259479	ground_(0.26012275);field_(0.030772153);sky_(0.02953876);trees_(0.02461425);grass_(0.023065243);	0.00018037701374851167
traveller	hand	bag	footballer	AT	1.5	0.81	The traveller handed the bag to the footballer .	3.3954460377572104e-05	man_(0.11804894);boy_(0.05985414);driver_(0.048147433);woman_(0.044233244);guard_(0.043840155);	2.0784726075362414e-05
beautician	spread	cream	cake	AT	1.7	0.78	The beautician spread the cream to the cake .	0.0016476885648444295	skin_(0.057665627);floor_(0.057461195);baby_(0.05625899);table_(0.051489215);body_(0.028226735);	1.3178635526855942e-05
farmer	sell	corn	hospital	AT	2.1	0.99	The farmer sold the corn to the hospital .	0.001076125423423946	church_(0.063245535);king_(0.03239011);soldiers_(0.027078751);army_(0.021700986);villagers_(0.019193197);	2.6729803721536882e-06
manager	rent	room	surfer	AT	2.45	1.53	The manager rented the room to the surfer .			
student	send	email	farmer	AT	2.5	1.43	The student sent the email to the farmer .	0.00012897886335849762	school_(0.12921816);police_(0.08719765);university_(0.039825555);teacher_(0.0341013);editor_(0.028002212);	7.211639604065567e-05
student	send	email	postman	AT	2.35	1.53	The student sent the email to the postman .			
general	send	soldier	park	AT	2.2	1.21	The general sent the soldier to the park .	0.0014603541931137443	hospital_(0.04171023);palace_(0.03169264);camp_(0.023809489);front_(0.01821596);field_(0.017932402);	4.0063059714157134e-05
confectioner	spread	icing	steak	AT	1.45	0.59	The confectioner spread the icing to the steak .	3.6971641748095863e-06	table_(0.0539349);children_(0.04723481);ground_(0.047023475);guests_(0.03989016);audience_(0.039710242);	8.044688001973554e-06
waiter	bring	glass	thief	AT	2.1	1.22	The waiter brought the glass to the thief .	4.548603556031594e-07	table_(0.869391);bar_(0.010387886);tray_(0.0053911335);desk_(0.0044121915);bedside_(0.0041130967);	1.1958081813645549e-05
chemist	pour	compound	puddle	AT	2.3	1.71	The chemist poured the compound to the puddle .			
teacher	explain	exercise	sergeant	AT	2.05	1.12	The teacher explained the exercise to the sergeant .	6.749398016836494e-05	student_(0.33201987);students_(0.29327905);pupil_(0.06376325);children_(0.059619468);child_(0.05947812);	2.9386595997493714e-05
anchorman	tell	news	patient	AT	2.4	1.83	The anchorman told the news to the patient .	0.00021779087546747178	audience_(0.3460822);viewers_(0.13736154);crowd_(0.1339456);reporters_(0.049592406);children_(0.027144507);	4.9246897106058896e-05
mechanic	spread	coating	toenail	AT	1.1	0.3	The mechanic spread the coating to the toenail .			
footballer	pass	ball	cat	AT	1.45	0.92	The footballer passed the ball to the cat .	2.0060246242792346e-05	goalkeeper_(0.58975875);keeper_(0.077730455);referee_(0.060734887);defender_(0.046344474);striker_(0.015676899);	0.00010151626338483766
child	throw	ball	electrician	AT	1.95	1.28	The child threw the ball to the electrician .			
porter	load	luggage	catamaran	AT	4.3	1.93	The porter loaded the luggage to the catamaran .			
waiter	pour	wine	lake	AT	1.15	0.36	The waiter poured the wine to the lake .	3.8336704164976254e-05	table_(0.6021785);side_(0.055588428);glass_(0.023270389);sides_(0.022718394);plate_(0.01822849);	7.12815162842162e-05
chauffeur	carry	passenger	battlefield	AT	1.75	1.18	The chauffeur carried the passenger to the battlefield .	1.804084786272142e-05	hotel_(0.17025115);car_(0.123627976);station_(0.048394624);airport_(0.031007964);carriage_(0.03004346);	4.171700311417226e-06
employer	offer	job	child	AT	2.0	1.1	The employer offered the job to the child .	0.057168297469615936	student_(0.1578532);students_(0.058129404);child_(0.057168297);girl_(0.04463329);children_(0.04239293);	8.546561730327085e-05
footballer	pass	ball	nurse	AT	1.75	0.89	The footballer passed the ball to the nurse .	1.6437145404779585e-06	goalkeeper_(0.58975875);keeper_(0.077730455);referee_(0.060734887);defender_(0.046344474);striker_(0.015676899);	2.2996000836883468e-07
bank	assign	code	plumber	AT	2.65	1.31	The bank assigned the code to the plumber .			
professor	teach	language	firefighter	AT	2.45	1.56	The professor taught the language to the firefighter .			
teacher	lend	book	burglar	AT	1.4	0.73	The teacher lent the book to the burglar .			
doctor	offer	support	lawyer	AT	3.2	1.54	The doctor offered the support to the lawyer .	0.0037772217765450478	boy_(0.058416534);patient_(0.046389226);child_(0.044653628);girl_(0.04246976);man_(0.0382387);	1.2036640328005888e-05
salesperson	send	questionnaire	monarch	AT	1.8	1.08	The salesperson sent the questionnaire to the monarch .	1.8847700630431063e-05	police_(0.119312435);office_(0.03435307);manager_(0.029820684);customer_(0.024808683);bank_(0.021580359);	7.986975106177852e-06
government	offer	protection	gardener	AT	2.15	1.62	The government offered the protection to the gardener .			
president	promise	reform	actor	AT	2.35	1.68	The president promised the reform to the actor .	2.019814564846456e-05	people_(0.23650403);parliament_(0.067534715);Congress_(0.05250307);country_(0.04444241);students_(0.025578635);	1.2099212653993163e-05
scientist	report	finding	butcher	AT	1.15	0.36	The scientist reported the finding to the butcher .	6.629804829572095e-06	police_(0.11839924);authorities_(0.1062371);government_(0.07301806);court_(0.051278632);media_(0.039091915);	2.718371661103447e-06
teacher	give	homework	gambler	AT	2.4	1.5	The teacher gave the homework to the gambler .			
chauffeur	carry	passenger	dump	AT	2.05	1.28	The chauffeur carried the passenger to the dump .	1.3940860299044289e-05	hotel_(0.17025115);car_(0.123627976);station_(0.048394624);airport_(0.031007964);carriage_(0.03004346);	6.145623046904802e-05
witness	explain	circumstances	cook	AT	1.35	0.91	The witness explained the circumstances to the cook .	1.2913537830172572e-05	court_(0.2787516);jury_(0.27489465);police_(0.11346436);judge_(0.06042298);officer_(0.013802686);	4.387085027701687e-06
witness	report	crime	baker	AT	1.2	0.4	The witness reported the crime to the baker .			
child	tell	lie	politician	AT	2.0	1.05	The child told the lie to the politician .	6.748352461727336e-05	child_(0.14694782);man_(0.04394813);woman_(0.042298656);mother_(0.039395336);boy_(0.027895784);	4.502151568885893e-06
doctor	offer	support	hairstylist	AT	2.65	1.59	The doctor offered the support to the hairstylist .			
crew	load	container	helicopter	AT	4.5	1.57	The crew loaded the container to the helicopter .	0.03175783529877663	ship_(0.09086741);dock_(0.07906956);deck_(0.060037468);truck_(0.05120381);surface_(0.039449606);	6.922084139660001e-05
professor	donate	book	slave	AT	1.8	1.21	The professor donated the book to the slave .	3.7568187849501555e-07	library_(0.45665953);museum_(0.09780194);school_(0.06864944);university_(0.062288884);Library_(0.03525984);	2.3828877601772547e-05
policeman	put	criminal	shuttle	AT	2.35	1.53	The policeman put the criminal to the shuttle .	8.021429493965115e-06	ground_(0.32467872);hospital_(0.059572987);bed_(0.036381453);jail_(0.030841107);death_(0.030712519);	3.023368481080979e-05
president	give	speech	clown	AT	1.9	1.51	The president gave the speech to the clown .	4.118169272260275e-07	crowd_(0.20419265);nation_(0.16335537);audience_(0.07150399);people_(0.07126579);troops_(0.03625637);	2.423610567348078e-06
government	offer	protection	penguin	AT	1.5	1.02	The government offered the protection to the penguin .			
jeweller	put	necklace	fridge	AT	1.55	0.74	The jeweller put the necklace to the fridge .	6.196761387400329e-05	light_(0.10866942);table_(0.10158493);side_(0.07389742);fire_(0.04709258);floor_(0.041573446);	1.9098044958809623e-06
diplomat	carry	message	confectioner	AT	1.85	1.06	The diplomat carried the message to the confectioner .			
dealer	sell	car	referee	AT	3.1	1.3	The dealer sold the car to the referee .	2.1468307750183158e-05	government_(0.06600806);owner_(0.045979694);police_(0.041914966);buyer_(0.03793873);bank_(0.0261841);	0.00016214093193411827
vandal	spray	paint	hair	AT	2.2	1.03	The vandal sprayed the paint to the hair .	8.672207331983373e-05	ground_(0.24310781);floor_(0.14391069);sidewalk_(0.06070246);ceiling_(0.05613653);wall_(0.056027155);	0.00015196169260889292
