SUBJECT	VERB	OBJECT	INSTRUMENT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
policeman	examine	car	telescope	AT	1.8	0.81	The policeman examined the car with the telescope .	0.010257278569042683	flashlight_(0.07461145);camera_(0.06640758);gun_(0.05410459);rifle_(0.037668966);shotgun_(0.03295534);	5.810621951241046e-05
mother	prepare	food	bonfire	AT	2.5	1.6	The mother prepared the food with the bonfire .			
cook	flip	pancake	shovel	AT	1.15	0.48	The cook flipped the pancake with the shovel .			
dog	carry	ball	basket	AT	1.5	0.59	The dog carried the ball with the basket .	0.008155434392392635	ball_(0.28595662);bat_(0.041830175);stick_(0.031223647);football_(0.029661017);players_(0.022651805);	4.439217718754662e-06
waiter	bring	glass	backpack	AT	1.2	0.4	The waiter brought the glass with the backpack .	1.7151864994957577e-06	wine_(0.37403023);champagne_(0.06349052);tea_(0.035324685);rest_(0.03429786);coffee_(0.03190571);	8.438589247816708e-06
mother	prepare	food	kiln	AT	2.65	1.88	The mother prepared the food with the kiln .			
guard	tie	prisoner	headphones	AT	1.5	1.32	The guard tied the prisoner with the headphones .			
singer	perform	music	megaphone	AT	3.35	1.77	The singer performed the music with the megaphone .			
waiter	mix	drink	drill	AT	1.2	0.51	The waiter mixed the drink with the drill .	9.417531146027613e-07	water_(0.18514234);coffee_(0.14352006);wine_(0.12930973);beer_(0.052939255);tea_(0.046421517);	5.290462468110491e-06
firefighter	fight	fire	bottle	AT	1.65	0.73	The firefighter fought the fire with the bottle .	0.0006917951977811754	hose_(0.079931185);rope_(0.03121565);flames_(0.029161714);man_(0.021556396);ladder_(0.02146865);	1.2699578064712114e-06
skier	gain	speed	oar	AT	1.85	1.8	The skier gained the speed with the oar .			
goalkeeper	grab	ball	mouth	AT	1.3	0.46	The goalkeeper grabbed the ball with the mouth .	0.00018557283328846097	ball_(0.23571856);foot_(0.10917737);arm_(0.05172142);hand_(0.04137441);feet_(0.03778935);	5.5635096032347064e-06
tailor	sew	dress	scalpel	AT	1.5	0.92	The tailor sewed the dress with the scalpel .			
student	send	email	television	AT	1.6	0.8	The student sent the email with the television .	5.65489563086885e-06	message_(0.046575833);note_(0.039788377);results_(0.039772555);picture_(0.036442433);letter_(0.02833585);	1.6519907148904167e-05
spectator	watch	game	magnifier	AT	3.25	2.07	The spectator watched the game with the magnifier .			
butcher	cut	meat	razor	AT	1.65	1.24	The butcher cut the meat with the razor .	0.003804899984970689	knife_(0.8886443);knives_(0.046208713);axe_(0.012042749);blade_(0.00898557);fork_(0.007861795);	1.0400145811217953e-06
sweeper	clean	street	sponge	AT	1.65	0.85	The sweeper cleaned the street with the sponge .			
footballer	hit	ball	bat	AT	1.75	1.51	The footballer hit the ball with the bat .	0.030565466731786728	ball_(0.32221603);stick_(0.07847013);foot_(0.06471296);feet_(0.032213446);bat_(0.030565467);	2.3368342226604e-05
porter	carry	bag	sled	AT	1.85	1.06	The porter carried the bag with the sled .			
surfer	catch	wave	lifesaver	AT	2.15	1.42	The surfer caught the wave with the lifesaver .			
chauffeur	carry	passenger	barrow	AT	1.35	0.65	The chauffeur carried the passenger with the barrow .			
dog	dig	hole	tail	AT	1.5	0.81	The dog dug the hole with the tail .	0.007083453703671694	knife_(0.108965546);stick_(0.096490905);bucket_(0.02112619);sticks_(0.020322846);brush_(0.019250574);	3.7441459426190704e-05
volunteer	bring	food	raft	AT	2.95	1.53	The volunteer brought the food with the raft .			
waiter	clear	table	vacuum	AT	1.8	1.17	The waiter cleared the table with the vacuum .	3.0838738894090056e-05	drinks_(0.10561152);rest_(0.053376142);food_(0.045136865);others_(0.037928555);dishes_(0.03524719);	3.2134059892996447e-06
demonstrator	throw	stone	catapult	AT	2.7	1.79	The demonstrator threw the stone with the catapult .			
musician	entertain	crowd	flag	AT	2.45	1.16	The musician entertained the crowd with the flag .	3.772345371544361e-05	music_(0.27362263);song_(0.17692234);songs_(0.06114541);melody_(0.035655156);flute_(0.026319414);	0.00010477209434611723
deejay	mix	music	phone	AT	3.1	1.7	The deejay mixed the music with the phone .	9.785559814190492e-05	words_(0.25075987);lyrics_(0.13320842);dance_(0.0382484);song_(0.031755734);vocals_(0.020967912);	9.166191011900082e-05
mover	move	furniture	bicycle	AT	1.85	1.24	The mover moved the furniture with the bicycle .	0.00013124622637405992	car_(0.026284605);floor_(0.024869323);furniture_(0.019367306);others_(0.017508386);boxes_(0.017224621);	1.8498574718250893e-05
farmer	plow	field	helicopter	AT	1.15	0.36	The farmer plowed the field with the helicopter .	0.00011831731535494328	tractor_(0.5659565);axe_(0.029865036);bucket_(0.017014183);dogs_(0.015244944);hammer_(0.013801599);	7.134872430469841e-05
policeman	capture	thief	saber	AT	1.9	1.09	The policeman captured the thief with the saber .			
crew	load	container	catapult	AT	1.7	0.95	The crew loaded the container with the catapult .			
sailor	face	ocean	inflatable	AT	2.75	1.44	The sailor faced the ocean with the inflatable .			
barber	cut	hair	laser	AT	1.35	0.91	The barber cut the hair with the laser .	0.0006941352039575577	brush_(0.26469192);razor_(0.2547533);comb_(0.09450806);knife_(0.06830824);pins_(0.04105456);	0.0004729648062493652
businessman	read	report	telescope	AT	1.0	0.0	The businessman read the report with the telescope .	0.0002386380365351215	others_(0.099473685);clerk_(0.047323253);newspaper_(0.022802446);reporter_(0.016593246);other_(0.016151924);	5.810621951241046e-05
receiver	catch	baseball	pincers	AT	1.15	0.48	The receiver caught the baseball with the pincers .			
guest	hang	coat	glue	AT	1.2	0.4	The guest hung the coat with the glue .			
soldier	dig	trench	spoon	AT	1.4	0.73	The soldier dug the trench with the spoon .	0.0005521323182620108	knife_(0.10161299);axe_(0.054409124);sword_(0.03839099);stick_(0.02472938);earth_(0.024309121);	1.159825870900022e-07
pyromaniac	start	fire	magnifier	AT	4.6	1.69	The pyromaniac started the fire with the magnifier .			
