SUBJECT	VERB	OBJECT	TIME	typicality	LM	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
coach	check	team	wedding	AT	before	2.15	1.39	The coach checked the team before the wedding .	7.131903112167493e-05	game_(0.44730964);start_(0.053700987);match_(0.04232279);first_(0.026725456);final_(0.015288704);	9.388862309833712e-08
climber	face	wall	conference	AT	during	2.0	1.84	The climber faced the wall during the conference .	5.213266922510229e-05	climb_(0.09919548);first_(0.06629051);ascent_(0.0441981);second_(0.03824531);descent_(0.03483577);	6.37408720649546e-06
speaker	entertain	audience	hunting	AT	during	3.1	2.21	The speaker entertained the audience during the hunting .	7.138905857573263e-06	opening_(0.0815564);presentation_(0.031030275);event_(0.029850177);speech_(0.027368458);first_(0.022167541);	4.316002105042571e-06
soldier	fight	enemy	earthquake	AT	during	2.7	1.79	The soldier fought the enemy during the earthquake .	1.1339726370351855e-05	Battle_(0.14413747);war_(0.078161374);battle_(0.065854646);Second_(0.039562237);First_(0.027317956);	1.6993358258332592e-06
footballer	chase	ball	festival	AT	during	3.7	1.95	The footballer chased the ball during the festival .	2.5883366106427275e-05	match_(0.13326895);game_(0.09679456);second_(0.039632987);first_(0.028924525);final_(0.024479847);	3.2975518138300686e-07
cyclist	fix	bike	funeral	AT	after	2.55	1.56	The cyclist fixed the bike after the funeral .	1.683073423919268e-05	crash_(0.19110358);incident_(0.10339828);accident_(0.08948511);collision_(0.075564735);driver_(0.029420713);	9.827439839682484e-08
passenger	buy	ticket	meeting	AT	before	4.4	2.22	The passenger bought the ticket before the meeting .	0.0015671969158574939	flight_(0.1293793);plane_(0.08796957);train_(0.02860926);bus_(0.025405644);aircraft_(0.020760491);	1.0152180948352907e-05
speleologist	examine	cave	breakfast	AT	during	2.65	1.42	The speleologist examined the cave during the breakfast .	6.735102488164557e-06	summer_(0.098721765);winter_(0.04594843);last_(0.03243128);first_(0.024558984);day_(0.02407662);	1.0623573132306774e-09
refugee	find	shelter	party	AT	during	2.2	1.44	The refugee found the shelter during the party .	0.0004169836756773293	night_(0.11278646);storm_(0.055560116);attack_(0.020244034);summer_(0.019233758);search_(0.014152251);	8.956614010457997e-07
truck	hit	car	festival	AT	during	3.7	1.87	The truck hit the car during the festival .	0.0002355398901272565	crash_(0.08773841);rush_(0.03515943);collision_(0.030881666);incident_(0.030726556);accident_(0.022140628);	3.2975518138300686e-07
player	gather	balls	accident	AT	after	1.35	0.79	The player gathered the balls after the accident .	0.0001337598660029471	game_(0.07474492);match_(0.06829633);first_(0.06588068);ball_(0.06275549);final_(0.028987845);	4.786439967574552e-05
student	hear	lecture	holidays	AT	during	2.25	1.18	The student heard the lecture during the holidays .	0.0005197075079195201	first_(0.053032644);day_(0.04398473);morning_(0.037162267);lunch_(0.031244623);class_(0.027312405);	1.0896652469227774e-07
hiker	face	mountain	festival	AT	during	2.5	2.04	The hiker faced the mountain during the festival .	0.00041478333878330886	day_(0.05946174);morning_(0.0562981);night_(0.050676726);first_(0.028090307);early_(0.027358491);	2.742056892657274e-07
hound	fetch	bird	diving	AT	during	2.55	1.28	The hound fetched the bird during the diving .	1.3300355021783616e-05	night_(0.13139412);day_(0.054419994);evening_(0.048298854);afternoon_(0.03204414);hunt_(0.031623006);	1.148648509641248e-09
musician	entertain	crowd	flight	AT	during	3.05	1.72	The musician entertained the crowd during the flight .	0.00013971381122246385	concert_(0.07915153);show_(0.054012083);performance_(0.051416155);opening_(0.049252905);event_(0.029206773);	5.6513947299663414e-08
professor	deliver	lecture	walk	AT	during	3.6	1.93	The professor delivered the lecture during the walk .	6.238677451619878e-05	annual_(0.04401722);first_(0.037563562);opening_(0.027231425);second_(0.022469278);University_(0.01595634);	0.00015843554865568876
priest	celebrate	marriage	race	AT	during	2.0	1.52	The priest celebrated the marriage during the race .	2.9369615731411614e-05	Mass_(0.104286276);service_(0.06665505);feast_(0.039969523);mass_(0.03134158);ceremony_(0.026231458);	7.0556765422225e-05
soldier	carry	rifle	mass	AT	during	1.9	1.41	The soldier carried the rifle during the mass .	0.0012777709634974599	attack_(0.2738977);assault_(0.056790847);raid_(0.05640826);shooting_(0.040817935);battle_(0.034492724);	1.4686520444229245e-07
burglar	climb	wall	competition	AT	during	1.85	0.85	The burglar climbed the wall during the competition .	2.836510248016566e-05	burglary_(0.08104217);robbery_(0.07220369);break_(0.06486336);attack_(0.061935563);night_(0.04548621);	1.2461624976367602e-07
dealer	check	car	bombardment	AT	before	2.65	1.88	The dealer checked the car before the bombardment .	3.3345793326589046e-07	sale_(0.18024617);auction_(0.06548486);buyer_(0.042647913);transaction_(0.033786472);car_(0.031823594);	1.2718149946522317e-06
skier	gain	speed	storm	AT	during	2.0	1.45	The skier gained the speed during the storm .	0.001513893366791308	winter_(0.045252945);race_(0.025644276);first_(0.025557166);day_(0.021882894);final_(0.017682953);	1.4067626580072101e-05
candidate	celebrate	victory	surgery	AT	after	2.65	1.49	The candidate celebrated the victory after the surgery .	1.53414312080713e-05	results_(0.10081924);election_(0.0688488);vote_(0.059622325);final_(0.038650155);polls_(0.03016123);	2.798625428113155e-05
photographer	capture	image	surgery	AT	during	3.35	1.65	The photographer captured the image during the surgery .	8.107371104415506e-05	first_(0.0190072);storm_(0.01478747);final_(0.0145641);night_(0.014197447);second_(0.012608025);	2.798625428113155e-05
dog	fetch	ball	mass	AT	during	2.3	1.45	The dog fetched the ball during the mass .	6.25865941401571e-05	game_(0.08211283);first_(0.077981666);match_(0.051183);second_(0.041388273);final_(0.02275186);	1.0953688445169973e-07
student	complete	project	execution	AT	before	2.3	2.03	The student completed the project before the execution .	4.6043642214499414e-05	deadline_(0.16425419);end_(0.09924664);start_(0.03855044);summer_(0.022952702);semester_(0.021323876);	6.070533231650188e-08
soldier	cross	river	visit	AT	during	2.1	1.51	The soldier crossed the river during the visit .	0.0003699546796269715	night_(0.08705963);day_(0.041004065);battle_(0.036744032);attack_(0.02417411);first_(0.019878559);	0.0009764088899828494
scoutmaster	assemble	tent	robbery	AT	during	2.75	1.84	The scoutmaster assembled the tent during the robbery .	2.7560468879528344e-05	night_(0.071824655);day_(0.04972644);summer_(0.04269975);winter_(0.028902456);first_(0.028167527);	2.751476984030887e-07
singer	begin	performance	battle	AT	during	2.6	1.69	The singer began the performance during the battle .	0.00029454860487021506	"opening_(0.04899572);song_(0.04017384);first_(0.03699943);second_(0.033778444);""_(0.025871182);"	8.121966675389558e-05
mechanic	check	tire	shooting	AT	before	2.0	1.14	The mechanic checked the tire before the shooting .	0.00043732146150432527	car_(0.09554467);race_(0.06729951);driver_(0.024653118);test_(0.021619791);crash_(0.020518929);	1.111351593863219e-06
waiter	cut	cake	race	AT	during	1.85	0.91	The waiter cut the cake during the race .	0.0004727133200503886	meal_(0.08379336);wedding_(0.063272744);ceremony_(0.031663463);party_(0.027778387);dinner_(0.017254312);	7.0556765422225e-05
child	build	snowman	summer	AT	during	1.55	1.32	The child built the snowman during the summer .	0.07217516005039215	winter_(0.13156168);summer_(0.07217516);Christmas_(0.026397843);holiday_(0.023958612);snow_(0.022032004);	7.287041808012873e-05
waiter	deliver	drink	battle	AT	during	2.35	2.01	The waiter delivered the drink during the battle .	0.0007375458371825516	meal_(0.040583853);lunch_(0.023440871);first_(0.021799676);dinner_(0.020889504);night_(0.01854269);	8.121966675389558e-05
soldier	dig	trench	holidays	AT	before	2.85	2.03	The soldier dug the trench before the holidays .	7.5742150329460856e-06	attack_(0.058355223);battle_(0.03785676);first_(0.019803533);enemy_(0.013705791);soldiers_(0.012690493);	1.0896652469227774e-07
mason	fix	roof	run	AT	after	3.7	2.35	The mason fixed the roof after the run .	6.70024601276964e-05	roof_(0.09305828);fire_(0.08284545);storm_(0.049889237);earthquake_(0.022374406);first_(0.018947668);	6.871722143841907e-05
soldier	check	rifle	party	AT	during	3.0	2.32	The soldier checked the rifle during the party .	0.0001843662903411314	shooting_(0.07660633);attack_(0.05663527);assault_(0.043256126);raid_(0.036873527);search_(0.03582586);	8.956614010457997e-07
policeman	examine	car	dinner	AT	during	1.95	1.07	The policeman examined the car during the dinner .	9.031984518514946e-05	search_(0.10251827);investigation_(0.075230345);arrest_(0.041231632);stop_(0.038843326);chase_(0.03882644);	5.85994031077064e-11
student	drink	beer	morning	AT	during	2.85	1.77	The student drank the beer during the morning .	0.004838780965656042	party_(0.036554467);game_(0.03195692);night_(0.02859054);fight_(0.02222187);class_(0.020397535);	1.8773123883875087e-05
veterinarian	examine	dog	concert	AT	before	3.55	1.53	The veterinarian examined the dog before the concert .	8.120048005366698e-05	surgery_(0.060574032);attack_(0.043926764);dog_(0.037599508);shooting_(0.035624582);incident_(0.03544808);	2.0495418695531953e-08
footballer	deliver	kick	ceremony	AT	during	3.4	1.96	The footballer delivered the kick during the ceremony .	0.0001441685890313238	second_(0.101379335);first_(0.058600042);game_(0.040664524);final_(0.040431887);match_(0.03940589);	1.943090637723799e-06
undertaker	dig	grave	wedding	AT	before	2.3	1.95	The undertaker dug the grave before the wedding .	0.005784060340374708	funeral_(0.0778126);body_(0.0441072);burial_(0.021970501);coffin_(0.0152836805);bodies_(0.0148903895);	7.52651629909451e-08
goalkeeper	catch	ball	demonstration	AT	during	4.95	1.99	The goalkeeper caught the ball during the demonstration .	0.00010996761557180434	second_(0.07443092);first_(0.068412215);game_(0.04100912);final_(0.028188355);match_(0.028025381);	9.88440760352205e-08
child	cut	paper	rescue	AT	during	1.75	1.13	The child cut the paper during the rescue .	0.0003371849888935685	incident_(0.02576606);attack_(0.02423121);interview_(0.019914418);ceremony_(0.017130405);demonstration_(0.015634226);	3.587430228435551e-06
surfer	flip	board	conference	AT	during	1.65	0.79	The surfer flipped the board during the conference .	0.0006369211478158832	first_(0.08413223);final_(0.048802085);second_(0.046274383);game_(0.030938243);last_(0.021751834);	6.37408720649546e-06
waiter	carry	tray	lesson	AT	during	1.9	0.99	The waiter carried the tray during the lesson .	0.00028026822838000953	meal_(0.15830512);lunch_(0.044556722);dinner_(0.0436263);first_(0.01640101);wait_(0.014455963);	7.592639303766191e-05
traveller	check	watch	exam	AT	before	2.65	1.71	The traveller checked the watch before the exam .	0.0003692955360747874	flight_(0.06400559);trip_(0.033909447);departure_(0.032307778);train_(0.021973573);plane_(0.02179858);	9.449922799831256e-05
demonstrator	carry	flag	lunch	AT	during	3.75	1.41	The demonstrator carried the flag during the lunch .	0.00011229352094233036	rally_(0.21963991);demonstration_(0.19058494);protest_(0.13686116);march_(0.089766696);protests_(0.010721267);	1.047837719370115e-10
president	deliver	speech	diving	AT	after	3.0	1.84	The president delivered the speech after the diving .	8.70033318278729e-07	House_(0.09062792);Senate_(0.08259325);Supreme_(0.024007598);U_(0.02318992);Republican_(0.021477953);	1.2926505421617662e-09
artist	hang	picture	storm	AT	during	1.5	0.87	The artist hung the picture during the storm .	0.00021218130132183433	opening_(0.029774142);annual_(0.022709806);first_(0.015702924);last_(0.012494177);show_(0.011147365);	1.581603464728687e-05
roofer	climb	ladder	siege	AT	during	4.45	1.86	The roofer climbed the ladder during the siege .	0.002434588735923171	night_(0.04940176);storm_(0.046452582);fire_(0.040206578);morning_(0.02781694);day_(0.017105648);	1.7553306363993215e-08
horse	draw	carriage	conference	AT	during	1.9	1.79	The horse drew the carriage during the conference .	0.0003226941917091608	night_(0.042625345);day_(0.028668439);morning_(0.024355289);first_(0.020115748);early_(0.01856121);	6.218570433702553e-06
photographer	examine	camera	workout	AT	before	3.8	2.46	The photographer examined the camera before the workout .	0.00014520325930789113	shoot_(0.17388462);shot_(0.073835514);shooting_(0.069247834);photo_(0.058168557);shots_(0.021813419);	4.000007720605936e-07
librarian	climb	ladder	dinner	AT	during	2.0	1.82	The librarian climbed the ladder during the dinner .	0.001269221887923777	day_(0.04922911);morning_(0.03938926);night_(0.03455729);lunch_(0.032680765);afternoon_(0.027036933);	4.83258537353759e-11
mason	fix	wall	conference	AT	after	3.0	1.79	The mason fixed the wall after the conference .	0.00014054187340661883	first_(0.03644465);fire_(0.031062601);earthquake_(0.022058973);storm_(0.017161466);wall_(0.016257202);	6.37408720649546e-06
cameraman	record	video	breakfast	AT	during	2.7	1.19	The cameraman recorded the video during the breakfast .	0.0001179157625301741	incident_(0.033193428);shooting_(0.027493764);attack_(0.018819198);first_(0.013198197);protest_(0.013119088);	1.0920055970586873e-09
fighter	kick	opponent	marriage	AT	during	1.5	1.16	The fighter kicked the opponent during the marriage .	4.419222477736184e-06	first_(0.12726736);fight_(0.11492035);second_(0.110132314);round_(0.08635947);bout_(0.048622485);	2.7162494120602787e-07
soldier	gather	ammunition	surgery	AT	before	1.65	0.65	The soldier gathered the ammunition before the surgery .	0.00015389274631161243	attack_(0.08753819);assault_(0.025321404);shooting_(0.024615105);battle_(0.023775464);explosion_(0.014727199);	2.798625428113155e-05
traveller	check	bag	execution	AT	before	2.15	2.01	The traveller checked the bag before the execution .	6.12092626397498e-05	flight_(0.26489022);trip_(0.065777615);plane_(0.055540107);departure_(0.03400387);bus_(0.029746173);	6.070533231650188e-08
patient	report	symptom	inventory	AT	during	1.9	1.18	The patient reported the symptom during the inventory .	1.6645677533233538e-05	first_(0.10468086);course_(0.042960282);morning_(0.039998807);night_(0.027652303);last_(0.026727);	4.428763531905133e-06
mother	push	stroller	bombardment	AT	during	1.5	0.59	The mother pushed the stroller during the bombardment .	2.977604526677169e-05	incident_(0.07689376);attack_(0.06885091);crash_(0.065650396);ride_(0.05345653);accident_(0.03205727);	9.571044756739866e-07
child	open	present	demonstration	AT	during	2.2	1.33	The child opened the present during the demonstration .	0.0006644854438491166	day_(0.032967057);evening_(0.02655331);visit_(0.024098614);night_(0.023005236);first_(0.020166969);	9.88440760352205e-08
soldier	hear	command	mass	AT	during	1.65	0.65	The soldier heard the command during the mass .	0.0007740085711702704	attack_(0.09363513);battle_(0.06018983);assault_(0.037698895);night_(0.034099195);raid_(0.0331521);	1.4686520444229245e-07
teacher	use	blackboard	assault	AT	during	1.4	0.58	The teacher used the blackboard during the assault .	0.0006242907838895917	class_(0.10981678);lesson_(0.10024521);discussion_(0.025714278);meeting_(0.021667805);first_(0.019375386);	1.5215079656627495e-05
businessman	read	report	funeral	AT	before	1.8	0.75	The businessman read the report before the funeral .	0.00024216921883635223	meeting_(0.13408662);Senate_(0.037610237);vote_(0.035703328);committee_(0.034167007);hearing_(0.02907159);	9.827439839682484e-08
businessman	tie	necktie	workout	AT	before	1.7	0.95	The businessman tied the necktie before the workout .	4.622182677849196e-05	attack_(0.0919404);shooting_(0.08106102);fight_(0.02233057);incident_(0.01993652);two_(0.017606001);	3.484595652025746e-07
refugee	find	shelter	party	AT	during	1.7	0.71	The refugee found the shelter during the party .	0.0004169836756773293	night_(0.11278646);storm_(0.055560116);attack_(0.020244034);summer_(0.019233758);search_(0.014152251);	8.956614010457997e-07
waiter	clear	table	race	AT	after	1.9	0.89	The waiter cleared the table after the race .	0.0003279964439570904	meal_(0.17808072);two_(0.02456095);first_(0.024454188);waitress_(0.022944557);table_(0.016955081);	7.0556765422225e-05
doctor	sew	wound	dinner	AT	after	2.3	1.27	The doctor sewed the wound after the dinner .	7.194070349214599e-05	woman_(0.04577182);patient_(0.042971097);attack_(0.03623032);victim_(0.032511108);boy_(0.02701462);	4.83258537353759e-11
surgeon	examine	patient	parade	AT	before	2.0	1.67	The surgeon examined the patient before the parade .	1.6689466065145098e-05	operation_(0.4321997);surgery_(0.16587946);procedure_(0.16240074);transplant_(0.007401652);accident_(0.0046751495);	3.152083749569101e-08
violinist	wear	tuxedo	run	AT	during	1.4	0.58	The violinist wore the tuxedo during the run .	0.0006606811075471342	concert_(0.10206875);performance_(0.07529984);ceremony_(0.046699118);show_(0.028663136);premiere_(0.026071018);	6.613907316932455e-05
chemist	mix	substance	storm	AT	during	2.85	1.53	The chemist mixed the substance during the storm .	0.00021872259094379842	experiment_(0.047465008);process_(0.043135688);day_(0.031435467);first_(0.021363491);night_(0.02124354);	1.581603464728687e-05
swimmer	wear	goggles	dinner	AT	during	1.4	0.49	The swimmer wore the goggles during the dinner .	0.0001759871665854007	race_(0.17142676);swim_(0.043159343);event_(0.03920599);competition_(0.036820505);first_(0.0257502);	4.83258537353759e-11
witness	explain	circumstances	massage	AT	during	1.9	1.37	The witness explained the circumstances during the massage .	7.832164556020871e-05	hearing_(0.08312189);incident_(0.07000686);interview_(0.06408868);shooting_(0.038035944);trial_(0.028531544);	2.550644069287955e-07
