SUBJECT	VERB	OBJECT	RECIPIENT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
patient	report	symptom	architect	AT	1.9	1.79	The patient reported the symptom to the architect .	9.833547665039077e-07	doctor_(0.54058975);physician_(0.19984604);hospital_(0.045063473);ER_(0.032600086);GP_(0.023473257);	3.896475675446709e-08
mechanic	spread	coating	wall	AT	2.25	1.84	The mechanic spread the coating to the wall .	0.0017560289707034826	floor_(0.07812727);tires_(0.053538952);windshield_(0.036065217);car_(0.036059167);engine_(0.03293913);	1.0458913493494038e-05
librarian	put	book	fridge	AT	2.2	1.94	The librarian put the book to the fridge .	6.712990580126643e-05	test_(0.5604519);side_(0.14289758);shelf_(0.021570852);counter_(0.019916318);back_(0.015109058);	8.755936420357102e-08
sculptor	teach	art	skater	AT	1.85	0.85	The sculptor taught the art to the skater .			
investor	rent	land	milkman	AT	2.35	1.49	The investor rented the land to the milkman .			
vandal	spray	paint	pot	AT	3.5	2.11	The vandal sprayed the paint to the pot .	0.00014516306691803038	car_(0.05900157);building_(0.044183727);wall_(0.044171255);ground_(0.043339383);windshield_(0.03817312);	5.4641695896862075e-06
blacksmith	pour	metal	glass	AT	2.8	2.09	The blacksmith poured the metal to the glass .	0.0007720947614870965	fire_(0.10007986);surface_(0.0654602);ground_(0.05993255);furnace_(0.03927505);forge_(0.031371024);	3.381863962204079e-07
scientist	report	finding	lumberjack	AT	2.1	1.64	The scientist reported the finding to the lumberjack .			
salesperson	send	questionnaire	astronaut	AT	1.75	1.51	The salesperson sent the questionnaire to the astronaut .	4.390357389638666e-06	customer_(0.15180176);client_(0.10480602);company_(0.059666347);buyer_(0.054574415);manufacturer_(0.022525478);	1.8622856146066624e-07
employee	pass	report	fisherman	AT	1.6	0.97	The employee passed the report to the fisherman .	6.504686211883381e-07	supervisor_(0.16423841);FBI_(0.108498245);police_(0.080053486);company_(0.047631197);manager_(0.0418547);	6.026976961948094e-07
child	lend	pen	surgeon	AT	1.75	1.73	The child lent the pen to the surgeon .	0.00013838132144883275	teacher_(0.24606581);boy_(0.055383265);mother_(0.05299);man_(0.027658839);child_(0.02132781);	8.779068849662508e-08
reporter	bring	news	tailor	AT	2.5	1.53	The reporter brought the news to the tailor .	4.432523201103322e-05	podium_(0.050085366);editor_(0.042904556);meeting_(0.03483608);table_(0.03014685);president_(0.029218102);	1.464262936679006e-06
boss	promise	promotion	runner	AT	3.85	2.06	The boss promised the promotion to the runner .	0.00011424934200476855	employee_(0.08669657);boy_(0.05585521);girl_(0.034115743);man_(0.026250612);victim_(0.02533778);	1.7368795397487702e-06
child	throw	ball	politician	AT	2.1	1.45	The child threw the ball to the politician .	9.645503268984612e-06	coach_(0.05944429);dog_(0.039264955);mother_(0.036096755);referee_(0.032639574);ground_(0.025753042);	2.3346237298937922e-07
parent	give	present	goalkeeper	AT	2.2	1.6	The parent gave the present to the goalkeeper .	3.3682438242976787e-06	child_(0.77570605);children_(0.031375315);kid_(0.022068808);son_(0.02008744);baby_(0.017529402);	8.787684464550694e-07
scientist	report	finding	swimmer	AT	2.0	1.7	The scientist reported the finding to the swimmer .			
sergeant	assign	mission	nun	AT	1.2	0.4	The sergeant assigned the mission to the nun .	1.1577026270970237e-05	commander_(0.08560643);captain_(0.05642096);unit_(0.03974817);lieutenant_(0.038664967);team_(0.029180394);	5.085184398012643e-07
nurse	hand	lancet	chef	AT	2.0	1.9	The nurse handed the lancet to the chef .	8.528105536242947e-05	doctor_(0.55727756);patient_(0.10127159);surgeon_(0.08668103);physician_(0.032776017);man_(0.013705987);	1.5786167750775348e-07
diplomat	carry	message	grandfather	AT	2.35	1.31	The diplomat carried the message to the grandfather .	2.7013013095711358e-05	president_(0.11370058);President_(0.048481304);embassy_(0.041255724);airport_(0.038808092);ambassador_(0.024221646);	3.6467000086304324e-08
priest	teach	bible	binman	AT	2.8	1.5	The priest taught the bible to the binman .			
policeman	put	criminal	tub	AT	1.6	1.43	The policeman put the criminal to the tub .	3.967441443819553e-06	ground_(0.4395155);floor_(0.09477238);death_(0.09040553);sword_(0.046574786);test_(0.042031895);	1.1355630391562954e-07
hairstylist	spray	foam	car	AT	1.85	1.46	The hairstylist sprayed the foam to the car .	0.0005922389682382345	hair_(0.12318872);scalp_(0.08127537);ends_(0.05307384);face_(0.033493303);roots_(0.02223378);	9.197642611979973e-06
witness	report	crime	chemist	AT	1.8	1.17	The witness reported the crime to the chemist .	1.2577928032442287e-07	police_(0.9388001);Police_(0.02008818);authorities_(0.016458597);NYPD_(0.0058214255);cops_(0.0014099436);	3.0970550142228603e-06
soldier	throw	bomb	handmaid	AT	1.65	0.85	The soldier threw the bomb to the handmaid .			
billionaire	donate	money	goalkeeper	AT	1.9	1.67	The billionaire donated the money to the goalkeeper .	1.0118056934516062e-06	charity_(0.22350623);ACLU_(0.11125816);school_(0.060682297);foundation_(0.040336095);church_(0.03919349);	8.787684464550694e-07
bartender	hand	drink	surgeon	AT	2.9	1.48	The bartender handed the drink to the surgeon .	6.82822210364975e-05	customer_(0.1703707);man_(0.07309797);waitress_(0.07066247);woman_(0.066004254);girl_(0.044579525);	8.779068849662508e-08
billionaire	donate	money	supermarket	AT	2.75	1.18	The billionaire donated the money to the supermarket .	0.0004277206608094275	charity_(0.22350623);ACLU_(0.11125816);school_(0.060682297);foundation_(0.040336095);church_(0.03919349);	4.0375320509156154e-07
boss	assign	job	queen	AT	1.3	0.56	The boss assigned the job to the queen .	3.075901622651145e-05	assistant_(0.035956047);employee_(0.035586935);girl_(0.032056674);boy_(0.02244885);manager_(0.02230825);	1.7665472284988937e-07
professor	teach	language	beautician	AT	2.2	1.44	The professor taught the language to the beautician .			
president	promise	reform	grocer	AT	2.55	1.36	The president promised the reform to the grocer .	4.7332869144156575e-05	public_(0.07961778);people_(0.06994795);Congress_(0.052127846);press_(0.044149797);opposition_(0.042168386);	3.3905786267496296e-07
priest	teach	bible	climber	AT	2.5	1.47	The priest taught the bible to the climber .			
farmer	spray	pesticide	hair	AT	1.05	0.22	The farmer sprayed the pesticide to the hair .	7.492038275813684e-05	field_(0.13242333);ground_(0.08934816);soil_(0.04348622);fields_(0.039237253);area_(0.036344633);	2.8482363632065244e-06
traveller	hand	bag	footballer	AT	1.5	0.81	The traveller handed the bag to the footballer .	4.522042945609428e-05	police_(0.13958202);guard_(0.10891662);driver_(0.06405028);officer_(0.06298347);policeman_(0.052602977);	5.494034098774137e-07
beautician	spread	cream	cake	AT	1.7	0.78	The beautician spread the cream to the cake .	0.0014761964557692409	skin_(0.077276126);face_(0.06862418);lips_(0.031420358);forehead_(0.027096378);area_(0.025545154);	5.940177416619008e-08
farmer	sell	corn	hospital	AT	2.1	0.99	The farmer sold the corn to the hospital .	0.0025554862804710865	city_(0.06396739);buyer_(0.05533045);farmer_(0.04719287);store_(0.040902212);company_(0.023345063);	9.70906398833904e-07
manager	rent	room	surfer	AT	2.45	1.53	The manager rented the room to the surfer .			
student	send	email	farmer	AT	2.5	1.43	The student sent the email to the farmer .	1.9176550267729908e-05	school_(0.19707432);teacher_(0.08640731);university_(0.05669108);professor_(0.05285238);principal_(0.03937782);	1.4640896779383183e-06
student	send	email	postman	AT	2.35	1.53	The student sent the email to the postman .			
general	send	soldier	park	AT	2.2	1.21	The general sent the soldier to the park .	8.171879017027095e-05	capital_(0.06270006);hospital_(0.057749666);front_(0.055394277);rear_(0.034740973);battlefield_(0.029661847);	9.518077490611176e-07
confectioner	spread	icing	steak	AT	1.45	0.59	The confectioner spread the icing to the steak .	2.038184175034985e-05	top_(0.10671112);bottom_(0.056246754);surface_(0.040712252);table_(0.038436048);floor_(0.028623018);	3.887237198796356e-07
waiter	bring	glass	thief	AT	2.1	1.22	The waiter brought the glass to the thief .	7.051006105029956e-05	table_(0.42133453);kitchen_(0.047863606);bartender_(0.026444292);waitress_(0.018740512);desk_(0.016009076);	9.169657033680778e-08
chemist	pour	compound	puddle	AT	2.3	1.71	The chemist poured the compound to the puddle .			
teacher	explain	exercise	sergeant	AT	2.05	1.12	The teacher explained the exercise to the sergeant .	6.896629656694131e-06	students_(0.4748407);class_(0.29766732);student_(0.082702756);children_(0.032462068);kids_(0.014955089);	2.6151334964197304e-07
anchorman	tell	news	patient	AT	2.4	1.83	The anchorman told the news to the patient .	0.0003301851393189281	audience_(0.20073198);reporter_(0.07290832);crew_(0.07080899);crowd_(0.06275627);anchors_(0.04451682);	6.275298858327005e-08
mechanic	spread	coating	toenail	AT	1.1	0.3	The mechanic spread the coating to the toenail .			
footballer	pass	ball	cat	AT	1.45	0.92	The footballer passed the ball to the cat .	8.464713573630434e-06	goalkeeper_(0.4802205);striker_(0.085760176);keeper_(0.046420068);defender_(0.0408289);referee_(0.034182083);	1.4861468855542626e-07
child	throw	ball	electrician	AT	1.95	1.28	The child threw the ball to the electrician .			
porter	load	luggage	catamaran	AT	4.3	1.93	The porter loaded the luggage to the catamaran .			
waiter	pour	wine	lake	AT	1.15	0.36	The waiter poured the wine to the lake .	0.0002113688678946346	table_(0.28472036);floor_(0.09035662);left_(0.041737605);right_(0.032846816);ground_(0.01829554);	9.525450650471612e-07
chauffeur	carry	passenger	battlefield	AT	1.75	1.18	The chauffeur carried the passenger to the battlefield .	7.707467739237472e-05	car_(0.15713213);hospital_(0.08367794);door_(0.041555263);vehicle_(0.029531687);carriage_(0.028811403);	1.12802297280723e-07
employer	offer	job	child	AT	2.0	1.1	The employer offered the job to the child .	0.003933288156986237	applicant_(0.16241892);candidate_(0.0715967);woman_(0.0516968);student_(0.051503897);man_(0.044247303);	1.630334509172826e-06
footballer	pass	ball	nurse	AT	1.75	0.89	The footballer passed the ball to the nurse .	1.167367554444354e-05	goalkeeper_(0.4802205);striker_(0.085760176);keeper_(0.046420068);defender_(0.0408289);referee_(0.034182083);	5.381237997426069e-07
bank	assign	code	plumber	AT	2.65	1.31	The bank assigned the code to the plumber .			
professor	teach	language	firefighter	AT	2.45	1.56	The professor taught the language to the firefighter .	2.2266312953433953e-06	students_(0.5507007);class_(0.09470384);student_(0.06967856);children_(0.058350906);kids_(0.026938079);	1.586122380103916e-07
teacher	lend	book	burglar	AT	1.4	0.73	The teacher lent the book to the burglar .			
doctor	offer	support	lawyer	AT	3.2	1.54	The doctor offered the support to the lawyer .	0.0008624934125691652	patient_(0.20275432);family_(0.12813483);patients_(0.09546613);victim_(0.031840213);woman_(0.020267457);	2.048167715429372e-07
salesperson	send	questionnaire	monarch	AT	1.8	1.08	The salesperson sent the questionnaire to the monarch .	2.20375682147278e-06	customer_(0.15180176);client_(0.10480602);company_(0.059666347);buyer_(0.054574415);manufacturer_(0.022525478);	4.989610147276835e-08
government	offer	protection	gardener	AT	2.15	1.62	The government offered the protection to the gardener .			
president	promise	reform	actor	AT	2.35	1.68	The president promised the reform to the actor .	6.382954597938806e-05	public_(0.07961778);people_(0.06994795);Congress_(0.052127846);press_(0.044149797);opposition_(0.042168386);	7.087603535183007e-07
scientist	report	finding	butcher	AT	1.15	0.36	The scientist reported the finding to the butcher .	5.661839850290562e-07	journal_(0.2140547);media_(0.12023102);BBC_(0.09873536);press_(0.075483866);IPCC_(0.040587895);	1.0594958439469337e-06
teacher	give	homework	gambler	AT	2.4	1.5	The teacher gave the homework to the gambler .			
chauffeur	carry	passenger	dump	AT	2.05	1.28	The chauffeur carried the passenger to the dump .	0.00012525639613159	car_(0.15713213);hospital_(0.08367794);door_(0.041555263);vehicle_(0.029531687);carriage_(0.028811403);	8.20113996269356e-07
witness	explain	circumstances	cook	AT	1.35	0.91	The witness explained the circumstances to the cook .	2.1408445718407165e-06	police_(0.30140308);court_(0.14836703);prosecutor_(0.040836245);judge_(0.027491773);investigator_(0.026368175);	4.187077422557195e-07
witness	report	crime	baker	AT	1.2	0.4	The witness reported the crime to the baker .	2.8910690730299393e-07	police_(0.9388001);Police_(0.02008818);authorities_(0.016458597);NYPD_(0.0058214255);cops_(0.0014099436);	5.456896587929805e-07
child	tell	lie	politician	AT	2.0	1.05	The child told the lie to the politician .	1.0585497875581495e-05	teacher_(0.43768936);principal_(0.045395084);mother_(0.04398164);police_(0.042108055);parents_(0.030471353);	2.3346237298937922e-07
doctor	offer	support	hairstylist	AT	2.65	1.59	The doctor offered the support to the hairstylist .			
crew	load	container	helicopter	AT	4.5	1.57	The crew loaded the container to the helicopter .	0.0018631825223565102	truck_(0.2751802);ship_(0.09195398);trailer_(0.072045654);boat_(0.06756507);crane_(0.06013489);	4.7041569928296667e-07
professor	donate	book	slave	AT	1.8	1.21	The professor donated the book to the slave .	2.847024006769061e-06	library_(0.514362);university_(0.08481006);school_(0.08437442);museum_(0.073863804);Smithsonian_(0.028448803);	7.310022169804142e-07
policeman	put	criminal	shuttle	AT	2.35	1.53	The policeman put the criminal to the shuttle .	6.731458057629425e-08	ground_(0.4395155);floor_(0.09477238);death_(0.09040553);sword_(0.046574786);test_(0.042031895);	3.7429181531933864e-08
president	give	speech	clown	AT	1.9	1.51	The president gave the speech to the clown .	6.803484779993596e-07	nation_(0.26645046);CIA_(0.042463314);Congress_(0.035846196);troops_(0.03455392);Senate_(0.031098008);	1.602396508815218e-07
government	offer	protection	penguin	AT	1.5	1.02	The government offered the protection to the penguin .			
jeweller	put	necklace	fridge	AT	1.55	0.74	The jeweller put the necklace to the fridge .	7.039579941192642e-06	test_(0.9735299);tests_(0.0013925111);use_(0.0013309601);microscope_(0.0012730572);market_(0.0009789655);	8.755936420357102e-08
diplomat	carry	message	confectioner	AT	1.85	1.06	The diplomat carried the message to the confectioner .			
dealer	sell	car	referee	AT	3.1	1.3	The dealer sold the car to the referee .	2.3322067136177793e-05	owner_(0.13921915);buyer_(0.12580186);customer_(0.07228493);police_(0.032769337);dealer_(0.026297374);	4.184059889666969e-07
vandal	spray	paint	hair	AT	2.2	1.03	The vandal sprayed the paint to the hair .	6.780208059353754e-05	car_(0.05900157);building_(0.044183727);wall_(0.044171255);ground_(0.043339383);windshield_(0.03817312);	2.8482363632065244e-06
