SUBJECT	VERB	OBJECT	RECIPIENT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
vandal	spray	paint	pot	AT	3.5	2.11	The vandal sprayed the paint to the pot .	0.00013008585665374994	ground_(0.2262281);floor_(0.183665);wall_(0.054678172);pavement_(0.05326556);ceiling_(0.028623436);	1.2144032552896533e-06
blacksmith	pour	metal	glass	AT	2.8	2.09	The blacksmith poured the metal to the glass .	0.002013256074860692	fire_(0.09250968);stone_(0.06246464);ground_(0.04265857);floor_(0.028525371);metal_(0.021639826);	8.561138464813212e-09
scientist	report	finding	lumberjack	AT	2.1	1.64	The scientist reported the finding to the lumberjack .			
salesperson	send	questionnaire	astronaut	AT	1.75	1.51	The salesperson sent the questionnaire to the astronaut .	1.4177403500070795e-05	customer_(0.1501213);buyer_(0.032252427);clerk_(0.031906147);customers_(0.024725704);manager_(0.022538058);	5.149582982255652e-10
employee	pass	report	fisherman	AT	1.6	0.97	The employee passed the report to the fisherman .			
child	lend	pen	surgeon	AT	1.75	1.73	The child lent the pen to the surgeon .	8.969564078142866e-05	child_(0.18827955);boy_(0.15721312);girl_(0.09581647);woman_(0.05303365);man_(0.03226236);	1.4326356101435067e-08
reporter	bring	news	tailor	AT	2.5	1.53	The reporter brought the news to the tailor .			
boss	promise	promotion	runner	AT	3.85	2.06	The boss promised the promotion to the runner .	9.729963494464755e-05	boss_(0.06929698);president_(0.03742447);manager_(0.02778199);captain_(0.022602629);CEO_(0.020880545);	4.01113027237443e-08
child	throw	ball	politician	AT	2.1	1.45	The child threw the ball to the politician .	1.2861132745456416e-05	ground_(0.36588553);floor_(0.02616436);child_(0.019128496);basket_(0.01873222);wall_(0.016906438);	3.900771389453439e-06
parent	give	present	goalkeeper	AT	2.2	1.6	The parent gave the present to the goalkeeper .	1.9733539375010878e-05	child_(0.5396139);children_(0.04646941);mother_(0.03959964);family_(0.028081795);daughter_(0.021722749);	1.0189253771386575e-05
scientist	report	finding	swimmer	AT	2.0	1.7	The scientist reported the finding to the swimmer .	3.0906549000064842e-06	police_(0.10802313);public_(0.06997336);authorities_(0.046921115);world_(0.024220759);court_(0.02328135);	2.2858732506847446e-07
sergeant	assign	mission	nun	AT	1.2	0.4	The sergeant assigned the mission to the nun .	0.00012074394180672243	sergeant_(0.06306522);officer_(0.034020405);commander_(0.030206218);captain_(0.029332934);colonel_(0.024991948);	4.849680976803938e-07
nurse	hand	lancet	chef	AT	2.0	1.9	The nurse handed the lancet to the chef .	0.000650060479529202	doctor_(0.08328284);man_(0.082430795);boy_(0.07788153);soldier_(0.04485935);guard_(0.044517342);	5.582607442988774e-08
diplomat	carry	message	grandfather	AT	2.35	1.31	The diplomat carried the message to the grandfather .	7.852454291423783e-05	door_(0.06906711);table_(0.039005805);room_(0.030515091);palace_(0.0145301325);floor_(0.0130759785);	1.0280657214423172e-08
priest	teach	bible	binman	AT	2.8	1.5	The priest taught the bible to the binman .			
policeman	put	criminal	tub	AT	1.6	1.43	The policeman put the criminal to the tub .	7.666194142075256e-05	ground_(0.31781027);test_(0.105037846);grave_(0.061390154);bed_(0.041914184);hospital_(0.030605588);	5.3083253348518156e-09
hairstylist	spray	foam	car	AT	1.85	1.46	The hairstylist sprayed the foam to the car .	0.001668144017457962	floor_(0.18094672);mirror_(0.059940126);ground_(0.03826894);bathroom_(0.02109521);side_(0.017208923);	2.2908541268407134e-06
witness	report	crime	chemist	AT	1.8	1.17	The witness reported the crime to the chemist .	7.2936745709739625e-06	police_(0.5840588);court_(0.062659435);authorities_(0.032023337);judge_(0.030459994);jury_(0.029036677);	1.0130744385605794e-06
soldier	throw	bomb	handmaid	AT	1.65	0.85	The soldier threw the bomb to the handmaid .			
billionaire	donate	money	goalkeeper	AT	1.9	1.67	The billionaire donated the money to the goalkeeper .	7.678285328438506e-06	foundation_(0.105126135);museum_(0.07476987);charity_(0.043873984);church_(0.032880314);project_(0.03235583);	1.0189253771386575e-05
bartender	hand	drink	surgeon	AT	2.9	1.48	The bartender handed the drink to the surgeon .	5.982123548164964e-05	man_(0.14507727);bartender_(0.1290355);girl_(0.07672659);woman_(0.060287405);boy_(0.05181525);	1.4326356101435067e-08
billionaire	donate	money	supermarket	AT	2.75	1.18	The billionaire donated the money to the supermarket .	0.0001416688901372254	foundation_(0.105126135);museum_(0.07476987);charity_(0.043873984);church_(0.032880314);project_(0.03235583);	2.903094014072849e-07
boss	assign	job	queen	AT	1.3	0.56	The boss assigned the job to the queen .	0.0012269344879314303	boss_(0.022893863);man_(0.022526193);manager_(0.013704593);girl_(0.011819721);boy_(0.011711293);	6.302944939307054e-07
professor	teach	language	beautician	AT	2.2	1.44	The professor taught the language to the beautician .			
president	promise	reform	grocer	AT	2.55	1.36	The president promised the reform to the grocer .			
priest	teach	bible	climber	AT	2.5	1.47	The priest taught the bible to the climber .			
farmer	spray	pesticide	hair	AT	1.05	0.22	The farmer sprayed the pesticide to the hair .	2.094736737490166e-05	ground_(0.13282275);plant_(0.0345248);soil_(0.03096247);tree_(0.019435726);area_(0.019023884);	1.2336605323071126e-05
traveller	hand	bag	footballer	AT	1.5	0.81	The traveller handed the bag to the footballer .	2.6043824618682265e-05	man_(0.15024632);boy_(0.0902249);woman_(0.06111248);girl_(0.055456433);guard_(0.045856725);	4.372918192530051e-05
beautician	spread	cream	cake	AT	1.7	0.78	The beautician spread the cream to the cake .	0.005317517556250095	child_(0.08943415);baby_(0.085341096);table_(0.059085533);children_(0.03069064);guests_(0.026267877);	3.4565454143375973e-07
farmer	sell	corn	hospital	AT	2.1	0.99	The farmer sold the corn to the hospital .	0.0008959854021668434	police_(0.036502622);family_(0.03234425);farmers_(0.02606949);farmer_(0.024786286);children_(0.020754738);	1.0530832241784083e-06
manager	rent	room	surfer	AT	2.45	1.53	The manager rented the room to the surfer .			
student	send	email	farmer	AT	2.5	1.43	The student sent the email to the farmer .	0.00010880891204578802	teacher_(0.11596117);school_(0.047002517);police_(0.04168034);computer_(0.02985167);student_(0.01840625);	9.215337968271342e-07
student	send	email	postman	AT	2.35	1.53	The student sent the email to the postman .			
general	send	soldier	park	AT	2.2	1.21	The general sent the soldier to the park .	0.001617949572391808	battlefield_(0.07646199);hospital_(0.040072486);castle_(0.018978374);field_(0.01868521);camp_(0.017991306);	1.934378168755302e-08
confectioner	spread	icing	steak	AT	1.45	0.59	The confectioner spread the icing to the steak .	0.0006702325772494078	table_(0.048038416);children_(0.025618557);floor_(0.025045063);guests_(0.024180332);child_(0.01896152);	4.187683810830123e-10
waiter	bring	glass	thief	AT	2.1	1.22	The waiter brought the glass to the thief .	2.0698266780527774e-06	table_(0.8025939);bar_(0.01792359);sink_(0.017171795);counter_(0.015577261);tray_(0.014811654);	4.434978109202348e-06
chemist	pour	compound	puddle	AT	2.3	1.71	The chemist poured the compound to the puddle .			
teacher	explain	exercise	sergeant	AT	2.05	1.12	The teacher explained the exercise to the sergeant .	0.0006348080351017416	students_(0.21475874);children_(0.15044153);group_(0.048643187);student_(0.044217028);audience_(0.03177998);	3.630402645171671e-08
anchorman	tell	news	patient	AT	2.4	1.83	The anchorman told the news to the patient .	0.00015157271991483867	audience_(0.11222653);reporters_(0.09026087);crowd_(0.07479935);viewers_(0.07464906);children_(0.035253953);	4.3161412577319425e-07
mechanic	spread	coating	toenail	AT	1.1	0.3	The mechanic spread the coating to the toenail .			
footballer	pass	ball	cat	AT	1.45	0.92	The footballer passed the ball to the cat .	0.00035015298635698855	referee_(0.29147434);goalkeeper_(0.10805924);umpire_(0.055500455);keeper_(0.024286736);crowd_(0.020782325);	1.178008979252354e-08
child	throw	ball	electrician	AT	1.95	1.28	The child threw the ball to the electrician .			
porter	load	luggage	catamaran	AT	4.3	1.93	The porter loaded the luggage to the catamaran .			
waiter	pour	wine	lake	AT	1.15	0.36	The waiter poured the wine to the lake .	0.0001821386395022273	table_(0.20489007);side_(0.06884479);waiter_(0.040633883);man_(0.037018325);server_(0.029958177);	7.350720210297368e-08
chauffeur	carry	passenger	battlefield	AT	1.75	1.18	The chauffeur carried the passenger to the battlefield .	6.283068069024011e-05	car_(0.19776136);door_(0.07781997);vehicle_(0.04796288);hospital_(0.035809904);airport_(0.031080334);	6.446127187587081e-09
employer	offer	job	child	AT	2.0	1.1	The employer offered the job to the child .	0.00921745877712965	employee_(0.027438035);student_(0.021446027);family_(0.020946203);manager_(0.01843185);owner_(0.018135918);	5.281152334646322e-05
footballer	pass	ball	nurse	AT	1.75	0.89	The footballer passed the ball to the nurse .	0.000552318524569273	referee_(0.29147434);goalkeeper_(0.10805924);umpire_(0.055500455);keeper_(0.024286736);crowd_(0.020782325);	2.172860604332527e-06
bank	assign	code	plumber	AT	2.65	1.31	The bank assigned the code to the plumber .			
professor	teach	language	firefighter	AT	2.45	1.56	The professor taught the language to the firefighter .			
teacher	lend	book	burglar	AT	1.4	0.73	The teacher lent the book to the burglar .			
doctor	offer	support	lawyer	AT	3.2	1.54	The doctor offered the support to the lawyer .	0.0012484496692195535	family_(0.042057637);patient_(0.03255816);children_(0.028235044);child_(0.01985183);group_(0.0172529);	3.1056831772957594e-08
salesperson	send	questionnaire	monarch	AT	1.8	1.08	The salesperson sent the questionnaire to the monarch .	2.0586456230375916e-05	customer_(0.1501213);buyer_(0.032252427);clerk_(0.031906147);customers_(0.024725704);manager_(0.022538058);	8.600870273767214e-07
government	offer	protection	gardener	AT	2.15	1.62	The government offered the protection to the gardener .			
president	promise	reform	actor	AT	2.35	1.68	The president promised the reform to the actor .	4.723372694570571e-05	people_(0.10133729);government_(0.04748084);country_(0.029143335);poor_(0.02618003);army_(0.020335667);	3.705017093125207e-07
scientist	report	finding	butcher	AT	1.15	0.36	The scientist reported the finding to the butcher .	9.316961950389668e-06	police_(0.10802313);public_(0.06997336);authorities_(0.046921115);world_(0.024220759);court_(0.02328135);	1.889914415187377e-06
teacher	give	homework	gambler	AT	2.4	1.5	The teacher gave the homework to the gambler .			
chauffeur	carry	passenger	dump	AT	2.05	1.28	The chauffeur carried the passenger to the dump .	4.235788219375536e-05	car_(0.19776136);door_(0.07781997);vehicle_(0.04796288);hospital_(0.035809904);airport_(0.031080334);	6.832947541113299e-10
witness	explain	circumstances	cook	AT	1.35	0.91	The witness explained the circumstances to the cook .	3.7232268368825316e-05	police_(0.12718047);judge_(0.09909077);court_(0.0838765);jury_(0.06610866);witness_(0.015990227);	2.4947871679614764e-06
witness	report	crime	baker	AT	1.2	0.4	The witness reported the crime to the baker .			
child	tell	lie	politician	AT	2.0	1.05	The child told the lie to the politician .	2.3203865566756576e-05	mother_(0.06521886);man_(0.04600599);woman_(0.042571884);boy_(0.03945694);child_(0.037738834);	3.900771389453439e-06
doctor	offer	support	hairstylist	AT	2.65	1.59	The doctor offered the support to the hairstylist .			
crew	load	container	helicopter	AT	4.5	1.57	The crew loaded the container to the helicopter .	0.02155284397304058	deck_(0.09188187);dock_(0.06528337);ship_(0.06320154);boat_(0.055716474);truck_(0.054399177);	1.476792910182212e-09
professor	donate	book	slave	AT	1.8	1.21	The professor donated the book to the slave .	1.9261298689343676e-07	university_(0.17429104);museum_(0.11254739);library_(0.08504448);school_(0.07762227);University_(0.049180035);	6.812428182456642e-06
policeman	put	criminal	shuttle	AT	2.35	1.53	The policeman put the criminal to the shuttle .	7.157436243687698e-07	ground_(0.31781027);test_(0.105037846);grave_(0.061390154);bed_(0.041914184);hospital_(0.030605588);	2.674624688392413e-10
president	give	speech	clown	AT	1.9	1.51	The president gave the speech to the clown .	1.1264772865615669e-06	crowd_(0.37344208);audience_(0.09519544);people_(0.045698542);nation_(0.045407087);world_(0.02326495);	2.1721820075981668e-07
government	offer	protection	penguin	AT	1.5	1.02	The government offered the protection to the penguin .			
jeweller	put	necklace	fridge	AT	1.55	0.74	The jeweller put the necklace to the fridge .	2.713357753236778e-05	side_(0.28825155);floor_(0.13635597);table_(0.13506368);ground_(0.09696067);hook_(0.025264652);	1.8350615471618426e-09
diplomat	carry	message	confectioner	AT	1.85	1.06	The diplomat carried the message to the confectioner .			
dealer	sell	car	referee	AT	3.1	1.3	The dealer sold the car to the referee .	6.43378880340606e-05	police_(0.0823664);FBI_(0.042987812);company_(0.039866347);government_(0.030373408);city_(0.028953971);	7.185096251305367e-07
vandal	spray	paint	hair	AT	2.2	1.03	The vandal sprayed the paint to the hair .	2.8009755624225363e-05	ground_(0.2262285);floor_(0.18366447);wall_(0.05467806);pavement_(0.053265605);ceiling_(0.02862346);	4.773048567585647e-05
