SUBJECT	VERB	OBJECT	INSTRUMENT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
astronaut	reach	moon	dirigible	AT	1.7	1.52	The astronaut reached the moon with the dirigible .			
policeman	examine	car	telescope	AT	1.8	0.81	The policeman examined the car with the telescope .	0.0015821129782125354	gun_(0.03715579);evidence_(0.032212682);camera_(0.031430487);police_(0.027338495);flashlight_(0.023585448);	1.0637634773047466e-08
mother	prepare	food	bonfire	AT	2.5	1.6	The mother prepared the food with the bonfire .			
cook	flip	pancake	shovel	AT	1.15	0.48	The cook flipped the pancake with the shovel .			
dog	carry	ball	basket	AT	1.5	0.59	The dog carried the ball with the basket .	0.01286080852150917	dog_(0.109729916);others_(0.047531933);hand_(0.028238382);other_(0.025190916);dogs_(0.022232603);	1.1077695205585769e-07
waiter	bring	glass	backpack	AT	1.2	0.4	The waiter brought the glass with the backpack .	1.7139847841463052e-05	wine_(0.15294242);tray_(0.122644);others_(0.059174508);rest_(0.052979935);contents_(0.029542381);	1.5078671822266188e-07
mother	prepare	food	kiln	AT	2.65	1.88	The mother prepared the food with the kiln .			
guard	tie	prisoner	headphones	AT	1.5	1.32	The guard tied the prisoner with the headphones .			
singer	perform	music	megaphone	AT	3.35	1.77	The singer performed the music with the megaphone .			
waiter	mix	drink	drill	AT	1.2	0.51	The waiter mixed the drink with the drill .	4.796609118784545e-06	wine_(0.18382725);coffee_(0.05940395);water_(0.039005905);food_(0.03028157);others_(0.028768446);	2.7186839446358135e-09
firefighter	fight	fire	bottle	AT	1.65	0.73	The firefighter fought the fire with the bottle .	0.0016611741157248616	hose_(0.06612161);flames_(0.050343797);firefighters_(0.025523165);fire_(0.024121469);shotgun_(0.015441686);	6.903304239358476e-08
skier	gain	speed	oar	AT	1.85	1.8	The skier gained the speed with the oar .			
goalkeeper	grab	ball	mouth	AT	1.3	0.46	The goalkeeper grabbed the ball with the mouth .	3.5184333682991564e-05	ball_(0.42990434);bat_(0.036492866);goal_(0.033282727);net_(0.033002723);shot_(0.027908683);	0.00014069284952711314
tailor	sew	dress	scalpel	AT	1.5	0.92	The tailor sewed the dress with the scalpel .			
student	send	email	television	AT	1.6	0.8	The student sent the email with the television .	3.804589869105257e-05	message_(0.06400656);address_(0.04451938);text_(0.038850497);letter_(0.03447338);answer_(0.033254873);	1.391479145240737e-07
spectator	watch	game	magnifier	AT	3.25	2.07	The spectator watched the game with the magnifier .			
butcher	cut	meat	razor	AT	1.65	1.24	The butcher cut the meat with the razor .	0.008760086260735989	knife_(0.6513639);fork_(0.06119829);blade_(0.012777018);bread_(0.012408441);axe_(0.011346961);	2.694780842915634e-09
sweeper	clean	street	sponge	AT	1.65	0.85	The sweeper cleaned the street with the sponge .			
footballer	hit	ball	bat	AT	1.75	1.51	The footballer hit the ball with the bat .	0.06505543738603592	ball_(0.5039784);bat_(0.06505544);club_(0.032975875);other_(0.015468901);net_(0.009981665);	6.817701958539146e-09
porter	carry	bag	sled	AT	1.85	1.06	The porter carried the bag with the sled .			
surfer	catch	wave	lifesaver	AT	2.15	1.42	The surfer caught the wave with the lifesaver .			
chauffeur	carry	passenger	barrow	AT	1.35	0.65	The chauffeur carried the passenger with the barrow .			
dog	dig	hole	tail	AT	1.5	0.81	The dog dug the hole with the tail .	0.0017419400392100215	knife_(0.13854979);flashlight_(0.054883562);stick_(0.044301633);dog_(0.025913022);gun_(0.015435245);	3.830823214201473e-09
volunteer	bring	food	raft	AT	2.95	1.53	The volunteer brought the food with the raft .			
waiter	clear	table	vacuum	AT	1.8	1.17	The waiter cleared the table with the vacuum .	2.245954419777263e-05	food_(0.1898731);wine_(0.110337056);tray_(0.070601165);dishes_(0.067331426);drinks_(0.059340548);	3.588697339296232e-09
demonstrator	throw	stone	catapult	AT	2.7	1.79	The demonstrator threw the stone with the catapult .			
musician	entertain	crowd	flag	AT	2.45	1.16	The musician entertained the crowd with the flag .	0.0005708400858566165	song_(0.15634279);music_(0.10198628);flute_(0.033110853);piano_(0.028137635);drum_(0.021985034);	2.491079271749186e-07
deejay	mix	music	phone	AT	3.1	1.7	The deejay mixed the music with the phone .	0.0003320594842080027	lyrics_(0.14546698);crowd_(0.037718724);song_(0.03271548);words_(0.024858903);guitar_(0.023137193);	2.2519951414778916e-07
mover	move	furniture	bicycle	AT	1.85	1.24	The mover moved the furniture with the bicycle .	6.230030703591183e-05	hand_(0.099600576);hands_(0.07958287);motion_(0.04295959);movement_(0.036228735);fingers_(0.028983817);	2.8315290023783746e-07
farmer	plow	field	helicopter	AT	1.15	0.36	The farmer plowed the field with the helicopter .	0.00019575090846046805	tractor_(0.11363886);corn_(0.03584625);sheep_(0.027089022);crop_(0.025457878);grain_(0.020205555);	4.694200583799102e-09
policeman	capture	thief	saber	AT	1.9	1.09	The policeman captured the thief with the saber .			
crew	load	container	catapult	AT	1.7	0.95	The crew loaded the container with the catapult .			
sailor	face	ocean	inflatable	AT	2.75	1.44	The sailor faced the ocean with the inflatable .			
barber	cut	hair	laser	AT	1.35	0.91	The barber cut the hair with the laser .	0.0016564514953643084	knife_(0.24181983);razor_(0.13110892);brush_(0.03249974);comb_(0.03185789);rope_(0.030468406);	6.641695193820851e-09
businessman	read	report	telescope	AT	1.0	0.0	The businessman read the report with the telescope .	0.00016587303252890706	others_(0.08775069);woman_(0.027231378);clerk_(0.018025916);girl_(0.014348902);reporter_(0.012264778);	1.0637634773047466e-08
receiver	catch	baseball	pincers	AT	1.15	0.48	The receiver caught the baseball with the pincers .			
guest	hang	coat	glue	AT	1.2	0.4	The guest hung the coat with the glue .			
soldier	dig	trench	spoon	AT	1.4	0.73	The soldier dug the trench with the spoon .	0.0002366376866120845	knife_(0.1695009);gun_(0.0687703);rifle_(0.05739112);others_(0.028975986);sword_(0.02894936);	2.8624501169360883e-07
pyromaniac	start	fire	magnifier	AT	4.6	1.69	The pyromaniac started the fire with the magnifier .			
