SUBJECT	VERB	OBJECT	LOCATION	typicality	mean_rat	std_rat	LM	sentence	computed_score	best_completions	baseline_score
biologist	use	microscope	laboratory	T	6.65	0.48	in	The biologist used the microscope in the laboratory .	0.039361488074064255	lab_(0.13697274);study_(0.065075606);laboratory_(0.039361488);early_(0.025584104);1970_(0.023633646);	4.2922267311951146e-05
fisherman	check	net	boat	T	6.75	0.7	on	The fisherman checked the net on the boat .	0.06964694708585739	boat_(0.06964695);shore_(0.037499543);beach_(0.033815008);side_(0.02932211);river_(0.02722632);	2.822846170147386e-07
student	celebrate	graduation	restaurant	T	5.2	1.6	at	The student celebrated the graduation at the restaurant .	0.0006736277719028294	University_(0.053652283);school_(0.043642297);university_(0.030583447);end_(0.015745532);campus_(0.015482863);	2.9441475817293394e-06
comedian	entertain	audience	theater	T	6.4	1.36	in	The comedian entertained the audience in the theater .	0.0027837008237838745	audience_(0.04176075);middle_(0.018427877);first_(0.016556872);same_(0.012878382);form_(0.01192283);	7.548424605374748e-07
truck	plow	snow	street	T	5.7	1.42	in	The truck plowed the snow in the street .	0.015961071476340294	middle_(0.064191855);parking_(0.05713874);driveway_(0.03456556);road_(0.03204215);area_(0.025594024);	8.67673588800244e-05
truck	hit	car	highway	T	5.45	1.24	on	The truck hit the car on the highway .	0.03458211198449135	left_(0.12378663);right_(0.100711554);side_(0.073416166);shoulder_(0.059263565);highway_(0.034582112);	2.3916742065921426e-05
jockey	ride	horse	racetrack	T	6.35	0.85	on	The jockey rode the horse on the racetrack .			
housemaid	clean	dish	kitchen	T	6.9	0.3	in	The housemaid cleaned the dish in the kitchen .	0.44804665446281433	kitchen_(0.44804665);dining_(0.09764046);living_(0.066727914);sink_(0.05786507);bathroom_(0.020701647);	3.6310472406597682e-09
driver	hear	horn	crossroad	T	5.85	1.11	at	The driver heard the horn at the crossroad .			
child	pick	flower	park	T	6.3	0.84	at	The child picked the flower at the park .	0.022665955126285553	end_(0.0413249);garden_(0.02369706);park_(0.022665955);corner_(0.018089082);market_(0.016996881);	1.7534926882945e-05
student	use	computer	library	T	6.55	1.32	in	The student used the computer in the library .	0.024616913869976997	classroom_(0.1210338);room_(0.038580682);dorm_(0.033234276);bathroom_(0.031189289);library_(0.024616914);	0.00028209309675730765
student	hear	lecture	university	T	6.65	0.48	at	The student heard the lecture at the university .	0.03213595971465111	University_(0.09025346);end_(0.0559653);beginning_(0.032181107);university_(0.03213596);time_(0.023997763);	1.0517182090552524e-05
thief	grab	money	supermarket	T	5.55	1.24	in	The thief grabbed the money in the supermarket .	0.00039345514960587025	bag_(0.056585673);bank_(0.050797038);car_(0.035489112);back_(0.0348266);wallet_(0.0263614);	6.542356345562439e-07
animal	find	food	dump	T	5.6	1.5	in	The animal found the food in the dump .	0.0034834721591323614	trash_(0.018528488);garbage_(0.015648566);bag_(0.013091637);house_(0.010908387);kitchen_(0.010879712);	1.8420158767185058e-06
policeman	examine	car	parking	T	5.9	0.7	in	The policeman examined the car in the parking .	0.10394604504108429	parking_(0.103946045);car_(0.035197355);back_(0.02860957);garage_(0.026637161);driveway_(0.023925174);	2.744987614278216e-05
traveller	check	watch	platform	T	5.5	1.83	at	The traveller checked the watch at the platform .	0.0004183237615507096	door_(0.043045882);end_(0.04073513);time_(0.03369803);gate_(0.024203358);front_(0.023775097);	1.9541002984624356e-06
waiter	open	bottle	restaurant	T	6.8	0.4	at	The waiter opened the bottle at the restaurant .	0.004674036521464586	table_(0.045256566);top_(0.04487287);end_(0.038401425);bottom_(0.035247464);bar_(0.027787473);	2.9441475817293394e-06
guide	describe	monument	bar	AT	2.85	2.06	in	The guide described the monument in the bar .	4.442942008608952e-05	following_(0.033851657);words_(0.018649643);same_(0.018538425);most_(0.017772414);context_(0.014989641);	4.279330369172385e-06
philologist	examine	book	pub	AT	3.05	1.72	in	The philologist examined the book in the pub .	0.001978606218472123	library_(0.11730829);museum_(0.014928875);Library_(0.014791354);presence_(0.013843553);hope_(0.011708157);	0.00013844140630681068
burglar	climb	wall	mountain	AT	2.3	2.05	on	The burglar climbed the wall on the mountain .	0.00035803389619104564	second_(0.13377698);roof_(0.05517406);third_(0.0469075);top_(0.031587012);first_(0.026148023);	7.771163836878259e-07
professor	deliver	lecture	gym	AT	3.15	1.93	at	The professor delivered the lecture at the gym .	3.657889101305045e-05	University_(0.24210814);National_(0.018733297);annual_(0.018173702);American_(0.016108256);university_(0.010929953);	5.49334981769789e-06
priest	celebrate	marriage	discotheque	AT	2.15	1.39	at	The priest celebrated the marriage at the discotheque .			
musician	entertain	crowd	mountain	AT	3.05	1.94	on	The musician entertained the crowd on the mountain .	0.00012246293772477657	stage_(0.085406005);first_(0.031100962);red_(0.028973365);opening_(0.02389912);night_(0.022997942);	1.2096832051611273e-06
demonstrator	carry	flag	bar	AT	3.35	2.5	in	The demonstrator carried the flag in the bar .	3.546067455317825e-05	street_(0.058307834);air_(0.053900428);middle_(0.035687763);face_(0.03107664);direction_(0.02659566);	3.3623505260038655e-06
singer	begin	performance	supermarket	AT	2.35	1.56	in	The singer began the performance in the supermarket .	2.317478538316209e-05	style_(0.023149285);middle_(0.022130191);same_(0.016869579);role_(0.014151198);first_(0.013418749);	6.542356345562439e-07
soldier	carry	rifle	cinema	AT	1.4	0.58	at	The soldier carried the rifle at the cinema .	3.0331339075928554e-05	time_(0.25983638);scene_(0.060512684);start_(0.035834804);front_(0.0336976);end_(0.029565195);	2.5527766012167774e-10
fisherman	catch	fish	swimming-pool	AT	3.5	2.56	in	The fisherman caught the fish in the swimming-pool .			
engineer	complete	project	restaurant	AT	2.95	1.83	at	The engineer completed the project at the restaurant .	3.557238233042881e-05	end_(0.14477673);request_(0.11666468);behest_(0.04429308);beginning_(0.033485737);same_(0.027021542);	2.9441475817293394e-06
mechanic	assemble	bicycle	theater	AT	3.05	2.46	in	The mechanic assembled the bicycle in the theater .	2.6553665520623326e-05	garage_(0.19472227);morning_(0.029931422);shop_(0.027405497);back_(0.02688691);basement_(0.025604827);	7.548424605374748e-07
president	deliver	speech	mountain	AT	2.45	1.8	in	The president delivered the speech in the mountain .	2.7350342861609533e-05	Rose_(0.11678666);Oval_(0.05222066);East_(0.043623343);White_(0.037348054);Roosevelt_(0.024253756);	1.2096832051611273e-06
gardener	cut	grass	beach	AT	4.2	2.48	at	The gardener cut the grass at the beach .	0.0030387858860194683	site_(0.036773957);edge_(0.027366057);home_(0.023523798);house_(0.02248839);front_(0.020977164);	5.676894943462685e-05
soldier	celebrate	victory	university	AT	2.1	1.48	at	The soldier celebrated the victory at the university .	0.0002664085477590561	end_(0.07310299);Battle_(0.061561707);front_(0.057201736);start_(0.02415283);battle_(0.023532929);	1.0517182090552524e-05
librarian	climb	ladder	bar	AT	4.25	2.55	in	The librarian climbed the ladder in the bar .	0.000553728430531919	library_(0.14172041);back_(0.0852225);basement_(0.045034338);middle_(0.02178765);room_(0.020562453);	3.3623505260038655e-06
veterinarian	examine	dog	cinema	AT	1.7	1.52	at	The veterinarian examined the dog at the cinema .	2.0041547031723894e-05	hospital_(0.17406856);scene_(0.117399395);vet_(0.02752652);veterinary_(0.020132842);time_(0.018434243);	2.5527766012167774e-10
surfer	grab	board	shipyard	AT	2.5	1.32	at	The surfer grabbed the board at the shipyard .			
guest	hang	coat	supermarket	AT	1.75	1.3	in	The guest hung the coat in the supermarket .	2.712111745495349e-05	living_(0.042822644);room_(0.042498473);kitchen_(0.033375252);corner_(0.027343784);middle_(0.026646249);	6.542356345562439e-07
mechanic	check	tire	hospital	AT	1.6	1.32	at	The mechanic checked the tire at the hospital .	0.012962155044078827	end_(0.0426585);roadside_(0.028545978);intersection_(0.023491673);station_(0.021074515);dealership_(0.020549605);	0.00021439882402773947
cyclist	complete	race	garden	AT	2.6	1.53	in	The cyclist completed the race in the garden .	5.156824499863433e-06	top_(0.0830219);fastest_(0.054793805);time_(0.05302417);best_(0.045558937);second_(0.038548138);	1.3505097058441606e-06
porter	carry	bag	forest	AT	1.75	1.26	in	The porter carried the bag in the forest .	0.00011935175280086696	back_(0.18768173);front_(0.07875001);other_(0.043794543);same_(0.0301982);middle_(0.029397333);	1.1489062217151513e-06
student	drink	beer	classroom	AT	1.8	1.25	in	The student drank the beer in the classroom .	0.021840417757630348	back_(0.039445434);car_(0.03604807);middle_(0.03241575);parking_(0.028242044);classroom_(0.021840418);	2.305400357727194e-06
hound	fetch	bird	hospital	AT	3.05	2.5	at	The hound fetched the bird at the hospital .	0.002050254959613085	end_(0.057403766);same_(0.02434823);zoo_(0.02268362);edge_(0.020269807);top_(0.01890089);	0.00021762696269433945
cook	clean	fish	battlefield	AT	2.2	1.81	in	The cook cleaned the fish in the battlefield .	1.1136505690956255e-06	sink_(0.07974938);kitchen_(0.06993699);microwave_(0.046018273);dish_(0.039318293);same_(0.02997346);	4.044089223498304e-07
policeman	check	bag	kitchen	AT	3.55	1.96	in	The policeman checked the bag in the kitchen .	0.0035766062792390585	car_(0.085330635);back_(0.08288152);trunk_(0.039717264);driver_(0.036021445);passenger_(0.032095384);	6.493640736238149e-09
athlete	celebrate	victory	church	AT	1.65	0.79	in	The athlete celebrated the victory in the church .	0.0005191515665501356	final_(0.019153697);first_(0.016596263);locker_(0.015588843);men_(0.0111855585);post_(0.011092839);	2.0532831968012033e-07
player	begin	match	restaurant	AT	2.2	1.86	at	The player began the match at the restaurant .	3.502609979477711e-05	top_(0.2371364);bottom_(0.091988854);back_(0.04089992);heart_(0.03963884);centre_(0.036698274);	2.9441475817293394e-06
lumberjack	cut	tree	parliament	AT	1.95	1.75	in	The lumberjack cut the tree in the parliament .	3.0876515211275546e-06	woods_(0.113765135);middle_(0.08578799);forest_(0.0727629);back_(0.021127122);park_(0.018984523);	1.9673245787998894e-06
soldier	gather	ammunition	nursery	AT	1.35	0.57	in	The soldier gathered the ammunition in the nursery .	3.882124292431399e-05	back_(0.04472517);bag_(0.03294181);truck_(0.030919062);trunk_(0.026535405);car_(0.025826158);	6.709151900707866e-09
surfer	catch	wave	lake	AT	3.6	2.48	on	The surfer caught the wave on the lake .	0.0011569455964490771	beach_(0.0743558);South_(0.022554731);coast_(0.02007958);North_(0.01842156);wave_(0.01693478);	6.2049894040683284e-06
mother	hang	laundry	office	AT	2.95	1.86	in	The mother hung the laundry in the office .	0.0006322499830275774	bathroom_(0.0901184);kitchen_(0.06590588);living_(0.063958146);closet_(0.059665594);laundry_(0.050271846);	1.0827071491803508e-05
carver	build	sculpture	boat	AT	3.65	2.33	on	The carver built the sculpture on the boat .	0.0003131852427031845	site_(0.108736075);banks_(0.037876956);grounds_(0.029942572);spot_(0.027715812);side_(0.019652106);	2.4292324951602495e-07
scoutmaster	assemble	tent	office	AT	1.85	1.49	in	The scoutmaster assembled the tent in the office .	0.000948077708017081	middle_(0.0946857);morning_(0.045868833);woods_(0.044843554);back_(0.031675838);early_(0.019257125);	8.930764124670532e-06
refugee	find	shelter	bakery	AT	2.4	1.28	in	The refugee found the shelter in the bakery .	0.00012929923832416534	middle_(0.053269424);woods_(0.030943323);basement_(0.02967764);village_(0.025255397);town_(0.02385084);	1.101584867768679e-08
singer	hold	microphone	battlefield	AT	2.15	1.74	in	The singer held the microphone in the battlefield .	7.916702998045366e-06	middle_(0.10949177);air_(0.042071052);studio_(0.030204542);same_(0.028952288);front_(0.027357364);	4.044089223498304e-07
soldier	dig	trench	library	AT	3.3	2.61	in	The soldier dug the trench in the library .	6.912828393978998e-05	middle_(0.07777861);village_(0.021193843);woods_(0.021017205);sand_(0.016013829);ground_(0.015511071);	0.00028209309675730765
waiter	clear	table	barracks	AT	4.1	2.26	in	The waiter cleared the table in the barracks .	2.7978403522865847e-05	middle_(0.120909944);dining_(0.07420684);back_(0.06523897);corner_(0.04656766);kitchen_(0.041523494);	7.831660582269251e-07
child	climb	tree	savannah	AT	3.5	2.36	in	The child climbed the tree in the savannah .			
chemist	mix	substance	airport	AT	1.95	1.16	at	The chemist mixed the substance at the airport .	0.0016501779900863767	end_(0.034955483);bottom_(0.028817505);University_(0.0283926);same_(0.025563834);lab_(0.021484576);	8.694005373399705e-06
coach	check	team	auditorium	AT	3.2	2.14	in	The coach checked the team in the auditorium .			
policeman	capture	thief	nursery	AT	2.55	1.6	in	The policeman captured the thief in the nursery .	5.351493200578261e-06	act_(0.13857044);video_(0.11550996);middle_(0.030485205);car_(0.021292172);parking_(0.020093307);	6.709151900707866e-09
monkey	grab	banana	university	AT	3.7	2.35	at	The monkey grabbed the banana at the university .	0.00015706862905062735	end_(0.084566);top_(0.06138224);bottom_(0.054634083);same_(0.031986646);last_(0.02233982);	1.0517182090552524e-05
passenger	buy	ticket	bakery	AT	1.25	0.54	at	The passenger bought the ticket at the bakery .	3.1188181310426444e-05	airport_(0.11272562);last_(0.023336906);ticket_(0.021533437);same_(0.021000942);gate_(0.017570656);	1.101584867768679e-08
surgeon	examine	patient	library	AT	1.65	1.35	in	The surgeon examined the patient in the library .	0.00013527261035051197	operating_(0.21766554);hospital_(0.10675397);emergency_(0.0716417);intensive_(0.05903661);waiting_(0.02289946);	0.00028209309675730765
soldier	fight	enemy	kitchen	AT	2.2	2.06	in	The soldier fought the enemy in the kitchen .	0.0002120736171491444	field_(0.09009455);trenches_(0.067599304);battle_(0.030832322);front_(0.028331777);desert_(0.02413566);	6.493640736238149e-09
spectator	buy	ticket	clinic	AT	2.85	2.2	at	The spectator bought the ticket at the clinic .	4.421719495439902e-05	gate_(0.07523991);ticket_(0.043440003);door_(0.027230138);box_(0.025835322);front_(0.02195327);	6.351919728331268e-05
boxer	deliver	punch	church	AT	1.7	1.1	in	The boxer delivered the punch in the church .	3.129130709567107e-05	first_(0.092368774);second_(0.072414294);fourth_(0.0702903);sixth_(0.054418586);ninth_(0.04756878);	2.0532831968012033e-07
child	draw	flower	armory	AT	2.35	1.96	in	The child drew the flower in the armory .			
botanist	examine	plant	stadium	AT	2.25	1.84	in	The botanist examined the plant in the stadium .	7.204394205473363e-05	garden_(0.04530417);hope_(0.0399875);lab_(0.038940385);field_(0.03673325);laboratory_(0.02758339);	2.0129131428348046e-07
programmer	use	computer	savannah	AT	2.95	1.77	in	The programmer used the computer in the savannah .			
sailor	mop	deck	theater	AT	1.7	0.9	in	The sailor mopped the deck in the theater .	8.136400720104575e-05	early_(0.03537397);morning_(0.03529633);middle_(0.023610575);wake_(0.017265826);water_(0.013820872);	6.837737487330742e-07
student	pass	exam	supermarket	AT	1.4	0.8	at	The student passed the exam at the supermarket .	1.4281697986007202e-05	end_(0.16670555);age_(0.091008335);same_(0.055119388);University_(0.035773948);beginning_(0.025792971);	6.542356345562439e-07
sailor	tie	rope	bar	AT	2.45	1.16	in	The sailor tied the rope in the bar .	0.0006269587320275605	boat_(0.048115406);middle_(0.02854356);knot_(0.027820941);water_(0.021158597);air_(0.015868835);	4.279330369172385e-06
politician	sign	agreement	station	AT	2.2	1.36	at	The politician signed the agreement at the station .	0.000425380450906232	end_(0.07540714);start_(0.035574187);request_(0.027080348);beginning_(0.017807078);White_(0.017091094);	1.977667307073716e-05
waiter	prepare	drink	forest	AT	2.35	1.28	in	The waiter prepared the drink in the forest .	6.572004349436611e-05	kitchen_(0.12283807);restaurant_(0.057982113);same_(0.043431234);back_(0.031458978);dining_(0.028081134);	1.3504081834980752e-06
dog	pull	sled	clinic	AT	1.2	0.6	in	The dog pulled the sled in the clinic .	9.327640327683184e-06	snow_(0.11325111);middle_(0.074279256);back_(0.023470035);first_(0.01737438);sled_(0.01461463);	6.351919728331268e-05
climber	use	rope	elevator	AT	2.5	1.94	in	The climber used the rope in the elevator .	0.0003945746866520494	same_(0.027513225);middle_(0.021432227);photo_(0.014941914);last_(0.014632913);rope_(0.012771821);	1.5612587889179963e-09
surgeon	perform	surgery	beach	AT	1.65	0.79	at	The surgeon performed the surgery at the beach .	6.714310438837856e-05	University_(0.1818241);hospital_(0.04627461);Mayo_(0.02192505);Royal_(0.013582244);Hospital_(0.013541477);	6.121205660747364e-05
spectator	watch	game	church	AT	2.2	1.81	in	The spectator watched the game in the church .	0.00017859145009424537	stands_(0.0683328);dark_(0.022535658);back_(0.01979712);same_(0.014705797);middle_(0.014031192);	2.0532831968012033e-07
doctor	visit	patient	mountain	AT	2.35	1.42	on	The doctor visited the patient on the mountain .	0.00020910039893351495	day_(0.13503493);morning_(0.08419124);night_(0.07170721);hospital_(0.0297421);evening_(0.025969045);	1.2096832051611273e-06
smuggler	sell	weapon	hospital	AT	1.9	1.48	at	The smuggler sold the weapon at the hospital .	0.0025126824621111155	auction_(0.07226919);market_(0.026766058);border_(0.022328928);price_(0.01840164);same_(0.018322628);	0.0002303995133843273
actor	win	award	armory	AT	2.05	1.2	in	The actor won the award in the armory .			
farmer	pick	vegetables	boat	AT	1.95	1.02	on	The farmer picked the vegetables on the boat .	0.0002154786925530061	farm_(0.05779111);spot_(0.042911004);day_(0.04245446);way_(0.033735756);morning_(0.024935992);	2.822846170147386e-07
customer	read	menu	stadium	AT	3.75	2.09	in	The customer read the menu in the stadium .	6.61733138258569e-05	restaurant_(0.07182645);store_(0.06332765);window_(0.04910336);car_(0.02918927);back_(0.028897006);	2.4485436256327375e-07
child	visit	grandmother	barracks	AT	2.7	1.68	in	The child visited the grandmother in the barracks .	0.00017112281057052314	hospital_(0.13269703);early_(0.04657393);morning_(0.035361633);village_(0.01851382);evening_(0.016063869);	7.831660582269251e-07
pyromaniac	start	fire	beach	AT	2.5	1.96	at	The pyromaniac started the fire at the beach .	0.002061842242255807	home_(0.02516653);house_(0.016786538);end_(0.00836745);apartment_(0.007488526);scene_(0.0074131493);	5.848397995578125e-05
violinist	wear	tuxedo	workshop	AT	3.3	2.53	in	The violinist wore the tuxedo in the workshop .	9.743546252138913e-05	film_(0.053627294);movie_(0.03753455);video_(0.027397458);photo_(0.023815129);opening_(0.02006537);	1.0755697843478629e-07
nurse	push	wheelchair	discotheque	AT	1.95	0.92	in	The nurse pushed the wheelchair in the discotheque .			
guard	tie	prisoner	tobacconist	AT	3.05	2.04	at	The guard tied the prisoner at the tobacconist .			
author	sign	book	battlefield	AT	2.1	0.94	in	The author signed the book in the battlefield .	7.973872016009409e-06	middle_(0.048753817);presence_(0.042691246);lobby_(0.018404614);name_(0.017577756);early_(0.016638732);	4.044089223498304e-07
hairstylist	wash	hair	bar	AT	1.75	1.09	in	The hairstylist washed the hair in the bar .	0.0017406884580850601	shower_(0.10317735);morning_(0.090511374);bathroom_(0.076600045);salon_(0.05818451);bath_(0.057215177);	2.8852120976807782e-06
gardener	push	mower	supermarket	AT	2.9	2.14	in	The gardener pushed the mower in the supermarket .	0.00010081110667670146	direction_(0.19170137);wrong_(0.068016134);back_(0.032779478);car_(0.027296491);air_(0.026725879);	6.039322784090473e-07
librarian	stack	books	oven	AT	2.35	1.8	in	The librarian stacked the books in the oven .	5.0071204896084964e-05	library_(0.10821742);back_(0.057231862);room_(0.038452983);front_(0.032253433);stacks_(0.026114246);	1.3040212820669694e-07
passenger	pass	check	nursery	AT	1.5	0.59	at	The passenger passed the check at the nursery .	3.7142165183468023e-06	gate_(0.10052574);airport_(0.09699899);checkpoint_(0.02976845);border_(0.02073548);front_(0.01856208);	6.709151900707866e-09
soldier	wear	helmet	auditorium	AT	1.95	1.4	in	The soldier wore the helmet in the auditorium .			
cameraman	record	video	greenhouse	AT	2.35	1.39	in	The cameraman recorded the video in the greenhouse .	7.877530151745304e-05	parking_(0.054209497);middle_(0.041794084);early_(0.018650303);bathroom_(0.014740215);aftermath_(0.011392616);	4.2588171877966374e-10
doctor	sew	wound	restaurant	AT	2.5	1.36	at	The doctor sewed the wound at the restaurant .	0.00044340634485706687	base_(0.0832143);end_(0.067863144);bottom_(0.06423977);back_(0.063061215);top_(0.03324056);	2.310121772097773e-06
policeman	hit	demonstrator	greenhouse	AT	3.0	1.73	in	The policeman hit the demonstrator in the greenhouse .	3.648637232345209e-07	head_(0.39111745);face_(0.2548139);back_(0.053624626);neck_(0.040137872);chest_(0.03956446);	4.2588171877966374e-10
deejay	mix	music	shipyard	AT	2.2	1.75	at	The deejay mixed the music at the shipyard .			
singer	perform	music	battlefield	AT	2.2	1.44	in	The singer performed the music in the battlefield .	1.1189988072146662e-05	background_(0.019440576);middle_(0.01532886);song_(0.014669591);video_(0.013082092);first_(0.013033576);	4.044089223498304e-07
surfer	wear	swimsuit	clinic	AT	2.0	0.89	at	The surfer wore the swimsuit at the clinic .	0.0001193140196846798	beach_(0.09314522);time_(0.03789771);event_(0.029071154);end_(0.017776262);start_(0.017165579);	6.553802086273208e-05
champion	hold	cup	hospital	AT	2.85	1.98	at	The champion held the cup at the hospital .	0.0007785072084516287	end_(0.06361516);top_(0.03988657);time_(0.037119415);same_(0.029435653);start_(0.01806408);	0.00021439882402773947
student	read	book	grocery	AT	3.95	2.06	at	The student read the book at the grocery .	0.0002836408093571663	end_(0.111027636);beginning_(0.05831538);library_(0.03712185);start_(0.03532422);same_(0.032285504);	7.523318572566495e-07
tourist	read	map	classroom	AT	1.8	0.93	in	The tourist read the map in the classroom .	0.0005083300638943911	hotel_(0.055496674);back_(0.048990216);window_(0.03600151);book_(0.025971306);middle_(0.01973518);	2.305400357727194e-06
illusionist	perform	trick	office	AT	3.2	1.36	in	The illusionist performed the trick in the office .	0.0008641915046609938	movie_(0.020090995);film_(0.01942686);early_(0.017991323);late_(0.016111823);first_(0.015222047);	8.930764124670532e-06
farmer	use	shovel	parliament	AT	1.9	1.79	in	The farmer used the shovel in the parliament .	1.0672484677343164e-05	field_(0.076314874);village_(0.025739586);middle_(0.020040965);snow_(0.016363822);fields_(0.015303815);	2.3009852156974375e-06
nurse	wash	infant	airport	AT	2.8	2.06	at	The nurse washed the infant at the airport .	0.0020234917756170034	hospital_(0.35899982);scene_(0.036910493);clinic_(0.012736377);home_(0.00934369);same_(0.0092261005);	8.694005373399705e-06
athlete	win	cup	bank	AT	2.85	2.37	at	The athlete won the cup at the bank .	1.3231378034106456e-05	age_(0.116189115);2012_(0.045158282);2014_(0.036761913);2010_(0.031784456);2008_(0.03125518);	1.7982913050218485e-05
singer	record	song	bakery	AT	1.55	0.97	in	The singer recorded the song in the bakery .	3.3774215353332693e-06	studio_(0.16123632);early_(0.07712748);late_(0.045186885);middle_(0.025548689);wake_(0.015075781);	1.101584867768679e-08
guest	hold	drink	forest	AT	2.7	1.68	in	The guest held the drink in the forest .	0.00015744105621706694	middle_(0.07336938);air_(0.04149416);face_(0.03914556);hand_(0.025928967);back_(0.020346135);	1.3504081834980752e-06
horse	move	cart	school	AT	2.7	2.03	at	The horse moved the cart at the school .	0.00040702629485167563	same_(0.09359039);end_(0.067153975);top_(0.052213453);edge_(0.02769589);last_(0.022886895);	0.00016205893189180642
professor	open	congress	circus	AT	2.9	2.36	in	The professor opened the congress in the circus .	2.4428192773484625e-05	city_(0.02552947);early_(0.01788019);heart_(0.016390894);capital_(0.016107379);town_(0.014008755);	2.3537127802342184e-09
businessman	read	report	beach	AT	2.95	1.47	at	The businessman read the report at the beach .	0.0002059493272099644	end_(0.051258467);time_(0.045407634);start_(0.030878501);top_(0.023106823);meeting_(0.022030018);	6.121205660747364e-05
chemist	sell	drug	museum	AT	2.25	1.37	in	The chemist sold the drug in the museum .	0.0001410658296663314	UK_(0.088438325);United_(0.086915895);US_(0.085930824);U_(0.039888438);hope_(0.03688121);	3.5276375456305686e-06
passenger	pull	suitcase	library	AT	2.25	1.51	in	The passenger pulled the suitcase in the library .	3.003499841724988e-05	back_(0.13995335);middle_(0.063547574);passenger_(0.03818413);direction_(0.037277974);front_(0.035075035);	0.00028209309675730765
skater	ride	skateboard	savannah	AT	1.95	1.12	in	The skater rode the skateboard in the savannah .			
binman	pick	trash	lake	AT	2.95	1.66	at	The binman picked the trash at the lake .	0.0011338468175381422	end_(0.074863344);bottom_(0.039696574);corner_(0.03459862);front_(0.031982385);curb_(0.017947884);	6.2049894040683284e-06
violinist	play	violin	swimming-pool	AT	1.8	1.25	at	The violinist played the violin at the swimming-pool .			
demonstrator	throw	stone	lake	AT	3.1	1.79	in	The demonstrator threw the stone in the lake .	0.0003632522711995989	direction_(0.38898116);air_(0.12128011);face_(0.09854362);middle_(0.039663628);street_(0.02838917);	6.2049894040683284e-06
lumberjack	stack	wood	university	AT	2.7	1.71	at	The lumberjack stacked the wood at the university .	2.96022499242099e-05	top_(0.072941504);edge_(0.049121782);bottom_(0.040021133);base_(0.038318597);end_(0.03820912);	7.417461802106118e-06
businessman	wear	tie	zoo	AT	3.05	1.69	at	The businessman wore the tie at the zoo .	2.2928439648239873e-05	event_(0.047760986);rally_(0.025108049);time_(0.024957173);start_(0.023255369);opening_(0.021465898);	2.1592160237560165e-07
teacher	use	blackboard	pharmacy	AT	1.35	0.73	at	The teacher used the blackboard at the pharmacy .	6.673517782473937e-05	school_(0.13947347);front_(0.05353521);end_(0.047722124);back_(0.03949789);beginning_(0.035516873);	7.674817084080132e-07
guard	open	jail	restaurant	AT	2.8	2.34	at	The guard opened the jail at the restaurant .	0.00033019197871908545	end_(0.074673295);entrance_(0.036250424);top_(0.023892343);time_(0.015939062);prison_(0.014657673);	2.9441475817293394e-06
tourist	ride	camel	beach	AT	2.7	1.58	at	The tourist rode the camel at the beach .	0.0036418181844055653	entrance_(0.024151074);end_(0.02311414);site_(0.016809817);start_(0.01596605);top_(0.0153112365);	6.121205660747364e-05
soldier	throw	bomb	circus	AT	1.5	0.92	in	The soldier threw the bomb in the circus .	9.031451554619707e-06	direction_(0.11959277);air_(0.069619074);middle_(0.037385434);face_(0.030160375);back_(0.02763831);	2.3537127802342184e-09
terrorist	release	hostage	lake	AT	3.3	1.82	at	The terrorist released the hostage at the lake .	0.00035306010977365077	end_(0.09491883);airport_(0.044595625);scene_(0.023997225);same_(0.0140343495);request_(0.010893665);	6.975038559176028e-06
porter	stack	suitcases	playground	AT	2.1	1.22	on	The porter stacked the suitcases on the playground .	0.0001304134784732014	floor_(0.08196178);table_(0.06016845);back_(0.048600037);front_(0.03746305);bed_(0.02994527);	7.896378519944847e-06
cook	mix	ingredients	cinema	AT	1.95	1.75	at	The cook mixed the ingredients at the cinema .	1.6338599380105734e-05	stove_(0.08564388);end_(0.06768892);kitchen_(0.050096087);bottom_(0.04634934);beginning_(0.04114132);	2.5527766012167774e-10
bodybuilder	lift	weight	classroom	AT	2.85	1.46	in	The bodybuilder lifted the weight in the classroom .	9.952681284630671e-05	gym_(0.06999739);squat_(0.026083179);morning_(0.024583021);middle_(0.018825462);first_(0.018082183);	2.199813025072217e-06
ant	stack	supply	shelf	AT	1.7	0.95	on	The ant stacked the supply on the shelf .	0.0011003280524164438	market_(0.030771904);ground_(0.013058703);other_(0.012137923);farm_(0.009558763);floor_(0.008195341);	8.127903683430304e-09
mother	push	stroller	desert	AT	1.9	1.22	in	The mother pushed the stroller in the desert .	0.00012046298070345074	direction_(0.11021436);front_(0.09202504);back_(0.05410162);car_(0.027919756);middle_(0.024947992);	2.602629001202672e-09
artist	assemble	art	dump	AT	2.1	1.45	at	The artist assembled the art at the dump .	3.117860251222737e-05	request_(0.11409332);behest_(0.045432035);end_(0.020352906);same_(0.013292376);invitation_(0.011231198);	1.8420158767185058e-06
dog	dig	hole	stadium	AT	2.55	1.36	in	The dog dug the hole in the stadium .	0.0001327192730968818	ground_(0.10471177);wall_(0.027487332);snow_(0.023486601);sand_(0.023329085);floor_(0.018120121);	2.4485436256327375e-07
student	hear	lecture	subway	AT	2.25	1.13	in	The student heard the lecture in the subway .	0.0003159354964736849	classroom_(0.053952012);middle_(0.043710344);auditor_(0.031989418);morning_(0.025962608);hall_(0.021359028);	1.3953278994449647e-06
