SUBJECT	VERB	OBJECT	TIME	typicality	LM	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
programmer	describe	software	excursion	AT	during	4.05	1.77	The programmer described the software during the excursion .			
cyclist	complete	race	war	AT	during	2.25	1.67	The cyclist completed the race during the war .	0.0016251615015789866	rain_(0.07107752);night_(0.06427789);heat_(0.06262288);day_(0.05729001);afternoon_(0.04404457);	9.438357665203512e-06
coach	check	team	wedding	AT	before	2.15	1.39	The coach checked the team before the wedding .	9.636287722969428e-05	match_(0.50817364);game_(0.40637726);session_(0.0037288675);start_(0.0035375387);games_(0.0034321288);	3.8176602856765385e-07
climber	face	wall	conference	AT	during	2.0	1.84	The climber faced the wall during the conference .	0.00013570395822171122	climb_(0.30171672);ascent_(0.20582986);fall_(0.11573702);descent_(0.099770024);attempt_(0.017542869);	1.8259871126247162e-07
speaker	entertain	audience	hunting	AT	during	3.1	2.21	The speaker entertained the audience during the hunting .	1.2606794541625277e-07	lecture_(0.12975843);session_(0.10890635);event_(0.10399531);speech_(0.076482095);programme_(0.06873356);	1.97475287677662e-06
soldier	fight	enemy	earthquake	AT	during	2.7	1.79	The soldier fought the enemy during the earthquake .	0.0003538672754075378	battle_(0.37026083);war_(0.083546855);operation_(0.03617015);retreat_(0.029794209);attack_(0.02724409);	2.136902708116395e-07
footballer	chase	ball	festival	AT	during	3.7	1.95	The footballer chased the ball during the festival .	2.7301939553581178e-05	game_(0.4290098);match_(0.38284203);play_(0.012786374);final_(0.008737097);incident_(0.006942714);	7.816793186066207e-07
cyclist	fix	bike	funeral	AT	after	2.55	1.56	The cyclist fixed the bike after the funeral .	1.4982134416641202e-05	accident_(0.49673364);crash_(0.26491043);incident_(0.1418959);collision_(0.040812507);event_(0.0049477015);	1.656570134400681e-07
passenger	buy	ticket	meeting	AT	before	4.4	2.22	The passenger bought the ticket before the meeting .	0.005572762340307236	flight_(0.4439762);departure_(0.05042531);train_(0.04744253);incident_(0.0425863);event_(0.030682305);	2.593894168967381e-05
speleologist	examine	cave	breakfast	AT	during	2.65	1.42	The speleologist examined the cave during the breakfast .	9.817618774832226e-06	expedition_(0.3354843);excavation_(0.1367299);dig_(0.07950628);visit_(0.05363701);trip_(0.035739765);	9.380543986026169e-08
refugee	find	shelter	party	AT	during	2.2	1.44	The refugee found the shelter during the party .	9.026883344631642e-05	night_(0.50130856);storm_(0.078313746);rain_(0.060416985);day_(0.045202095);winter_(0.018166091);	1.4614782912758528e-06
truck	hit	car	festival	AT	during	3.7	1.87	The truck hit the car during the festival .	0.0013810383388772607	crash_(0.20103134);incident_(0.11911259);chase_(0.11099972);accident_(0.10839203);pursuit_(0.08059745);	7.816793186066207e-07
player	gather	balls	accident	AT	after	1.35	0.79	The player gathered the balls after the accident .	0.0009415509994141757	match_(0.5116652);game_(0.33762935);incident_(0.0074482285);final_(0.006476566);goal_(0.0062305676);	1.82174758833753e-07
student	hear	lecture	holidays	AT	during	2.25	1.18	The student heard the lecture during the holidays .	0.012729733251035213	lecture_(0.10846081);class_(0.06667156);day_(0.06105257);break_(0.047550328);session_(0.03245373);	4.491170386700105e-07
hiker	face	mountain	festival	AT	during	2.5	2.04	The hiker faced the mountain during the festival .	0.0007396380533464253	hike_(0.13537312);climb_(0.11086281);descent_(0.0826926);ascent_(0.05735755);trek_(0.04425051);	4.609796633303631e-08
hound	fetch	bird	diving	AT	during	2.55	1.28	The hound fetched the bird during the diving .	2.3597991457791068e-05	hunt_(0.29297292);search_(0.1099896);chase_(0.06581573);raid_(0.01863712);flight_(0.017750185);	2.2491951767733553e-06
musician	entertain	crowd	flight	AT	during	3.05	1.72	The musician entertained the crowd during the flight .	0.0013682497665286064	event_(0.14573127);concert_(0.13484626);ceremony_(0.061190575);show_(0.054450814);rally_(0.0424196);	8.511469218319689e-07
professor	deliver	lecture	walk	AT	during	3.6	1.93	The professor delivered the lecture during the walk .	0.00016300842980854213	session_(0.15217687);event_(0.0911161);conference_(0.06540378);meeting_(0.04665309);seminar_(0.045297828);	8.53667370392941e-06
priest	celebrate	marriage	race	AT	during	2.0	1.52	The priest celebrated the marriage during the race .	6.832953658886254e-05	service_(0.13566959);Mass_(0.13254754);ceremony_(0.11896088);mass_(0.05128363);baptism_(0.041891944);	1.1217779501748737e-05
soldier	carry	rifle	mass	AT	during	1.9	1.41	The soldier carried the rifle during the mass .	7.020733028184623e-05	attack_(0.121421);incident_(0.08743391);operation_(0.063074626);raid_(0.044593718);assault_(0.03812499);	1.4476018804998603e-05
burglar	climb	wall	competition	AT	during	1.85	0.85	The burglar climbed the wall during the competition .	1.1720467227860354e-05	burglary_(0.2913203);raid_(0.12109665);robbery_(0.095171764);attack_(0.06746063);night_(0.049933605);	1.410470531482133e-06
dealer	check	car	bombardment	AT	before	2.65	1.88	The dealer checked the car before the bombardment .	1.8512119481783884e-07	sale_(0.1419107);purchase_(0.09064131);delivery_(0.07568801);test_(0.06395197);inspection_(0.05285326);	2.0859606308931689e-07
skier	gain	speed	storm	AT	during	2.0	1.45	The skier gained the speed during the storm .	0.00021484952594619244	training_(0.10640993);race_(0.10288769);descent_(0.07133078);run_(0.060535334);jump_(0.044975918);	3.361027367532188e-08
candidate	celebrate	victory	surgery	AT	after	2.65	1.49	The candidate celebrated the victory after the surgery .	0.0002360845828661695	vote_(0.2217136);election_(0.20665035);debate_(0.048590258);rally_(0.03952184);speech_(0.03308402);	9.816805004447815e-07
photographer	capture	image	surgery	AT	during	3.35	1.65	The photographer captured the image during the surgery .	0.000345973385265097	event_(0.079416536);incident_(0.06640438);ceremony_(0.042672865);interview_(0.02934259);protest_(0.020312771);	9.816805004447815e-07
dog	fetch	ball	mass	AT	during	2.3	1.45	The dog fetched the ball during the mass .	2.345441134821158e-05	game_(0.3164159);match_(0.059577428);competition_(0.051916607);practice_(0.029205794);contest_(0.0283271);	2.774640051939059e-06
student	complete	project	execution	AT	before	2.3	2.03	The student completed the project before the execution .	0.0034201345406472683	deadline_(0.14690764);test_(0.062621735);incident_(0.048222087);exam_(0.037342258);fire_(0.023219883);	9.335618642580812e-07
soldier	cross	river	visit	AT	during	2.1	1.51	The soldier crossed the river during the visit .	0.0012107089860364795	battle_(0.18003024);fighting_(0.060022358);attack_(0.046655674);operation_(0.035946004);night_(0.032970812);	4.6816385292913765e-06
scoutmaster	assemble	tent	robbery	AT	during	2.75	1.84	The scoutmaster assembled the tent during the robbery .	0.00020794595184270293	night_(0.30972677);day_(0.058740597);raid_(0.051132537);winter_(0.047856066);hunt_(0.03070011);	1.1993310522484535e-07
singer	begin	performance	battle	AT	during	2.6	1.69	The singer began the performance during the battle .	0.0005816803313791752	song_(0.17497048);._(0.049843095);show_(0.0404292);concert_(0.019843312);ceremony_(0.018589372);	1.6366407180612441e-06
mechanic	check	tire	shooting	AT	before	2.0	1.14	The mechanic checked the tire before the shooting .	0.0034314035438001156	crash_(0.1427654);accident_(0.10514218);incident_(0.064125925);test_(0.06080406);trip_(0.05039065);	5.417677584773628e-06
waiter	cut	cake	race	AT	during	1.85	0.91	The waiter cut the cake during the race .	0.0010940033243969083	ceremony_(0.2428044);service_(0.10256737);reception_(0.048742663);wedding_(0.046510044);event_(0.043443844);	1.1217779501748737e-05
child	build	snowman	summer	AT	during	1.55	1.32	The child built the snowman during the summer .	0.06471196562051773	winter_(0.11209454);holidays_(0.06997672);summer_(0.064711966);recess_(0.03256505);day_(0.032336283);	1.4853277434667689e-06
waiter	deliver	drink	battle	AT	during	2.35	2.01	The waiter delivered the drink during the battle .	0.0007033995934762061	interview_(0.07671014);incident_(0.057915337);ceremony_(0.05040244);meeting_(0.04221479);game_(0.034522988);	1.6366407180612441e-06
soldier	dig	trench	holidays	AT	before	2.85	2.03	The soldier dug the trench before the holidays .	1.7691874745651148e-05	attack_(0.28544462);battle_(0.22878446);assault_(0.03151349);explosion_(0.029764641);fight_(0.022706974);	4.491170386700105e-07
mason	fix	roof	run	AT	after	3.7	2.35	The mason fixed the roof after the run .	1.8388487660558894e-05	fire_(0.3402588);storm_(0.107592896);earthquake_(0.08690532);flood_(0.037955698);collapse_(0.037636053);	3.9111258956836537e-05
soldier	check	rifle	party	AT	during	3.0	2.32	The soldier checked the rifle during the party .	6.832450162619352e-05	search_(0.28319654);incident_(0.055938985);raid_(0.051166907);arrest_(0.04941346);interview_(0.047316425);	1.4614782912758528e-06
policeman	examine	car	dinner	AT	during	1.95	1.07	The policeman examined the car during the dinner .	0.00012468526256270707	investigation_(0.36424655);search_(0.15231742);arrest_(0.07448007);stop_(0.04248914);operation_(0.034739267);	1.0995977390848566e-06
student	drink	beer	morning	AT	during	2.85	1.77	The student drank the beer during the morning .	0.0005015829810872674	exam_(0.10539627);class_(0.09744141);test_(0.05348563);game_(0.0486554);interview_(0.03171241);	5.111364316690015e-06
veterinarian	examine	dog	concert	AT	before	3.55	1.53	The veterinarian examined the dog before the concert .	0.00021418948017526418	shooting_(0.097168796);incident_(0.059325855);accident_(0.04745955);attack_(0.043312423);autopsy_(0.04251278);	1.2643215541174868e-06
footballer	deliver	kick	ceremony	AT	during	3.4	1.96	The footballer delivered the kick during the ceremony .	0.007825648412108421	match_(0.38735375);game_(0.30239496);final_(0.02028201);celebration_(0.016773377);celebrations_(0.012925762);	5.905559419261408e-07
undertaker	dig	grave	wedding	AT	before	2.3	1.95	The undertaker dug the grave before the wedding .	0.004827024415135384	funeral_(0.23731017);burial_(0.10678469);fire_(0.04316335);police_(0.03894355);family_(0.03480493);	1.8223894926450157e-07
goalkeeper	catch	ball	demonstration	AT	during	4.95	1.99	The goalkeeper caught the ball during the demonstration .	0.00018584485223982483	game_(0.2384115);match_(0.12551571);shootout_(0.07773347);play_(0.04535122);goal_(0.033015274);	9.015793267508343e-08
child	cut	paper	rescue	AT	during	1.75	1.13	The child cut the paper during the rescue .	9.435918764211237e-05	experiment_(0.08810872);lesson_(0.06689649);demonstration_(0.06116678);drawing_(0.057080075);test_(0.056800094);	2.097939841405605e-06
surfer	flip	board	conference	AT	during	1.65	0.79	The surfer flipped the board during the conference .	0.0002791915903799236	contest_(0.15748);competition_(0.10214168);race_(0.059310455);break_(0.053585388);session_(0.046052564);	1.8259871126247162e-07
waiter	carry	tray	lesson	AT	during	1.9	0.99	The waiter carried the tray during the lesson .	0.0002473303466103971	service_(0.06588404);meal_(0.055597506);event_(0.036800172);incident_(0.0363781);wedding_(0.031520233);	3.303632354345609e-07
traveller	check	watch	exam	AT	before	2.65	1.71	The traveller checked the watch before the exam .	0.001529241562820971	flight_(0.4404466);trip_(0.11063574);departure_(0.0846654);journey_(0.071291335);ride_(0.01781636);	1.8986223437877925e-07
demonstrator	carry	flag	lunch	AT	during	3.75	1.41	The demonstrator carried the flag during the lunch .	9.228429553331807e-05	march_(0.381813);protest_(0.27010122);rally_(0.063215956);demonstration_(0.041232813);protests_(0.026612258);	8.568430530431215e-06
president	deliver	speech	diving	AT	after	3.0	1.84	The president delivered the speech after the diving .	3.824852228717646e-06	shooting_(0.09095906);meeting_(0.067274);inauguration_(0.0551743);ceremony_(0.048895705);vote_(0.041691937);	1.7083935972550535e-06
artist	hang	picture	storm	AT	during	1.5	0.87	The artist hung the picture during the storm .	0.000848726078402251	ceremony_(0.09329411);exhibition_(0.08984679);event_(0.06544957);show_(0.058688767);inauguration_(0.04863521);	1.3282769941724837e-06
roofer	climb	ladder	siege	AT	during	4.45	1.86	The roofer climbed the ladder during the siege .	0.0004962804960086942	storm_(0.22659178);incident_(0.13672109);fire_(0.042054284);collapse_(0.030287098);night_(0.029005846);	1.9787746623478597e-06
horse	draw	carriage	conference	AT	during	1.9	1.79	The horse drew the carriage during the conference .	0.00018870277563109994	ride_(0.05065388);ceremony_(0.05008514);parade_(0.047488082);procession_(0.037902273);trial_(0.034384657);	2.9443942821671953e-06
photographer	examine	camera	workout	AT	before	3.8	2.46	The photographer examined the camera before the workout .	4.360216553322971e-05	shoot_(0.22587612);shooting_(0.1746954);test_(0.05932228);incident_(0.047323093);interview_(0.026588315);	3.270092463480978e-07
librarian	climb	ladder	dinner	AT	during	2.0	1.82	The librarian climbed the ladder during the dinner .	7.531292067142203e-05	incident_(0.1357152);fire_(0.055841222);evacuation_(0.04555959);storm_(0.042008784);event_(0.036396224);	5.5049113143468276e-06
mason	fix	wall	conference	AT	after	3.0	1.79	The mason fixed the wall after the conference .	4.8810019507072866e-05	earthquake_(0.27157286);fire_(0.19911867);quake_(0.04379266);flood_(0.03857074);storm_(0.037370786);	1.8259871126247162e-07
cameraman	record	video	breakfast	AT	during	2.7	1.19	The cameraman recorded the video during the breakfast .	0.00017978603136725724	incident_(0.24872366);protest_(0.043580294);encounter_(0.03976426);attack_(0.037275918);arrest_(0.037156947);	4.250959761975537e-07
fighter	kick	opponent	marriage	AT	during	1.5	1.16	The fighter kicked the opponent during the marriage .	6.958026460779365e-06	fight_(0.5389964);bout_(0.13120942);match_(0.11152645);brawl_(0.017919693);round_(0.014738988);	1.2681568932748633e-06
soldier	gather	ammunition	surgery	AT	before	1.65	0.65	The soldier gathered the ammunition before the surgery .	0.00036719892523251474	explosion_(0.15100335);attack_(0.066980496);battle_(0.058161262);shooting_(0.04352788);blast_(0.033260614);	9.816805004447815e-07
traveller	check	bag	execution	AT	before	2.15	2.01	The traveller checked the bag before the execution .	1.349424655927578e-05	flight_(0.68774706);departure_(0.044811808);trip_(0.043460775);journey_(0.02666878);boarding_(0.013654844);	9.335618642580812e-07
patient	report	symptom	inventory	AT	during	1.9	1.18	The patient reported the symptom during the inventory .	4.373240517452359e-05	interview_(0.20500526);examination_(0.13746454);exam_(0.09769435);visit_(0.05596136);consultation_(0.035531063);	9.821857105407616e-08
mother	push	stroller	bombardment	AT	during	1.5	0.59	The mother pushed the stroller during the bombardment .	3.891094456776045e-05	incident_(0.07098344);march_(0.046547994);parade_(0.034408726);ride_(0.03236386);trip_(0.03212254);	1.031882419511021e-07
child	open	present	demonstration	AT	during	2.2	1.33	The child opened the present during the demonstration .	0.0042493995279073715	ceremony_(0.058024414);visit_(0.034807328);play_(0.028758155);meal_(0.028077083);recess_(0.027354477);	9.015793267508343e-08
soldier	hear	command	mass	AT	during	1.65	0.65	The soldier heard the command during the mass .	0.00013882198254577816	raid_(0.043926306);conversation_(0.0393178);night_(0.03625374);attack_(0.033699386);interview_(0.03333347);	1.4476018804998603e-05
teacher	use	blackboard	assault	AT	during	1.4	0.58	The teacher used the blackboard during the assault .	9.261065861210227e-05	lesson_(0.24249192);class_(0.21590728);meeting_(0.043831434);presentation_(0.03343551);test_(0.03174692);	3.31116716267843e-08
businessman	read	report	funeral	AT	before	1.8	0.75	The businessman read the report before the funeral .	0.0008586545591242611	meeting_(0.52984065);interview_(0.062483348);hearing_(0.023178292);vote_(0.020270675);discussion_(0.009263896);	1.656570134400681e-07
businessman	tie	necktie	workout	AT	before	1.7	0.95	The businessman tied the necktie before the workout .	0.00035776160075329244	meeting_(0.07026155);handshake_(0.042045772);interview_(0.041692004);event_(0.03728916);incident_(0.029491179);	9.151008839580754e-08
refugee	find	shelter	party	AT	during	1.7	0.71	The refugee found the shelter during the party .	9.026883344631642e-05	night_(0.50130856);storm_(0.078313746);rain_(0.060416985);day_(0.045202095);winter_(0.018166091);	1.4614782912758528e-06
waiter	clear	table	race	AT	after	1.9	0.89	The waiter cleared the table after the race .	0.0035281917080283165	meal_(0.18935925);service_(0.05405567);incident_(0.04245744);meeting_(0.03761793);event_(0.03624436);	1.1217779501748737e-05
doctor	sew	wound	dinner	AT	after	2.3	1.27	The doctor sewed the wound after the dinner .	0.0001972335303435102	surgery_(0.12570995);accident_(0.1175762);incident_(0.10742292);operation_(0.077713415);shooting_(0.076547116);	5.5049113143468276e-06
surgeon	examine	patient	parade	AT	before	2.0	1.67	The surgeon examined the patient before the parade .	8.358924787899014e-06	operation_(0.36043248);surgery_(0.3530366);procedure_(0.1233201);shooting_(0.01413952);accident_(0.010481577);	3.9388908135151723e-07
violinist	wear	tuxedo	run	AT	during	1.4	0.58	The violinist wore the tuxedo during the run .	0.00011848194117192179	performance_(0.21060655);ceremony_(0.19763684);show_(0.10012615);concert_(0.08549261);event_(0.068871304);	0.004070743452757597
chemist	mix	substance	storm	AT	during	2.85	1.53	The chemist mixed the substance during the storm .	8.419852383667603e-05	experiment_(0.26580036);test_(0.092992015);experiments_(0.06705863);process_(0.037894305);procedure_(0.02933813);	1.3282769941724837e-06
swimmer	wear	goggles	dinner	AT	during	1.4	0.49	The swimmer wore the goggles during the dinner .	5.481711923494004e-05	race_(0.28496903);swim_(0.08413745);competition_(0.04362696);incident_(0.035649695);event_(0.034966435);	5.5049113143468276e-06
witness	explain	circumstances	massage	AT	during	1.9	1.37	The witness explained the circumstances during the massage .	2.533886117817019e-06	hearing_(0.19155593);investigation_(0.16404535);trial_(0.1517235);interview_(0.08282645);interrogation_(0.05622241);	5.887069960408553e-07
