SUBJECT	VERB	OBJECT	INSTRUMENT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
surgeon	perform	surgery	compass	AT	1.05	0.22	The surgeon performed the surgery with the compass .	1.4219482181943022e-05	anesthesia_(0.10250451);following_(0.08769883);patient_(0.033230387);team_(0.032826334);knife_(0.026069501);	3.266786663402854e-08
philologist	examine	book	stethoscope	AT	2.3	1.79	The philologist examined the book with the stethoscope .			
cook	mix	ingredient	knife	AT	3.15	2.01	The cook mixed the ingredient with the knife .	0.0003706151037476957	water_(0.1595373);milk_(0.07691887);oil_(0.066128105);spices_(0.05984075);salt_(0.051207162);	1.0938368859569891e-06
cyclist	fix	bike	spoon	AT	2.7	2.26	The cyclist fixed the bike with the spoon .	7.544215623056516e-05	chain_(0.114946686);helmet_(0.05993825);hammer_(0.038877487);rope_(0.017350715);wrench_(0.016083373);	2.871977358154254e-06
pyromaniac	start	fire	stone	AT	3.2	2.11	The pyromaniac started the fire with the stone .	0.00012225563114043325	lighter_(0.046040732);hose_(0.032086603);kettle_(0.020599725);match_(0.015886325);candle_(0.01423134);	2.7676285753841512e-05
hairstylist	fix	hair	screwdriver	AT	1.5	1.32	The hairstylist fixed the hair with the screwdriver .			
guard	tie	prisoner	necklace	AT	1.4	0.92	The guard tied the prisoner with the necklace .	0.00018805841682478786	rope_(0.59213716);belt_(0.07857747);handcuffs_(0.03791447);ropes_(0.029296914);whip_(0.021649377);	9.311749238349876e-08
journalist	write	article	chisel	AT	1.35	0.73	The journalist wrote the article with the chisel .			
child	draw	flower	scalpel	AT	1.05	0.22	The child drew the flower with the scalpel .			
teacher	explain	exercise	foot	AT	2.05	1.56	The teacher explained the exercise with the foot .	1.4459631074714707e-06	following_(0.54492);students_(0.14484899);student_(0.025974153);video_(0.013663679);class_(0.009821889);	7.371178867288108e-07
painter	decorate	wall	scalpel	AT	1.75	1.37	The painter decorated the wall with the scalpel .			
confectioner	spread	icing	hose	AT	1.3	0.71	The confectioner spread the icing with the hose .	0.00016840119496919215	spoon_(0.3280292);knife_(0.08733787);sponge_(0.0593712);sugar_(0.04071609);butter_(0.028685624);	5.876182513020467e-06
mother	decorate	house	garbage	AT	1.15	0.36	The mother decorated the house with the garbage .	0.00023009060532785952	flowers_(0.05089253);candles_(0.024726706);following_(0.023703365);decorations_(0.022426832);lights_(0.018897537);	2.057354095086339e-06
mechanic	fix	tire	pencil	AT	1.5	0.87	The mechanic fixed the tire with the pencil .	4.586360591929406e-05	spare_(0.320723);jack_(0.028677117);pump_(0.02398038);air_(0.0120911645);tread_(0.010383391);	6.392252771547646e-08
musician	touch	instrument	club	AT	1.65	1.35	The musician touched the instrument with the club .	0.00038484702236019075	finger_(0.18980828);hand_(0.17850369);fingers_(0.12017591);hands_(0.03665298);thumb_(0.018027667);	3.4491017686377745e-06
carpenter	fix	chair	trowel	AT	2.3	1.71	The carpenter fixed the chair with the trowel .			
astronaut	reach	moon	dirigible	AT	1.7	1.52	The astronaut reached the moon with the dirigible .			
policeman	examine	car	telescope	AT	1.8	0.81	The policeman examined the car with the telescope .	0.0024500912986695766	camera_(0.105701715);flashlight_(0.05336551);lights_(0.033490457);key_(0.027067443);driver_(0.02208995);	9.551206403557444e-08
mother	prepare	food	bonfire	AT	2.5	1.6	The mother prepared the food with the bonfire .			
cook	flip	pancake	shovel	AT	1.15	0.48	The cook flipped the pancake with the shovel .	0.0011680572060868144	fork_(0.30649817);knife_(0.1611753);spoon_(0.055987637);egg_(0.035696);batter_(0.02424904);	2.3382989411402377e-07
dog	carry	ball	basket	AT	1.5	0.59	The dog carried the ball with the basket .	0.012715127319097519	leash_(0.077672996);ball_(0.045933086);boy_(0.038019776);owner_(0.03583965);cat_(0.02997944);	1.6232165762630757e-06
waiter	bring	glass	backpack	AT	1.2	0.4	The waiter brought the glass with the backpack .	5.216805675445357e-06	wine_(0.23909132);water_(0.101392224);ice_(0.055988982);milk_(0.03020932);tea_(0.026148776);	1.524863613155958e-08
mother	prepare	food	kiln	AT	2.65	1.88	The mother prepared the food with the kiln .			
guard	tie	prisoner	headphones	AT	1.5	1.32	The guard tied the prisoner with the headphones .	9.811281051952392e-05	rope_(0.59213716);belt_(0.07857747);handcuffs_(0.03791447);ropes_(0.029296914);whip_(0.021649377);	3.0788538651904673e-07
singer	perform	music	megaphone	AT	3.35	1.77	The singer performed the music with the megaphone .			
waiter	mix	drink	drill	AT	1.2	0.51	The waiter mixed the drink with the drill .	1.417530802427791e-05	water_(0.11780628);ice_(0.09427046);vodka_(0.06931579);wine_(0.0318757);milk_(0.027657349);	6.730276140842761e-07
firefighter	fight	fire	bottle	AT	1.65	0.73	The firefighter fought the fire with the bottle .	0.0003801564162131399	hose_(0.35538492);ladder_(0.051817566);dog_(0.028486768);shovel_(0.026552893);bucket_(0.023445452);	1.030226303555537e-05
skier	gain	speed	oar	AT	1.85	1.8	The skier gained the speed with the oar .			
goalkeeper	grab	ball	mouth	AT	1.3	0.46	The goalkeeper grabbed the ball with the mouth .	0.0037697257939726114	hand_(0.16044882);hands_(0.1079016);arm_(0.041762754);foot_(0.03739792);boot_(0.035426285);	7.547621976300434e-07
tailor	sew	dress	scalpel	AT	1.5	0.92	The tailor sewed the dress with the scalpel .			
student	send	email	television	AT	1.6	0.8	The student sent the email with the television .	1.2287387995968402e-08	following_(0.6575612);attachment_(0.11567085);message_(0.016652146);subject_(0.01577502);attachments_(0.014127697);	4.811948315364134e-07
spectator	watch	game	magnifier	AT	3.25	2.07	The spectator watched the game with the magnifier .			
butcher	cut	meat	razor	AT	1.65	1.24	The butcher cut the meat with the razor .	0.026179714128375053	knife_(0.6336742);scissors_(0.11683358);blade_(0.049956687);saw_(0.027397929);razor_(0.026179714);	1.3953238067188067e-06
sweeper	clean	street	sponge	AT	1.65	0.85	The sweeper cleaned the street with the sponge .	0.006454465910792351	broom_(0.25490358);hose_(0.12099776);bucket_(0.09147057);brush_(0.05658215);shovel_(0.030478636);	3.974499307446422e-08
footballer	hit	ball	bat	AT	1.75	1.51	The footballer hit the ball with the bat .	0.04382409527897835	ball_(0.10644245);head_(0.069912724);boot_(0.056684047);helmet_(0.053855233);stick_(0.051233996);	1.0855233085749205e-06
porter	carry	bag	sled	AT	1.85	1.06	The porter carried the bag with the sled .	8.122355939121917e-05	documents_(0.031402323);luggage_(0.023534512);money_(0.019141234);food_(0.016876621);books_(0.014639747);	1.69126977311862e-07
surfer	catch	wave	lifesaver	AT	2.15	1.42	The surfer caught the wave with the lifesaver .			
chauffeur	carry	passenger	barrow	AT	1.35	0.65	The chauffeur carried the passenger with the barrow .			
dog	dig	hole	tail	AT	1.5	0.81	The dog dug the hole with the tail .	0.010255424305796623	shovel_(0.33157003);stick_(0.05732708);ball_(0.034054693);bucket_(0.017227557);paw_(0.013172496);	8.551071317697279e-08
volunteer	bring	food	raft	AT	2.95	1.53	The volunteer brought the food with the raft .	5.057330326962983e-06	group_(0.039884042);donation_(0.039620943);kids_(0.039491925);children_(0.032290705);dog_(0.018426644);	2.2140989131003153e-07
waiter	clear	table	vacuum	AT	1.8	1.17	The waiter cleared the table with the vacuum .	0.00102797441650182	tray_(0.22115658);rake_(0.030195888);fork_(0.02928864);plates_(0.026738608);tip_(0.026726676);	1.3606938864541007e-07
demonstrator	throw	stone	catapult	AT	2.7	1.79	The demonstrator threw the stone with the catapult .	0.0001412165438523516	sign_(0.03945877);hammer_(0.03887222);knife_(0.024271294);bottle_(0.022546057);flag_(0.02007944);	1.1247875590925105e-05
musician	entertain	crowd	flag	AT	2.45	1.16	The musician entertained the crowd with the flag .	2.9517092116293497e-05	song_(0.3511338);songs_(0.12272095);performance_(0.1120349);music_(0.075839296);dance_(0.020533543);	1.0858340147024137e-06
deejay	mix	music	phone	AT	3.1	1.7	The deejay mixed the music with the phone .	0.0008232499822042882	lyrics_(0.0890537);words_(0.050234552);dance_(0.0303168);narration_(0.02085677);conversation_(0.020133037);	2.2726542283635354e-06
mover	move	furniture	bicycle	AT	1.85	1.24	The mover moved the furniture with the bicycle .	0.000754683162085712	truck_(0.099664085);tractor_(0.094642326);crane_(0.052967347);shovel_(0.026801823);trailer_(0.023221694);	4.963358151144348e-07
farmer	plow	field	helicopter	AT	1.15	0.36	The farmer plowed the field with the helicopter .	0.0012021017028018832	tractor_(0.61963075);shovel_(0.05946098);combine_(0.050812744);machine_(0.018276596);bucket_(0.00877898);	1.0604306766026639e-07
policeman	capture	thief	saber	AT	1.9	1.09	The policeman captured the thief with the saber .			
crew	load	container	catapult	AT	1.7	0.95	The crew loaded the container with the catapult .	1.0906484021688811e-05	cargo_(0.04284381);equipment_(0.023411633);goods_(0.022241494);fuel_(0.019160427);fish_(0.017870862);	1.4317781449335598e-07
sailor	face	ocean	inflatable	AT	2.75	1.44	The sailor faced the ocean with the inflatable .			
barber	cut	hair	laser	AT	1.35	0.91	The barber cut the hair with the laser .	0.0019182080868631601	scissors_(0.7196324);razor_(0.124836974);knife_(0.029330872);blade_(0.027141528);comb_(0.012319533);	9.430806926502555e-07
businessman	read	report	telescope	AT	1.0	0.0	The businessman read the report with the telescope .	2.0204990505590104e-05	translator_(0.0609802);interpreter_(0.035006497);author_(0.017943386);publisher_(0.0128151);reporter_(0.011638985);	9.551206403557444e-08
receiver	catch	baseball	pincers	AT	1.15	0.48	The receiver caught the baseball with the pincers .			
guest	hang	coat	glue	AT	1.2	0.4	The guest hung the coat with the glue .	2.2374897525878623e-05	others_(0.10936337);dog_(0.025310537);coat_(0.024547167);chain_(0.018290821);scarf_(0.017730575);	1.056746896210825e-06
soldier	dig	trench	spoon	AT	1.4	0.73	The soldier dug the trench with the spoon .	0.00016849809617269784	shovel_(0.45536053);hammer_(0.036325824);rifle_(0.030921312);knife_(0.029372357);drill_(0.023629818);	2.871977358154254e-06
pyromaniac	start	fire	magnifier	AT	4.6	1.69	The pyromaniac started the fire with the magnifier .			
