SUBJECT	VERB	OBJECT	typicality	sentence	computed_score	best_completions	baseline_score
student	erect	wall	P	The student erected the wall .	-4.591405868530273	monument_(-1.204046);statue_(-1.7601736);cross_(-2.8783681);building_(-3.4197118);memorial_(-3.6711147);	-12.227970123291016
rabbit	erect	wall	N	The rabbit erected the wall .	-2.567888021469116	wall_(-2.567888);house_(-3.1279085);tower_(-3.1632802);statue_(-3.4253519);cross_(-3.5448358);	-12.227970123291016
knife	etch	pebbles	P	The knife etched the pebbles .			
pillow	etch	pebbles	N	The pillow etched the pebbles .			
knife	etch	rock	P	The knife etched the rock .	-5.767727851867676	words_(-3.3835378);flesh_(-3.6779714);blade_(-3.784264);wood_(-3.8165278);skin_(-3.8636346);	-12.784358024597168
pillow	etch	rock	N	The pillow etched the rock .	-7.4209394454956055	words_(-2.812307);image_(-3.337524);picture_(-4.0206323);face_(-4.0282636);bed_(-4.1424446);	-12.784358024597168
cake	feed	rabbit	P	The cake fed the rabbit .	-6.324300289154053	fire_(-2.7419481);flames_(-3.350832);fish_(-3.879673);baby_(-3.924036);birds_(-4.1340075);	-14.226879119873047
air	feed	rabbit	N	The air fed the rabbit .	-8.647348403930664	fire_(-2.007846);flames_(-3.4092143);water_(-3.771615);heat_(-3.784873);light_(-4.0459223);	-14.226879119873047
monkey	fill	bucket	P	The monkey filled the bucket .	-5.377565860748291	doorway_(-2.5171144);room_(-2.761769);space_(-2.8499887);glass_(-2.8580005);screen_(-3.1080148);	-8.244444847106934
elephant	fill	bucket	N	The elephant filled the bucket .	-7.686133861541748	room_(-1.4309486);doorway_(-2.8700936);air_(-3.0617802);space_(-3.2571826);screen_(-3.4256947);	-8.244444847106934
water	fill	cup	P	The water filled the cup .	-5.274002552032471	tub_(-1.6268059);room_(-2.4174876);sink_(-2.9382463);tank_(-2.9891877);pool_(-3.321527);	-10.630731582641602
car	fill	cup	N	The car filled the cup .	-8.04081916809082	silence_(-2.4799256);space_(-2.8099608);air_(-2.9726348);garage_(-3.1230206);street_(-3.2216277);	-10.630731582641602
water	fill	plate	P	The water filled the plate .	-8.262491226196289	tub_(-1.6268059);room_(-2.4174876);sink_(-2.9382463);tank_(-2.9891877);pool_(-3.321527);	-9.41285514831543
house	fill	plate	N	The house filled the plate .	-8.581246376037598	screen_(-2.5770943);air_(-2.794469);sky_(-3.0501587);window_(-3.2029707);room_(-3.2215912);	-9.41285514831543
mud	fill	sink	P	The mud filled the sink .	-4.433776378631592	air_(-2.3486648);room_(-2.6382565);hole_(-3.0311055);space_(-3.7073655);tunnel_(-3.9566634);	-15.040201187133789
car	fill	sink	N	The car filled the sink .	-7.679773330688477	silence_(-2.4799256);space_(-2.8099608);air_(-2.9726348);garage_(-3.1230206);street_(-3.2216277);	-15.040201187133789
chef	film	cake	P	The chef filmed the cake .	-8.033621788024902	event_(-2.2030907);incident_(-2.9832811);scene_(-3.1865253);fight_(-3.3489);performance_(-3.4857314);	-12.25825309753418
lion	film	cake	N	The lion filmed the cake .	-10.426095962524414	scene_(-1.6647869);video_(-2.7306342);event_(-3.1103103);fight_(-3.1478784);footage_(-3.5796354);	-12.25825309753418
chef	film	man	P	The chef filmed the man .	-7.93250036239624	event_(-2.2030907);incident_(-2.9832811);scene_(-3.1865253);fight_(-3.3489);performance_(-3.4857314);	-6.690997123718262
bug	film	man	N	The bug filmed the man .	-6.746545314788818	event_(-3.0324826);scene_(-3.1092448);video_(-3.137237);action_(-3.861836);fight_(-4.071167);	-6.690997123718262
woman	film	sofa	P	The woman filmed the sofa .	-11.277581214904785	scene_(-2.3423145);video_(-2.4623868);incident_(-2.6698685);event_(-3.0686367);conversation_(-3.3324573);	-13.849454879760742
dog	film	sofa	N	The dog filmed the sofa .	-11.333304405212402	scene_(-2.3235335);video_(-2.6645522);incident_(-2.9449706);event_(-2.9552217);fight_(-3.4313245);	-13.849454879760742
child	film	water	P	The child filmed the water .	-9.276298522949219	video_(-1.7067069);scene_(-2.8439627);event_(-3.064574);incident_(-3.1123486);footage_(-3.5778818);	-11.987295150756836
rabbit	film	water	N	The rabbit filmed the water .	-9.025032043457031	scene_(-2.0930789);video_(-2.2377732);footage_(-3.563285);incident_(-3.7823288);conversation_(-3.8376791);	-11.987295150756836
wrench	fix	car	P	The wrench fixed the car .	-5.6230645179748535	damage_(-2.2906616);problem_(-2.392226);hole_(-3.782562);lock_(-4.065625);door_(-4.1826324);	-8.885242462158203
lion	fix	car	N	The lion fixed the car .	-7.3728928565979	sword_(-4.4582005);sun_(-4.501653);shield_(-4.6696725);crown_(-4.855504);flag_(-4.9682693);	-9.32065200805664
hammer	flatten	cake	P	The hammer flattened the cake .	-7.950788974761963	wood_(-3.419583);metal_(-3.464957);trigger_(-3.607289);wall_(-3.6704557);head_(-3.716728);	-12.25825309753418
paper	flatten	cake	N	The paper flattened the cake .	-8.861741065979004	page_(-4.185275);spot_(-4.224474);surface_(-4.272962);tip_(-4.3665233);ground_(-4.3961787);	-12.25825309753418
car	flatten	cup	P	The car flattened the cup .	-9.288115501403809	ground_(-2.5348487);car_(-3.0081992);grass_(-3.2325873);hood_(-3.5834737);tires_(-3.6072755);	-10.630731582641602
cloud	flatten	cup	N	The cloud flattened the cup .	-8.451565742492676	ground_(-1.4836457);sky_(-2.6316493);sun_(-3.3979218);land_(-3.433983);grass_(-3.6764739);	-10.630731582641602
hand	fold	pillow	P	The hand folded the pillow .	-7.227422714233398	paper_(-1.5442604);letter_(-2.1954436);note_(-2.5987875);parchment_(-3.2148573);papers_(-3.3844066);	-13.338357925415039
bug	fold	pillow	N	The bug folded the pillow .	-6.461079120635986	paper_(-1.2405614);parchment_(-2.9176233);note_(-3.4129324);sheet_(-3.4146042);newspaper_(-3.534104);	-13.338357925415039
ice	freeze	pebbles	P	The ice froze the pebbles .			
sun	freeze	pebbles	N	The sun froze the pebbles .			
ice	freeze	rock	P	The ice froze the rock .	-6.395785331726074	ground_(-2.8692317);water_(-3.1787);room_(-3.2909732);air_(-3.801226);floor_(-3.8234525);	-12.784358024597168
sun	freeze	rock	N	The sun froze the rock .	-6.966899394989014	air_(-2.0168128);ground_(-2.7718005);snow_(-2.9135318);ice_(-3.2278953);land_(-3.2372346);	-12.784358024597168
ice	freeze	water	P	The ice froze the water .	-3.1786999702453613	ground_(-2.8692317);water_(-3.1787);room_(-3.2909732);air_(-3.801226);floor_(-3.8234525);	-11.987295150756836
smoke	freeze	water	N	The smoke froze the water .	-4.628490924835205	room_(-1.7409035);air_(-1.9584166);world_(-3.650579);night_(-3.699375);ground_(-3.7514436);	-11.987295150756836
man	fry	cake	P	The man fried the cake .	-6.3753252029418945	machine_(-3.8129818);engine_(-4.0285106);fish_(-4.0528045);man_(-4.197866);egg_(-4.398946);	-12.25825309753418
monkey	fry	cake	N	The monkey fried the cake .	-5.835541248321533	fish_(-2.5228884);chicken_(-2.6636956);man_(-3.4989398);rabbit_(-3.5110848);cat_(-3.5962937);	-12.25825309753418
sign	halt	boat	P	The sign halted the boat .	-6.915039539337158	car_(-1.6297579);traffic_(-2.4235868);train_(-2.8333702);truck_(-3.2589178);bus_(-3.3654633);	-9.908454895019531
lake	halt	boat	N	The lake halted the boat .	-4.828999042510986	flow_(-3.1712003);rain_(-3.5896573);fall_(-3.8597198);train_(-3.9207969);car_(-3.9655004);	-9.908454895019531
sign	halt	traffic	P	The sign halted the traffic .	-2.423586845397949	car_(-1.6297579);traffic_(-2.4235868);train_(-2.8333702);truck_(-3.2589178);bus_(-3.3654633);	-11.409333229064941
air	halt	traffic	N	The air halted the traffic .	-7.8906049728393555	movement_(-3.2732708);world_(-3.7352054);screams_(-3.8063796);scream_(-4.0421166);sound_(-4.1485333);	-11.409333229064941
stove	heat	air	P	The stove heated the air .	-3.4111990928649902	room_(-1.140762);water_(-2.8396602);kitchen_(-2.9861782);cabin_(-3.3512444);air_(-3.411199);	-11.045646667480469
house	heat	air	N	The house heated the air .	-4.011693954467773	water_(-1.9381583);room_(-2.6167233);house_(-3.3602936);car_(-3.3920195);pool_(-3.7006018);	-11.045646667480469
oven	heat	food	P	The oven heated the food .	-2.4096953868865967	food_(-2.4096954);meat_(-2.9511096);water_(-3.1121356);eggs_(-3.4917161);dishes_(-3.5140915);	-13.856086730957031
table	heat	food	N	The table heated the food .	-5.18828821182251	water_(-1.7477984);room_(-1.7827258);air_(-2.4929843);blood_(-2.9975696);coffee_(-3.5186467);	-13.856086730957031
fire	heat	man	P	The fire heated the man .	-6.7876105308532715	room_(-1.9794039);water_(-2.498773);air_(-2.6652303);wood_(-3.5023599);bed_(-3.5868065);	-6.690997123718262
ice	heat	man	N	The ice heated the man .	-6.07493257522583	water_(-1.9009141);air_(-2.8907576);room_(-3.3246229);glass_(-3.3591309);skin_(-3.8956413);	-6.690997123718262
fire	heat	sand	P	The fire heated the sand .	-5.615631580352783	room_(-1.9794039);water_(-2.498773);air_(-2.6652303);wood_(-3.5023599);bed_(-3.5868065);	-13.335556030273438
dog	heat	sand	N	The dog heated the sand .	-6.383010387420654	water_(-1.6904925);pot_(-3.3532114);glass_(-3.3757868);tea_(-3.5036278);coffee_(-3.688279);	-13.335556030273438
sun	heat	water	P	The sun heated the water .	-3.1210389137268066	air_(-2.3836055);ground_(-2.5598655);water_(-3.121039);sand_(-3.3449552);room_(-3.4698358);	-11.987295150756836
oil	heat	water	N	The oil heated the water .	-2.6083879470825195	water_(-2.608388);fire_(-3.4738626);mixture_(-4.138506);body_(-4.2070765);skin_(-4.3461676);	-11.987295150756836
uncle	heave	box	P	The uncle heaved the box .	-4.529930591583252	bag_(-3.1767282);sack_(-3.5735168);body_(-3.6315613);rifle_(-3.7111073);stone_(-3.7247381);	-11.825057983398438
ant	heave	box	N	The ant heaved the box .	-4.529641151428223	body_(-2.7204247);rock_(-3.270665);stone_(-3.335966);corpse_(-3.6752203);child_(-3.8571863);	-11.825057983398438
tiger	heave	door	P	The tiger heaved the door .	-5.086095809936523	body_(-2.883025);knife_(-3.1846178);boulder_(-3.7062213);gun_(-3.7519815);rifle_(-3.8156154);	-12.471768379211426
worm	heave	door	N	The worm heaved the door .	-4.616429328918457	stone_(-2.8611243);rock_(-3.247801);body_(-3.2547686);boulder_(-3.7927363);corpse_(-4.364037);	-12.471768379211426
ant	heave	pea	P	The ant heaved the pea .			
elephant	heave	pea	N	The elephant heaved the pea .			
car	hit	brother	P	The car hit the brother .	-12.019225120544434	wall_(-2.4657094);pavement_(-2.4680984);ground_(-2.5822628);brakes_(-2.593046);curb_(-2.6994731);	-9.287605285644531
air	hit	brother	N	The air hit the brother .	-10.590653419494629	ground_(-2.4568431);floor_(-2.6398695);glass_(-2.9843519);window_(-3.3186624);roof_(-3.4541214);	-9.287605285644531
finger	hit	pillow	P	The finger hit the pillow .	-5.859900951385498	floor_(-2.1550417);table_(-2.4379814);button_(-2.5110824);ground_(-2.979988);wall_(-3.2747107);	-13.338357925415039
smoke	hit	pillow	N	The smoke hit the pillow .	-8.287724494934082	ground_(-1.9116973);floor_(-2.1374311);roof_(-3.0923414);ceiling_(-3.1154957);window_(-3.3674734);	-13.338357925415039
policeman	hold	cup	P	The policeman held the cup .	-6.746647357940674	gun_(-1.9736387);door_(-2.1441498);knife_(-3.258131);pistol_(-3.3757277);phone_(-3.5318556);	-10.630731582641602
ant	hold	cup	N	The ant held the cup .	-6.109278678894043	light_(-3.8669415);child_(-3.9167051);stick_(-4.0524416);baby_(-4.2175546);knife_(-4.303492);	-10.630731582641602
net	hold	dog	P	The net held the dog .	-6.491942405700684	ball_(-1.3634443);balls_(-4.3479824);goal_(-4.647299);air_(-4.7027264);target_(-4.7611547);	-10.874027252197266
bowl	hold	dog	N	The bowl held the dog .	-7.3019490242004395	key_(-3.0536656);water_(-4.2534127);truth_(-4.3367133);answer_(-4.388382);seeds_(-4.397397);	-10.874027252197266
glove	hold	earplug	P	The glove held the earplug .			
ant	hold	earplug	N	The ant held the earplug .			
pin	hook	fish	P	The pin hooked the fish .	-6.553951263427734	button_(-3.279773);lock_(-3.3896573);handle_(-3.437812);trigger_(-3.4625752);blade_(-3.7390854);	-13.925621032714844
wall	hook	fish	N	The wall hooked the fish .	-6.218568801879883	door_(-3.235024);ceiling_(-4.1679907);beam_(-4.452022);wall_(-4.486934);floor_(-4.55967);	-13.925621032714844
rope	hook	stick	P	The rope hooked the stick .	-6.41347599029541	boat_(-3.2274485);rope_(-3.8507252);fish_(-3.865285);man_(-3.9367085);horse_(-3.9894996);	-9.069862365722656
ant	hook	stick	N	The ant hooked the stick .	-5.7975640296936035	fly_(-2.892706);worm_(-3.2084875);fish_(-3.236992);spider_(-3.3273087);bird_(-3.5159006);	-9.069862365722656
rope	hurl	boat	P	The rope hurled the boat .	-4.964632987976074	man_(-2.0934505);body_(-3.038188);boy_(-3.4977522);ball_(-4.1813364);woman_(-4.2071033);	-9.908454895019531
hair	hurl	boat	N	The hair hurled the boat .	-7.74575138092041	knife_(-2.8356237);ball_(-3.468542);rock_(-3.6236076);stone_(-3.636341);blade_(-3.9306345);	-9.908454895019531
rope	hurl	trolley	P	The rope hurled the trolley .	-8.9291410446167	man_(-2.0934505);body_(-3.038188);boy_(-3.4977522);ball_(-4.1813364);woman_(-4.2071033);	-15.008727073669434
rock	hurl	trolley	N	The rock hurled the trolley .	-9.824437141418457	stone_(-3.4836366);boy_(-3.5496156);man_(-3.561468);body_(-3.6881368);spear_(-3.7097824);	-15.008727073669434
car	hurl	truck	P	The car hurled the truck .	-5.359248161315918	body_(-2.8928952);man_(-3.0799642);car_(-3.3949094);gun_(-3.8750587);woman_(-4.0913525);	-11.125504493713379
hair	hurl	truck	N	The hair hurled the truck .	-9.369287490844727	knife_(-2.8356237);ball_(-3.468542);rock_(-3.6236076);stone_(-3.636341);blade_(-3.9306345);	-11.125504493713379
man	hurl	woman	P	The man hurled the woman .	-6.560715675354004	knife_(-2.1327069);stone_(-2.7140582);rock_(-3.0710232);bottle_(-3.3426173);ball_(-3.5225337);	-9.087909698486328
ant	hurl	woman	N	The ant hurled the woman .	-6.722945213317871	stone_(-2.4912505);rock_(-2.63331);coin_(-3.2128482);egg_(-3.3648849);ball_(-3.680407);	-9.087909698486328
knife	hurt	foot	P	The knife hurt the foot .	-7.765319347381592	man_(-2.4963124);boy_(-2.5861886);girl_(-3.2534182);woman_(-3.5383332);flesh_(-3.7989962);	-7.691593647003174
cloth	hurt	foot	N	The cloth hurt the foot .	-7.017885684967041	worst_(-2.5947306);skin_(-3.1785939);pain_(-3.1944478);most_(-3.2916157);wound_(-3.63579);	-7.691593647003174
needle	hurt	head	P	The needle hurt the head .	-4.948336601257324	skin_(-2.644415);flesh_(-3.235095);wound_(-3.2354212);man_(-3.6910982);baby_(-3.7486715);	-6.305713653564453
pillow	hurt	head	N	The pillow hurt the head .	-4.013820648193359	worst_(-1.5126085);most_(-1.5397635);same_(-3.7747517);worse_(-3.7901258);other_(-3.814639);	-6.305713653564453
student	jail	girl	P	The student jailed the girl .	-5.610134601593018	teacher_(-2.7894163);professor_(-3.3944254);man_(-3.6597023);officer_(-3.7644536);doctor_(-3.8601437);	-10.369489669799805
cat	jail	girl	N	The cat jailed the girl .	-3.872194290161133	dog_(-2.9685974);king_(-3.0485764);mouse_(-3.07197);man_(-3.1944427);mice_(-3.5140457);	-10.369489669799805
mayor	jail	person	P	The mayor jailed the person .	-6.86982536315918	men_(-2.6739085);two_(-3.1875813);pair_(-3.6124203);couple_(-3.6138709);group_(-3.9142802);	-10.198704719543457
dog	jail	person	N	The dog jailed the person .	-4.554585933685303	man_(-2.3710434);boy_(-3.3065464);girl_(-3.494921);woman_(-3.6102583);men_(-3.6211855);	-10.198704719543457
student	jail	woman	P	The student jailed the woman .	-4.827434062957764	teacher_(-2.7894163);professor_(-3.3944254);man_(-3.6597023);officer_(-3.7644536);doctor_(-3.8601437);	-9.087909698486328
cat	jail	woman	N	The cat jailed the woman .	-4.425166606903076	dog_(-2.9685974);king_(-3.0485764);mouse_(-3.07197);man_(-3.1944427);mice_(-3.5140457);	-9.087909698486328
horse	kick	chair	P	The horse kicked the chair .	-7.56622838973999	ground_(-0.92352265);dirt_(-2.5647705);reins_(-3.6112735);horse_(-3.807392);snow_(-3.861529);	-10.210545539855957
tree	kick	chair	N	The tree kicked the chair .	-6.550464630126953	ground_(-1.2296997);dirt_(-2.7297835);tree_(-3.4631553);grass_(-3.6296334);earth_(-3.8002658);	-10.210545539855957
horse	kick	table	P	The horse kicked the table .	-6.85993766784668	ground_(-0.92352265);dirt_(-2.5647705);reins_(-3.6112735);horse_(-3.807392);snow_(-3.861529);	-11.925941467285156
tree	kick	table	N	The tree kicked the table .	-7.124575138092041	ground_(-1.2296997);dirt_(-2.7297835);tree_(-3.4631553);grass_(-3.6296334);earth_(-3.8002658);	-11.925941467285156
knife	kill	ant	P	The knife killed the ant .	-8.766572952270508	man_(-1.8997837);boy_(-2.8937383);woman_(-2.9764514);girl_(-3.4504535);dog_(-3.5292964);	-7.474001407623291
air	kill	ant	N	The air killed the ant .	-9.111648559570312	fire_(-3.3647854);sound_(-3.405204);flames_(-3.5717947);man_(-3.828191);screams_(-3.9703925);	-7.474001407623291
dolphin	kiss	fish	P	The dolphin kissed the fish .	-3.805014133453369	water_(-2.3405995);sea_(-2.6494813);boy_(-3.428388);ocean_(-3.5179648);ground_(-3.7381587);	-14.218868255615234
ant	kiss	fish	N	The ant kissed the fish .	-6.87274694442749	ant_(-2.8205097);ground_(-3.1028326);fly_(-3.8642652);man_(-4.0900292);girl_(-4.1177707);	-13.925621032714844
women	kiss	girlfriend	P	The women kissed the girlfriend .	-12.426582336425781	men_(-1.1300538);man_(-2.2166893);children_(-3.1687472);boys_(-3.2050183);boy_(-3.4140713);	-11.323430061340332
ant	kiss	girlfriend	N	The ant kissed the girlfriend .	-9.898351669311523	ant_(-2.8205097);ground_(-3.1028326);fly_(-3.8642652);man_(-4.0900292);girl_(-4.1177707);	-11.323430061340332
ape	kiss	remote	P	The ape kissed the remote .	-11.34378433227539	ground_(-1.9949735);boy_(-3.0960155);girl_(-3.2667222);earth_(-3.3241563);grass_(-3.5210776);	-10.97564697265625
cup	kiss	remote	N	The cup kissed the remote .	-11.315646171569824	floor_(-2.4653192);ground_(-2.5689654);table_(-3.0630164);glass_(-3.4058604);lips_(-3.4808228);	-11.497391700744629
ape	kiss	woman	P	The ape kissed the woman .	-3.56148099899292	ground_(-1.9949735);boy_(-3.0960155);girl_(-3.2667222);earth_(-3.3241563);grass_(-3.5210776);	-9.031599044799805
tree	kiss	woman	N	The tree kissed the woman .	-5.927249908447266	ground_(-1.6136075);sky_(-1.6682941);earth_(-3.15386);sun_(-3.4522133);grass_(-3.566637);	-9.087909698486328
mallet	knead	cake	P	The mallet kneaded the cake .	-6.785407066345215	flesh_(-2.4832664);dough_(-3.0630946);skin_(-3.0653043);wood_(-3.2830634);stone_(-3.9860988);	-11.79360580444336
air	knead	cake	N	The air kneaded the cake .	-9.012868881225586	skin_(-2.2494726);flesh_(-3.440525);air_(-3.9604235);bones_(-4.0150146);wound_(-4.015253);	-11.960060119628906
chef	knead	clay	P	The chef kneaded the clay .	-8.821454048156738	dough_(-0.436549);meat_(-3.3170338);bread_(-3.5752866);cheese_(-4.1454678);food_(-4.3099704);	-13.261125564575195
mud	knead	clay	N	The mud kneaded the clay .	-5.935651779174805	skin_(-2.5848198);flesh_(-3.5864468);wound_(-3.7982683);surface_(-3.9179602);stone_(-3.9769297);	-13.261125564575195
needle	knit	rug	P	The needle knitted the rug .	-6.92819356918335	skin_(-2.804893);wound_(-3.068293);thread_(-3.1448083);threads_(-3.2844892);knot_(-3.4988475);	-11.498708724975586
cat	knit	rug	N	The cat knitted the rug .	-4.865992069244385	scarf_(-2.5761561);blanket_(-3.1418757);cord_(-3.1652932);fur_(-3.3128037);wool_(-3.3597493);	-11.498708724975586
chef	knit	shirt	P	The chef knitted the shirt .	-5.890317440032959	eyebrows_(-2.6121175);scarf_(-2.9747026);brow_(-3.1276739);brows_(-3.258888);fabric_(-3.5148036);	-6.906673431396484
horse	knit	shirt	N	The horse knitted the shirt .	-6.343019485473633	wool_(-3.0292091);thread_(-3.3867035);knot_(-3.6983538);threads_(-3.7707424);cloth_(-3.824297);	-6.906673431396484
grandma	knit	wool	P	The grandma knitted the wool .	-5.046686172485352	scarf_(-1.9439427);sweater_(-2.4723735);blanket_(-3.298639);hair_(-3.7921283);handkerchief_(-4.083673);	-10.480417251586914
horse	knit	wool	N	The horse knitted the wool .	-3.0292091369628906	wool_(-3.0292091);thread_(-3.3867035);knot_(-3.6983538);threads_(-3.7707424);cloth_(-3.824297);	-10.111270904541016
house	leak	gas	P	The house leaked the gas .	-3.458688735961914	water_(-2.643776);truth_(-2.8552504);oil_(-2.8588874);beans_(-3.2586937);gas_(-3.4586887);	-13.870656967163086
tree	leak	gas	N	The tree leaked the gas .	-5.003700256347656	water_(-1.641634);oil_(-2.6959848);blood_(-2.808649);juice_(-2.9376364);milk_(-3.7714767);	-13.870656967163086
finger	lengthen	cord	P	The finger lengthened the cord .	-5.294137001037598	blade_(-2.265868);shaft_(-2.7709253);finger_(-3.2261617);length_(-3.32281);hair_(-3.4289415);	-12.60978889465332
oil	lengthen	cord	N	The oil lengthened the cord .	-6.236786842346191	hair_(-1.7873241);life_(-2.6794796);skin_(-3.3870432);beard_(-3.6177473);day_(-3.742286);	-12.60978889465332
hand	lengthen	dough	P	The hand lengthened the dough .	-11.250285148620605	blade_(-2.3052385);length_(-3.1610475);hair_(-3.2373998);chain_(-3.372608);neck_(-3.5455241);	-12.434785842895508
ant	lengthen	dough	N	The ant lengthened the dough .	-10.605093955993652	abdomen_(-3.1655154);leg_(-3.4672399);hair_(-3.4727616);tail_(-3.4998212);legs_(-3.5746605);	-12.434785842895508
lion	lick	frosting	P	The lion licked the frosting .			
tree	lick	frosting	N	The tree licked the frosting .			
helicopter	lift	dumbbell	P	The helicopter lifted the dumbbell .			
ant	lift	dumbbell	N	The ant lifted the dumbbell .			
ant	lift	leaf	P	The ant lifted the leaf .	-5.205887317657471	body_(-3.116072);lid_(-3.2522357);head_(-3.3602567);child_(-3.5943253);corpse_(-3.6966212);	-11.87275505065918
man	lift	leaf	N	The man lifted the leaf .	-9.302309036254883	gun_(-1.8542521);knife_(-2.5961936);pistol_(-3.2289402);rifle_(-3.6251843);blade_(-3.7283175);	-11.87275505065918
helicopter	lift	weight	P	The helicopter lifted the weight .	-5.514289855957031	flag_(-3.0902078);anchor_(-3.5902984);boy_(-3.7587097);body_(-4.0851398);lid_(-4.1106825);	-9.007162094116211
ant	lift	weight	N	The ant lifted the weight .	-6.822247505187988	body_(-3.116072);lid_(-3.2522357);head_(-3.3602567);child_(-3.5943253);corpse_(-3.6966212);	-9.007162094116211
smoke	mask	computer	P	The smoke masked the computer .	-10.341365814208984	sun_(-3.0815992);flames_(-3.7371082);scene_(-3.877387);others_(-3.9944868);light_(-3.9980316);	-11.601068496704102
wind	mask	computer	N	The wind masked the computer .	-11.918707847595215	sound_(-2.1216993);noise_(-2.658968);sun_(-3.2054691);sounds_(-3.4746838);words_(-3.6457176);	-11.601068496704102
clay	mask	face	P	The clay masked the face .	-4.585832595825195	light_(-3.3742218);sound_(-3.7584133);sun_(-3.8891168);smell_(-4.118872);image_(-4.2285733);	-5.963094711303711
ant	mask	face	N	The ant masked the face .	-4.584559917449951	sound_(-2.3499696);noise_(-3.6378715);light_(-3.6914537);voice_(-3.9479177);movement_(-4.158069);	-5.963094711303711
purse	mask	hand	P	The purse masked the hand .	-3.964601993560791	face_(-2.301123);gun_(-3.9311244);hand_(-3.964602);knife_(-4.3486977);eyes_(-4.4459395);	-11.366827011108398
water	mask	hand	N	The water masked the hand .	-7.342411518096924	sound_(-1.8696764);movement_(-3.2834852);light_(-3.322996);noise_(-3.3836381);pain_(-3.6941202);	-11.366827011108398
smoke	mask	laptop	P	The smoke masked the laptop .	-10.607022285461426	sun_(-3.0815992);flames_(-3.7371082);scene_(-3.877387);others_(-3.9944868);light_(-3.9980316);	-10.56558895111084
wind	mask	laptop	N	The wind masked the laptop .	-11.747289657592773	sound_(-2.1216993);noise_(-2.658968);sun_(-3.2054691);sounds_(-3.4746838);words_(-3.6457176);	-10.56558895111084
brick	mince	bread	P	The brick minced the bread .	-9.5396089553833	sky_(-2.7674067);air_(-3.0771706);stone_(-3.222788);water_(-3.3159668);sun_(-3.6940033);	-11.34044075012207
shirt	mince	bread	N	The shirt minced the bread .	-9.640851974487305	words_(-2.0833428);color_(-3.389289);air_(-3.890463);truth_(-3.9699042);word_(-4.042573);	-11.34044075012207
mallet	mince	dough	P	The mallet minced the dough .	-6.822343349456787	air_(-1.2231327);wood_(-3.7693021);bone_(-3.8357198);blade_(-3.8588665);glass_(-4.0781016);	-13.319616317749023
hair	mince	dough	N	The hair minced the dough .	-10.135163307189941	words_(-3.0062773);skin_(-3.0478728);light_(-3.0714476);face_(-3.6203215);air_(-3.7356427);	-12.434785842895508
dog	move	cat	P	The dog moved the cat .	-5.40574836730957	chair_(-3.0118072);knife_(-3.9582355);gun_(-4.064798);body_(-4.125211);door_(-4.181866);	-8.74451732635498
worm	move	cat	N	The worm moved the cat .	-6.290526866912842	air_(-3.634028);earth_(-3.6960742);stone_(-3.7644563);worm_(-3.8569636);water_(-3.902105);	-8.74451732635498
man	move	table	P	The man moved the table .	-4.823199272155762	gun_(-2.7067697);chair_(-3.0337331);knife_(-3.3660362);button_(-3.9512603);lever_(-4.032455);	-11.925941467285156
ant	move	table	N	The ant moved the table .	-5.518413066864014	body_(-3.532777);stone_(-4.150871);mouse_(-4.153737);paper_(-4.416066);corpse_(-4.4642024);	-11.925941467285156
girl	open	door	P	The girl opened the door .	-0.24157355725765228	door_(-0.24157356);window_(-3.8117182);gate_(-4.10724);box_(-4.3295984);trunk_(-4.6059885);	-12.471768379211426
ant	open	door	N	The ant opened the door .	-1.0456359386444092	door_(-1.0456359);box_(-2.2638538);cage_(-3.3429735);lid_(-3.3944538);hatch_(-3.9839962);	-12.471768379211426
child	open	window	P	The child opened the window .	-3.725705146789551	door_(-0.60294545);box_(-2.8079243);book_(-3.4047987);window_(-3.7257051);bag_(-3.8847885);	-9.184518814086914
cream	open	window	N	The cream opened the window .	-3.6614086627960205	door_(-1.0891174);box_(-3.49262);window_(-3.6614087);doors_(-3.8123734);lid_(-3.8488708);	-9.184518814086914
woman	pack	cake	P	The woman packed the cake .	-6.915975093841553	bags_(-1.6344525);car_(-2.7232127);bag_(-2.8128543);room_(-3.6135716);boxes_(-3.656225);	-12.25825309753418
ant	pack	cake	N	The ant packed the cake .	-6.3932085037231445	ground_(-2.782759);floor_(-3.1604474);nest_(-3.3929362);place_(-3.7512295);dirt_(-3.82082);	-12.25825309753418
knife	peel	banana	P	The knife peeled the banana .	-6.7808098793029785	skin_(-1.0654372);flesh_(-1.9627112);paper_(-3.3644674);meat_(-3.687431);tape_(-3.8830411);	-11.169524192810059
shirt	peel	banana	N	The shirt peeled the banana .	-7.6071648597717285	skin_(-2.2133753);buttons_(-2.7613661);flesh_(-2.8803666);material_(-3.8150647);way_(-3.9082077);	-11.169524192810059
monkey	peel	tree	P	The monkey peeled the tree .	-6.561983108520508	banana_(-1.483163);skin_(-3.1242993);bread_(-3.3479102);fruit_(-3.562548);paper_(-3.7500048);	-10.559834480285645
air	peel	tree	N	The air peeled the tree .	-6.376614093780518	skin_(-2.5005121);surface_(-3.5559313);dust_(-3.8786082);dirt_(-4.1462655);flesh_(-4.315725);	-10.559834480285645
infant	pet	cat	P	The infant petted the cat .	-3.604743003845215	dog_(-2.7476664);ground_(-3.1817513);baby_(-3.5193367);cat_(-3.604743);child_(-3.6976576);	-8.664796829223633
