SUBJECT	VERB	OBJECT	typicality	sentence	computed_score	best_completions	baseline_score
student	erect	wall	P	The student erected the wall .	-3.94523024559021	statue_(-1.8017976);building_(-2.6991394);monument_(-2.8635852);flag_(-3.5051448);cross_(-3.6016214);	-9.673748970031738
rabbit	erect	wall	N	The rabbit erected the wall .	-3.3357372283935547	statue_(-2.813625);wall_(-3.3357372);tree_(-3.4012737);house_(-3.8777835);fence_(-3.8909397);	-9.673748970031738
knife	etch	pebbles	P	The knife etched the pebbles .			
pillow	etch	pebbles	N	The pillow etched the pebbles .			
knife	etch	rock	P	The knife etched the rock .	-6.921307563781738	words_(-2.6879199);surface_(-2.8469324);blade_(-3.5233815);edges_(-3.7786055);mark_(-4.0895166);	-13.198320388793945
pillow	etch	rock	N	The pillow etched the rock .	-8.312877655029297	words_(-2.1030495);picture_(-2.7576287);image_(-3.246443);room_(-3.3539183);word_(-3.590132);	-13.198320388793945
cake	feed	rabbit	P	The cake fed the rabbit .	-8.825695037841797	flames_(-3.8835528);fire_(-3.9622104);family_(-3.9954937);food_(-4.048937);appetite_(-4.1541414);	-17.39076805114746
air	feed	rabbit	N	The air fed the rabbit .	-10.552633285522461	flames_(-2.8860188);fire_(-3.1731405);city_(-3.665699);heat_(-3.7096815);light_(-3.9843006);	-17.39076805114746
monkey	fill	bucket	P	The monkey filled the bucket .	-5.940928936004639	room_(-1.8487021);air_(-2.634545);doorway_(-3.0025136);silence_(-3.5195692);space_(-3.7547204);	-13.562596321105957
elephant	fill	bucket	N	The elephant filled the bucket .	-7.6972737312316895	room_(-1.4642161);air_(-2.576911);space_(-3.133537);silence_(-3.5299187);doorway_(-3.7884512);	-13.562596321105957
water	fill	cup	P	The water filled the cup .	-5.075240612030029	tub_(-2.3857975);room_(-2.5631685);glass_(-3.153304);cavern_(-3.2130394);tank_(-3.4372196);	-17.25587272644043
car	fill	cup	N	The car filled the cup .	-9.168218612670898	space_(-2.2344592);driveway_(-2.6911995);air_(-2.867759);room_(-2.8758137);silence_(-2.9427369);	-17.25587272644043
water	fill	plate	P	The water filled the plate .	-8.843354225158691	tub_(-2.3857975);room_(-2.5631685);glass_(-3.153304);cavern_(-3.2130394);tank_(-3.4372196);	-14.558205604553223
house	fill	plate	N	The house filled the plate .	-11.243111610412598	room_(-2.015334);distance_(-3.0557528);air_(-3.1085346);street_(-3.1573713);space_(-3.170863);	-14.558205604553223
mud	fill	sink	P	The mud filled the sink .	-6.989876747131348	air_(-1.8039505);room_(-2.318556);hole_(-3.6444);cavern_(-3.8262827);cave_(-3.8733475);	-16.579143524169922
car	fill	sink	N	The car filled the sink .	-9.635258674621582	space_(-2.2344592);driveway_(-2.6911995);air_(-2.867759);room_(-2.8758137);silence_(-2.9427369);	-16.579143524169922
chef	film	cake	P	The chef filmed the cake .	-6.796298027038574	scene_(-1.8671086);show_(-2.8889601);episode_(-2.9637368);performance_(-3.1237404);video_(-3.1588614);	-13.653411865234375
lion	film	cake	N	The lion filmed the cake .	-9.677940368652344	scene_(-1.999693);video_(-2.43643);film_(-2.7226534);performance_(-3.5284748);movie_(-3.6485624);	-13.653411865234375
chef	film	man	P	The chef filmed the man .	-9.95091438293457	scene_(-1.8671086);show_(-2.8889601);episode_(-2.9637368);performance_(-3.1237404);video_(-3.1588614);	-9.141667366027832
bug	film	man	N	The bug filmed the man .	-8.666487693786621	game_(-2.8326786);video_(-3.0115905);scene_(-3.1235826);film_(-3.3203495);match_(-3.6941354);	-9.141667366027832
woman	film	sofa	P	The woman filmed the sofa .	-10.618367195129395	scene_(-1.5800179);video_(-2.790619);incident_(-3.1515968);event_(-3.5263166);film_(-3.814448);	-19.579729080200195
dog	film	sofa	N	The dog filmed the sofa .	-10.980973243713379	scene_(-1.6598283);video_(-2.2344294);episode_(-3.0280716);film_(-3.233966);incident_(-3.4858418);	-19.579729080200195
child	film	water	P	The child filmed the water .	-10.042154312133789	video_(-1.7160276);scene_(-1.8496869);film_(-3.1468565);performance_(-3.394686);episode_(-3.8426278);	-14.246530532836914
rabbit	film	water	N	The rabbit filmed the water .	-9.190753936767578	scene_(-1.4144124);film_(-2.9643438);video_(-2.997729);episode_(-3.3214595);show_(-3.469658);	-14.246530532836914
wrench	fix	car	P	The wrench fixed the car .	-5.972530841827393	door_(-2.3500285);lock_(-2.73871);handle_(-3.6592774);wound_(-3.9734864);lid_(-4.289641);	-11.738214492797852
lion	fix	car	N	The lion fixed the car .	-6.8490777015686035	door_(-3.224725);wheel_(-3.9986508);lock_(-4.3420124);sword_(-4.7025867);hair_(-4.704212);	-10.86610221862793
hammer	flatten	cake	P	The hammer flattened the cake .	-8.605013847351074	air_(-3.7353256);wood_(-3.9424698);blade_(-4.0341516);glass_(-4.135461);metal_(-4.2849746);	-13.653411865234375
paper	flatten	cake	N	The paper flattened the cake .	-8.600811004638672	page_(-2.6921957);paper_(-3.7714527);pages_(-3.8536208);room_(-4.040453);image_(-4.2826805);	-13.653411865234375
car	flatten	cup	P	The car flattened the cup .	-7.542175769805908	car_(-3.1228817);tires_(-3.4886138);ground_(-3.5668294);roof_(-4.0250373);wheel_(-4.1539764);	-17.25587272644043
cloud	flatten	cup	N	The cloud flattened the cup .	-8.461366653442383	sky_(-2.9562929);room_(-3.324663);ship_(-3.640456);earth_(-3.8456466);ground_(-3.8809125);	-17.25587272644043
hand	fold	pillow	P	The hand folded the pillow .	-8.354082107543945	paper_(-1.3297888);page_(-2.8613324);sheet_(-2.863998);papers_(-3.0253615);pages_(-3.0754323);	-20.379941940307617
bug	fold	pillow	N	The bug folded the pillow .	-7.174867153167725	paper_(-1.2989465);pages_(-3.3571558);page_(-3.4201632);sheet_(-3.6401892);letter_(-3.8353481);	-20.379941940307617
ice	freeze	pebbles	P	The ice froze the pebbles .			
sun	freeze	pebbles	N	The sun froze the pebbles .			
ice	freeze	rock	P	The ice froze the rock .	-5.582228660583496	air_(-3.13698);water_(-3.254756);room_(-3.6709206);man_(-3.7854176);snow_(-3.8010025);	-13.198320388793945
sun	freeze	rock	N	The sun froze the rock .	-6.129703044891357	trees_(-2.9644237);snow_(-2.9722793);air_(-3.4308848);world_(-3.5296025);clouds_(-3.5912626);	-13.198320388793945
ice	freeze	water	P	The ice froze the water .	-3.254755973815918	air_(-3.13698);water_(-3.254756);room_(-3.6709206);man_(-3.7854176);snow_(-3.8010025);	-14.246530532836914
smoke	freeze	water	N	The smoke froze the water .	-5.104469299316406	man_(-3.000355);air_(-3.241279);flames_(-3.4096634);room_(-3.6858943);men_(-4.0743384);	-14.246530532836914
man	fry	cake	P	The man fried the cake .	-6.1833648681640625	engine_(-3.0271854);phone_(-3.3180552);radio_(-3.8033237);car_(-3.890298);fish_(-3.981223);	-13.653411865234375
monkey	fry	cake	N	The monkey fried the cake .	-5.469176292419434	fish_(-3.265509);chicken_(-3.3157783);eggs_(-4.032268);man_(-4.1447444);bird_(-4.154001);	-13.653411865234375
sign	halt	boat	P	The sign halted the boat .	-5.318606853485107	car_(-2.2472227);vehicle_(-3.788139);truck_(-3.8242767);walk_(-3.8508976);conversation_(-4.160825);	-14.751797676086426
lake	halt	boat	N	The lake halted the boat .	-3.7578253746032715	boat_(-3.7578254);car_(-3.8202605);rain_(-3.9564595);flow_(-4.1051745);ship_(-4.4070377);	-14.751797676086426
sign	halt	traffic	P	The sign halted the traffic .	-4.230810642242432	car_(-2.2472227);vehicle_(-3.788139);truck_(-3.8242767);walk_(-3.8508976);conversation_(-4.160825);	-15.88790512084961
air	halt	traffic	N	The air halted the traffic .	-7.602794647216797	movement_(-2.8787909);sound_(-3.8928003);rain_(-4.2427473);conversation_(-4.2983656);man_(-4.429318);	-15.88790512084961
stove	heat	air	P	The stove heated the air .	-2.5489063262939453	room_(-2.3833122);air_(-2.5489063);stove_(-2.728734);fire_(-2.860114);kitchen_(-2.8840914);	-13.207496643066406
house	heat	air	N	The house heated the air .	-3.282489776611328	water_(-1.9941558);house_(-2.7479513);fire_(-2.8633497);air_(-3.2824898);stove_(-3.5611362);	-13.207496643066406
oven	heat	food	P	The oven heated the food .	-4.026259422302246	stove_(-3.0435784);fire_(-3.1258671);air_(-3.1662743);room_(-3.3011572);oven_(-3.3120444);	-13.520100593566895
table	heat	food	N	The table heated the food .	-5.705996036529541	air_(-1.8417141);fire_(-2.2399094);room_(-2.2556403);water_(-2.7241004);flames_(-3.2053673);	-13.520100593566895
fire	heat	man	P	The fire heated the man .	-7.555959701538086	wood_(-2.2841203);room_(-2.285113);air_(-2.3628213);fire_(-2.9795024);hearth_(-3.603667);	-9.141667366027832
ice	heat	man	N	The ice heated the man .	-7.090051651000977	air_(-2.2483594);water_(-2.4316833);fire_(-2.6442459);room_(-2.8454626);glass_(-4.1272273);	-9.141667366027832
fire	heat	sand	P	The fire heated the sand .	-7.133967876434326	wood_(-2.2841203);room_(-2.285113);air_(-2.3628213);fire_(-2.9795024);hearth_(-3.603667);	-16.368167877197266
dog	heat	sand	N	The dog heated the sand .	-7.2658796310424805	fire_(-2.2636306);water_(-2.5926816);stove_(-2.6896446);pan_(-3.1109788);pot_(-3.1191404);	-16.368167877197266
sun	heat	water	P	The sun heated the water .	-3.427391290664673	room_(-2.1972888);air_(-2.2318718);sky_(-3.1558745);water_(-3.4273913);house_(-3.6605227);	-14.246530532836914
oil	heat	water	N	The oil heated the water .	-3.869716167449951	fire_(-3.0594916);skin_(-3.8080182);water_(-3.8697162);room_(-4.1854906);wood_(-4.211628);	-14.246530532836914
uncle	heave	box	P	The uncle heaved the box .	-3.8149712085723877	chair_(-3.2352889);bucket_(-3.354647);bag_(-3.411312);lid_(-3.663276);door_(-3.711116);	-14.345934867858887
ant	heave	box	N	The ant heaved the box .	-4.34626579284668	rock_(-3.1463168);lid_(-3.5895398);bucket_(-3.993313);air_(-4.015429);stone_(-4.044172);	-14.345934867858887
tiger	heave	door	P	The tiger heaved the door .	-3.43000864982605	bag_(-3.2829435);door_(-3.4300086);gun_(-3.494209);body_(-3.8706148);pack_(-4.043203);	-10.83526611328125
worm	heave	door	N	The worm heaved the door .	-4.153604984283447	lid_(-3.5230212);air_(-3.6424146);rock_(-4.0628953);contents_(-4.081101);door_(-4.153605);	-10.83526611328125
ant	heave	pea	P	The ant heaved the pea .			
elephant	heave	pea	N	The elephant heaved the pea .			
car	hit	brother	P	The car hit the brother .	-13.481711387634277	ground_(-1.9826691);brakes_(-2.1175797);road_(-2.416323);gas_(-2.4810605);wall_(-2.6083558);	-14.044459342956543
air	hit	brother	N	The air hit the brother .	-11.10659408569336	floor_(-2.2170017);walls_(-2.842119);ground_(-3.107496);ceiling_(-3.347715);wall_(-3.3543375);	-14.044459342956543
finger	hit	pillow	P	The finger hit the pillow .	-5.151180267333984	floor_(-1.9943318);ground_(-2.23424);wall_(-2.7140012);trigger_(-3.3487);table_(-3.3600774);	-20.379941940307617
smoke	hit	pillow	N	The smoke hit the pillow .	-7.0519256591796875	floor_(-2.017144);ground_(-2.2061088);ceiling_(-2.9933994);walls_(-3.016772);air_(-3.1929777);	-20.379941940307617
policeman	hold	cup	P	The policeman held the cup .	-5.92966365814209	gun_(-2.143538);knife_(-2.5962052);door_(-3.0594907);pistol_(-3.3565307);phone_(-3.5106282);	-17.25587272644043
ant	hold	cup	N	The ant held the cup .	-5.207335472106934	knife_(-2.784072);gun_(-3.786872);sword_(-3.8896623);weapon_(-4.0957675);boy_(-4.2726793);	-17.25587272644043
net	hold	dog	P	The net held the dog .	-6.278249740600586	ball_(-2.085671);fire_(-4.516237);water_(-4.5262012);boy_(-4.6013737);man_(-4.605322);	-15.336135864257812
bowl	hold	dog	N	The bowl held the dog .	-7.628315448760986	sun_(-3.785922);answer_(-4.0078897);blood_(-4.1331897);key_(-4.1889763);answers_(-4.389025);	-15.336135864257812
glove	hold	earplug	P	The glove held the earplug .			
ant	hold	earplug	N	The ant held the earplug .			
pin	hook	fish	P	The pin hooked the fish .	-6.290804386138916	handle_(-3.3037677);lock_(-3.5087628);chain_(-3.6118417);rope_(-3.6684356);trigger_(-3.7602534);	-12.956469535827637
wall	hook	fish	N	The wall hooked the fish .	-7.208944320678711	door_(-3.2382133);way_(-3.3584726);ceiling_(-4.0555825);handle_(-4.3423934);floor_(-4.42);	-12.956469535827637
rope	hook	stick	P	The rope hooked the stick .	-7.145554542541504	rope_(-2.8723748);boat_(-3.5314686);way_(-3.5411036);hook_(-3.887264);end_(-4.174855);	-15.391678810119629
ant	hook	stick	N	The ant hooked the stick .	-4.929419994354248	rope_(-3.3805456);hook_(-3.386721);branch_(-3.7609253);line_(-3.81464);tail_(-4.111347);	-15.391678810119629
rope	hurl	boat	P	The rope hurled the boat .	-4.728350639343262	rock_(-3.5125659);man_(-3.6592038);knife_(-3.7818127);thing_(-4.0356774);creature_(-4.094643);	-14.751797676086426
hair	hurl	boat	N	The hair hurled the boat .	-7.3132758140563965	knife_(-2.9956338);hair_(-3.4684217);blade_(-3.6214664);blow_(-3.7722328);rock_(-3.7788093);	-14.751797676086426
rope	hurl	trolley	P	The rope hurled the trolley .	-8.931551933288574	rock_(-3.5125659);man_(-3.6592038);knife_(-3.7818127);thing_(-4.0356774);creature_(-4.094643);	-18.212913513183594
rock	hurl	trolley	N	The rock hurled the trolley .	-9.77525806427002	rock_(-3.013645);knife_(-3.7431695);stone_(-4.061729);spear_(-4.0694776);arrow_(-4.0695252);	-18.212913513183594
car	hurl	truck	P	The car hurled the truck .	-4.56911039352417	car_(-2.6508367);glass_(-3.677327);grenade_(-4.110539);rock_(-4.1240206);door_(-4.181719);	-12.871650695800781
hair	hurl	truck	N	The hair hurled the truck .	-8.915189743041992	knife_(-2.9956338);hair_(-3.4684217);blade_(-3.6214664);blow_(-3.7722328);rock_(-3.7788093);	-12.871650695800781
man	hurl	woman	P	The man hurled the woman .	-6.7445387840271	knife_(-2.198369);gun_(-3.0715933);rock_(-3.1957884);weapon_(-3.316164);dagger_(-3.5606241);	-8.86540412902832
ant	hurl	woman	N	The ant hurled the woman .	-7.40916633605957	rock_(-2.47077);spear_(-3.2588139);stone_(-3.4388952);knife_(-3.545949);bat_(-4.001152);	-8.86540412902832
knife	hurt	foot	P	The knife hurt the foot .	-8.17717170715332	flesh_(-3.1584983);heart_(-3.276897);man_(-3.3181586);bastard_(-3.7550588);girl_(-3.7788491);	-9.105634689331055
cloth	hurt	foot	N	The cloth hurt the foot .	-7.655360221862793	skin_(-1.9755981);wound_(-3.0957649);flesh_(-3.149388);eyes_(-3.290241);eye_(-3.6847389);	-9.105634689331055
needle	hurt	head	P	The needle hurt the head .	-4.262324810028076	skin_(-2.728143);flesh_(-2.9188015);wound_(-3.2219975);heart_(-3.718282);bone_(-4.206899);	-8.253392219543457
pillow	hurt	head	N	The pillow hurt the head .	-6.974427700042725	most_(-0.19130054);least_(-3.3605204);worst_(-3.7682438);same_(-3.9331598);more_(-4.247452);	-8.253392219543457
student	jail	girl	P	The student jailed the girl .	-3.9896273612976074	student_(-2.7626252);teacher_(-2.837173);police_(-3.0974803);professor_(-3.2986293);man_(-3.3199325);	-8.59033489227295
cat	jail	girl	N	The cat jailed the girl .	-3.436868906021118	man_(-2.9206824);dog_(-2.9326558);cat_(-3.0025582);boy_(-3.1220458);girl_(-3.436869);	-8.59033489227295
mayor	jail	person	P	The mayor jailed the person .	-5.8097333908081055	men_(-3.356687);man_(-3.573748);couple_(-3.7273412);police_(-3.9047637);two_(-3.9577732);	-9.102657318115234
dog	jail	person	N	The dog jailed the person .	-5.493247985839844	man_(-2.5023115);boy_(-2.9794443);dog_(-3.3247068);girl_(-3.3587625);woman_(-3.6958272);	-9.102657318115234
student	jail	woman	P	The student jailed the woman .	-4.35479736328125	student_(-2.7626252);teacher_(-2.837173);police_(-3.0974803);professor_(-3.2986293);man_(-3.3199325);	-8.86540412902832
cat	jail	woman	N	The cat jailed the woman .	-3.878877639770508	man_(-2.9206824);dog_(-2.9326558);cat_(-3.0025582);boy_(-3.1220458);girl_(-3.436869);	-8.86540412902832
horse	kick	chair	P	The horse kicked the chair .	-6.118011951446533	ground_(-2.5521634);horse_(-3.1312573);dirt_(-3.2136996);wall_(-3.4884026);reins_(-3.5426123);	-18.137908935546875
tree	kick	chair	N	The tree kicked the chair .	-6.104383945465088	ground_(-1.7503062);tree_(-2.522994);dirt_(-3.0375652);grass_(-3.3286622);branch_(-3.4796581);	-18.137908935546875
horse	kick	table	P	The horse kicked the table .	-5.457853317260742	ground_(-2.5521634);horse_(-3.1312573);dirt_(-3.2136996);wall_(-3.4884026);reins_(-3.5426123);	-12.572300910949707
tree	kick	table	N	The tree kicked the table .	-6.069028377532959	ground_(-1.7503062);tree_(-2.522994);dirt_(-3.0375652);grass_(-3.3286622);branch_(-3.4796581);	-12.572300910949707
knife	kill	ant	P	The knife killed the ant .	-8.879748344421387	man_(-1.9328862);girl_(-3.2819684);cat_(-3.426223);boy_(-3.429125);woman_(-3.4851897);	-22.73667335510254
air	kill	ant	N	The air killed the ant .	-9.814632415771484	engine_(-2.4214149);flames_(-3.4888206);fire_(-3.543303);wind_(-3.6425796);man_(-3.8580203);	-22.73667335510254
dolphin	kiss	fish	P	The dolphin kissed the fish .	-5.199336528778076	air_(-3.0218508);water_(-3.1316826);ground_(-3.399443);shore_(-3.4268868);sky_(-3.4945586);	-12.420921325683594
ant	kiss	fish	N	The ant kissed the fish .	-6.477402210235596	ground_(-2.6116533);air_(-3.8810263);floor_(-4.0008554);tree_(-4.0490737);grass_(-4.114173);	-12.956469535827637
women	kiss	girlfriend	P	The women kissed the girlfriend .	-11.27254581451416	boy_(-3.046912);children_(-3.2160232);man_(-3.5483034);men_(-3.6087778);baby_(-3.6698835);	-10.482196807861328
ant	kiss	girlfriend	N	The ant kissed the girlfriend .	-10.40018081665039	ground_(-2.6116533);air_(-3.8810263);floor_(-4.0008554);tree_(-4.0490737);grass_(-4.114173);	-10.482196807861328
ape	kiss	remote	P	The ape kissed the remote .	-9.449994087219238	ground_(-2.846037);air_(-3.1414843);girl_(-3.9930058);floor_(-3.993185);woman_(-4.052477);	-18.497488021850586
cup	kiss	remote	N	The cup kissed the remote .	-9.894179344177246	tip_(-2.9726965);ground_(-3.706797);end_(-3.7453988);floor_(-3.7806723);top_(-3.7857144);	-20.244840621948242
ape	kiss	woman	P	The ape kissed the woman .	-4.05247688293457	ground_(-2.846037);air_(-3.1414843);girl_(-3.9930058);floor_(-3.993185);woman_(-4.052477);	-8.617825508117676
tree	kiss	woman	N	The tree kissed the woman .	-6.404482364654541	ground_(-2.5319624);sky_(-2.8565435);wind_(-2.9384117);air_(-3.2801085);earth_(-3.3338766);	-8.86540412902832
mallet	knead	cake	P	The mallet kneaded the cake .	-10.569313049316406	wood_(-2.5548756);ground_(-2.7470381);floor_(-3.0450327);air_(-3.4146218);skin_(-3.5623963);	-14.719016075134277
air	knead	cake	N	The air kneaded the cake .	-10.181241035461426	wood_(-3.6021442);wound_(-3.6418085);stone_(-3.7096624);air_(-3.7539358);ground_(-3.7654276);	-14.190496444702148
chef	knead	clay	P	The chef kneaded the clay .	-8.818680763244629	meat_(-2.642783);bread_(-3.5152032);food_(-3.596214);plate_(-3.9862907);eggs_(-4.0156784);	-13.593645095825195
mud	knead	clay	N	The mud kneaded the clay .	-7.255494594573975	ground_(-2.5567484);floor_(-3.0958843);dirt_(-3.6104736);earth_(-3.691062);grass_(-3.7611227);	-13.593645095825195
needle	knit	rug	P	The needle knitted the rug .	-7.375890731811523	skin_(-2.977649);wound_(-3.5902522);hair_(-3.6711657);flesh_(-3.6922534);fabric_(-3.7130196);	-19.800230026245117
cat	knit	rug	N	The cat knitted the rug .	-4.901242733001709	blanket_(-2.698694);cord_(-3.184817);knot_(-3.2927072);string_(-3.3380105);scarf_(-3.3894813);	-19.800230026245117
chef	knit	shirt	P	The chef knitted the shirt .	-5.655992031097412	scarf_(-3.4690542);rope_(-3.491252);blanket_(-3.5109367);knot_(-3.8873987);ends_(-3.9070415);	-10.901937484741211
horse	knit	shirt	N	The horse knitted the shirt .	-6.3225321769714355	knot_(-2.6674297);rope_(-2.8743198);reins_(-3.033282);wool_(-3.0570219);cord_(-3.1843612);	-10.901937484741211
grandma	knit	wool	P	The grandma knitted the wool .	-3.900805950164795	scarf_(-2.0503612);blanket_(-2.5942006);ends_(-3.0767255);knot_(-3.3897233);curtains_(-3.4986596);	-20.545604705810547
horse	knit	wool	N	The horse knitted the wool .	-3.0570218563079834	knot_(-2.6674297);rope_(-2.8743198);reins_(-3.033282);wool_(-3.0570219);cord_(-3.1843612);	-18.957141876220703
house	leak	gas	P	The house leaked the gas .	-4.941771030426025	truth_(-2.5070078);news_(-2.5126832);information_(-2.8704474);word_(-3.619508);blood_(-3.7130644);	-11.708889961242676
tree	leak	gas	N	The tree leaked the gas .	-4.670902252197266	blood_(-2.6013923);juice_(-2.8868718);water_(-2.998382);light_(-3.259208);poison_(-3.5772128);	-11.708889961242676
finger	lengthen	cord	P	The finger lengthened the cord .	-5.2770233154296875	blade_(-2.6883066);finger_(-3.6777067);line_(-3.7694921);shaft_(-3.803279);scar_(-3.8710527);	-16.412212371826172
oil	lengthen	cord	N	The oil lengthened the cord .	-4.9270148277282715	rope_(-3.205722);hair_(-3.5722525);shadows_(-3.8661387);blade_(-3.9370034);shaft_(-4.025345);	-16.412212371826172
hand	lengthen	dough	P	The hand lengthened the dough .	-10.033048629760742	blade_(-1.950029);knife_(-2.8279874);rope_(-3.246559);chain_(-3.2832513);length_(-3.6192396);	-16.295442581176758
ant	lengthen	dough	N	The ant lengthened the dough .	-10.91636848449707	blade_(-3.5868633);tunnel_(-3.7308853);line_(-3.7423131);leg_(-3.8744934);distance_(-3.950506);	-16.295442581176758
lion	lick	frosting	P	The lion licked the frosting .			
tree	lick	frosting	N	The tree licked the frosting .			
helicopter	lift	dumbbell	P	The helicopter lifted the dumbbell .			
ant	lift	dumbbell	N	The ant lifted the dumbbell .			
ant	lift	leaf	P	The ant lifted the leaf .	-6.0013957023620605	lid_(-2.4662006);head_(-3.5385406);blade_(-4.057438);spear_(-4.1380897);weapon_(-4.312339);	-18.189794540405273
man	lift	leaf	N	The man lifted the leaf .	-9.394600868225098	gun_(-2.011648);knife_(-3.0143583);pistol_(-3.2193153);bottle_(-3.3493354);weapon_(-3.3686502);	-18.189794540405273
helicopter	lift	weight	P	The helicopter lifted the weight .	-5.989267349243164	lid_(-2.4155178);body_(-3.3655405);anchor_(-3.7705212);phone_(-4.129611);helicopter_(-4.197008);	-17.413442611694336
ant	lift	weight	N	The ant lifted the weight .	-6.476103782653809	lid_(-2.4662006);head_(-3.5385406);blade_(-4.057438);spear_(-4.1380897);weapon_(-4.312339);	-17.413442611694336
smoke	mask	computer	P	The smoke masked the computer .	-10.10491943359375	sound_(-3.6901505);fire_(-3.727926);face_(-3.9250734);tracks_(-3.9765546);flames_(-4.118445);	-13.575358390808105
wind	mask	computer	N	The wind masked the computer .	-11.034727096557617	rain_(-2.5549457);sound_(-2.8354535);sun_(-3.6496618);noise_(-3.6945195);sounds_(-4.168785);	-13.575358390808105
clay	mask	face	P	The clay masked the face .	-4.188330173492432	pain_(-3.7893498);sound_(-3.8531744);image_(-3.9187725);light_(-4.128183);face_(-4.18833);	-8.52245044708252
ant	mask	face	N	The ant masked the face .	-4.5850701332092285	sound_(-2.8975368);threat_(-3.639955);noise_(-3.8786976);movement_(-4.0673876);pain_(-4.0868497);	-8.52245044708252
purse	mask	hand	P	The purse masked the hand .	-5.394010066986084	smile_(-2.6995537);face_(-2.9991438);blood_(-3.4217026);tears_(-3.81259);words_(-4.39806);	-11.738458633422852
water	mask	hand	N	The water masked the hand .	-8.08002758026123	sound_(-2.9867098);light_(-3.8471978);sun_(-4.021931);blood_(-4.1385145);face_(-4.216578);	-11.738458633422852
smoke	mask	laptop	P	The smoke masked the laptop .	-10.791044235229492	sound_(-3.6901505);fire_(-3.727926);face_(-3.9250734);tracks_(-3.9765546);flames_(-4.118445);	-18.722158432006836
wind	mask	laptop	N	The wind masked the laptop .	-11.506610870361328	rain_(-2.5549457);sound_(-2.8354535);sun_(-3.6496618);noise_(-3.6945195);sounds_(-4.168785);	-18.722158432006836
brick	mince	bread	P	The brick minced the bread .	-10.059496879577637	air_(-2.025077);wood_(-2.4622557);wind_(-2.714428);stone_(-2.7530692);metal_(-3.2649825);	-15.745793342590332
shirt	mince	bread	N	The shirt minced the bread .	-8.290193557739258	words_(-1.6311375);air_(-2.9188037);sound_(-3.1308475);blood_(-3.321261);fabric_(-3.4502654);	-15.745793342590332
mallet	mince	dough	P	The mallet minced the dough .	-10.909391403198242	air_(-1.1104763);words_(-2.269138);sound_(-2.4540308);wood_(-3.1752393);wind_(-3.204089);	-17.469318389892578
hair	mince	dough	N	The hair minced the dough .	-10.642827033996582	wind_(-2.558912);air_(-3.1023557);words_(-3.277279);wood_(-3.391464);edges_(-3.883271);	-16.295442581176758
dog	move	cat	P	The dog moved the cat .	-5.286154747009277	chair_(-3.4012508);stick_(-3.8587008);door_(-3.8759937);body_(-3.9254503);knife_(-4.082115);	-18.067550659179688
worm	move	cat	N	The worm moved the cat .	-7.00685977935791	body_(-3.988469);ship_(-4.0121827);door_(-4.0140386);stone_(-4.257297);earth_(-4.460378);	-18.067550659179688
man	move	table	P	The man moved the table .	-4.789223670959473	chair_(-3.0710645);knife_(-3.221084);gun_(-3.260672);door_(-4.00458);body_(-4.190824);	-12.572300910949707
ant	move	table	N	The ant moved the table .	-6.253121376037598	body_(-3.9735436);rock_(-4.058125);stone_(-4.24751);stick_(-4.420079);head_(-4.4744487);	-12.572300910949707
girl	open	door	P	The girl opened the door .	-0.23224391043186188	door_(-0.23224391);window_(-3.753388);gate_(-4.4538817);box_(-4.6065135);book_(-4.611237);	-10.83526611328125
ant	open	door	N	The ant opened the door .	-0.9839512705802917	door_(-0.9839513);hatch_(-3.0323522);lid_(-3.1231802);box_(-3.332074);gate_(-3.3693073);	-10.83526611328125
child	open	window	P	The child opened the window .	-3.5702335834503174	door_(-0.47200796);box_(-3.419554);window_(-3.5702336);book_(-3.7648404);lid_(-4.079469);	-11.848936080932617
cream	open	window	N	The cream opened the window .	-3.2331504821777344	door_(-1.6430168);lid_(-2.2276926);window_(-3.2331505);way_(-3.5359135);package_(-3.6743526);	-11.848936080932617
woman	pack	cake	P	The woman packed the cake .	-8.312088012695312	bags_(-1.2787371);bag_(-1.9955109);suitcase_(-3.3952074);boxes_(-3.9132757);box_(-4.326277);	-13.653411865234375
ant	pack	cake	N	The ant packed the cake .	-7.424787998199463	dirt_(-3.583612);bag_(-3.6769214);air_(-4.151922);ground_(-4.1765823);earth_(-4.331056);	-13.653411865234375
knife	peel	banana	P	The knife peeled the banana .	-8.57043170928955	skin_(-1.1649092);flesh_(-2.1033723);edges_(-3.6973734);fabric_(-3.8994434);cloth_(-4.109083);	-15.746047019958496
shirt	peel	banana	N	The shirt peeled the banana .	-7.847207546234131	skin_(-1.5732453);edges_(-2.9284127);flesh_(-3.7731802);fabric_(-4.008824);edge_(-4.0168386);	-15.746047019958496
monkey	peel	tree	P	The monkey peeled the tree .	-5.499145984649658	flap_(-2.3145561);lid_(-3.0832036);shirt_(-3.9218788);skin_(-3.9218845);banana_(-3.9618638);	-10.726229667663574
air	peel	tree	N	The air peeled the tree .	-5.342543125152588	skin_(-3.4490027);blade_(-3.6631553);edges_(-3.772575);glass_(-3.8904958);leaves_(-3.9508548);	-10.726229667663574
infant	pet	cat	P	The infant petted the cat .	-3.5338335037231445	dog_(-2.1470509);bird_(-2.9415646);animal_(-3.2302797);baby_(-3.3770418);cat_(-3.5338335);	-17.279155731201172
